,Hattrem,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Oricorio,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Veluza,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Inteleon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Palossand,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Rotom-Fan,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Drifblim,Alomomola,Rotom-Mow,Hawlucha,Mudsdale,Torkoal,Venomoth,Polteageist,Grimmsnarl,Ampharos,Tauros-Paldea-Blaze,Iron Treads,Medicham,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Typhlosion,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Cyclizar,Gastrodon,Grumpig,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Bruxish,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Abomasnow,Roaring Moon,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Beartic,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Wugtrio,0.0,6.8e-09,7e-10,3.72366e-05,0.002459507,0.0,0.0016459458,7.973e-07,0.0095355307,3.06484e-05,0.0,0.0,1.829e-07,0.0009870037,0.0,4e-10,2.70859e-05,0.0008378164,3.871e-07,0.0002424186,0.0,5.7739e-06,2.033e-07,1.998e-07,0.0008376939,0.0,0.0002332282,2.4697e-06,0.0057863682,3e-10,8e-09,0.0,1.15868e-05,0.0002916905,0.0,0.0023192927,0.0,2.58423e-05,0.000239221,1.1095e-06,0.0002327357,1.03434e-05,0.0,4e-10,0.0016573281,6.14784e-05,4.9258e-06,5.88228e-05,0.0017132532,1.163e-07,0.0015334871,4.5195e-06,0.0,0.0025286908,0.0008577683,9.9229e-06,0.0003760038,3.871e-07,2.001e-07,0.0003760038,1.265e-07,0.0,0.0,0.0002425244,0.0007158971,0.0,5.604e-07,6e-10,0.0011351451,0.0016459458,4.5359e-06,0.0021486405,2.73749e-05,0.0014969144,0.002671674,0.0049470437,0.0,0.0062523977,0.0,8.305e-07,6.734e-05,0.0,0.0,7.973e-07,0.0,0.0,0.0023146574,7e-10,1.01713e-05,0.0,0.0,0.0001342004,2.1e-09,0.0,0.0,4.538e-06,1.999e-07,0.0,0.0025298683,4.6414e-06,0.0,0.0,0.0,7.973e-07,0.0,1.1e-09,0.0,9.08e-08,0.0012878401,3.04758e-05,8e-09,1.03395e-05,0.0005629435,6.1271e-06,2.56013e-05,0.0002424162,0.0041478523,0.0,0.0,0.0001020625,0.0,5.71e-07,3.55125e-05,3.04653e-05,2e-10,0.0009869014,0.0,0.0,0.0,2.55506e-05,0.0,4.5359e-06,5.3569e-05,1.2e-09,0.001251716,0.0,0.0004501445,0.0,0.0002924506,0.0,0.0,0.0012355994,3e-10,0.0,4.5359e-06,3.21e-07,0.0007160437,7e-10,0.0,0.0,0.0,6.70728e-05,0.0016459458,0.0,0.005786501,5.8619e-06,2.56346e-05,0.0,0.0,1.1095e-06,0.0012299309,6.2e-09,9.56e-08,5.41435e-05,0.0015582886,1.26e-08,0.0002390279,0.0002485433,0.0,3.36489e-05,5.37931e-05,1.5e-09,4e-10
Stantler,1.76488e-05,0.0,0.0,0.0,0.0,0.0,0.0002972526,0.0,0.000659299,0.0,2.37e-08,0.0,0.0,0.0,0.0,0.0,0.0006517081,0.0,0.0,0.0,1.10385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.196e-07,0.0,5.15e-08,0.0,0.0,0.0,0.0,8.022e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55661e-05,2.37e-08,7.92e-08,0.0,7.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10385e-05,0.0,0.0,1.10385e-05,0.0002972526,0.0,0.0,0.0,0.0,5.6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10385e-05,0.0,0.0,0.0,0.0,0.0,0.000659299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.535e-06,0.0,0.0002972527,0.0,0.0,0.0,0.0,0.0,0.000659299,0.0,0.0,0.0,0.0,0.0,0.0,7.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002972526,0.0,0.0,1.10385e-05,0.0,0.0,0.0,0.0,0.0,8.022e-07,2.78e-08,0.0,0.0,0.0,0.0,0.0
Magnemite,0.0,0.0,8.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007423046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001560973,0.0007761226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007435736,0.0,0.0,0.0,0.0,7.64e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.841e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78598e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.269e-06,3.11984e-05,0.0,0.0007423875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001497724,0.0,0.0,0.0,0.0,0.0
Pupitar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ditto,4.2e-09,0.0016872163,0.0116437899,0.3552008123,0.3769629304,3.3477e-06,0.0184869925,0.1420144067,1.7646472898,0.0,0.002547369,0.0082198889,0.0010859285,1.6370308725,0.003985411,0.0012865126,0.0198220309,0.1655720522,0.0,0.0651445752,0.0011660865,2.0361160866,0.0020556379,0.001159987,0.0041340055,0.0889592532,0.0119569695,1.6647e-06,6.3445e-06,7.599e-07,6.4062e-05,0.0193348093,0.0509313514,0.0468377351,1.24e-08,0.2636538814,0.0007051797,5.12172e-05,1.5699813389,0.0273616952,0.0194490612,0.3119535096,0.2172082642,0.0002814008,0.1423507045,0.000212885,0.003250385,0.0173371527,0.1017421977,0.0029840845,4.65514e-05,0.000113023,5.1e-09,1.6600467338,0.3039928831,0.0086698889,0.0138362267,0.0008391288,1.3716069123,0.0019413266,0.0095468202,0.0010138732,0.0419015202,0.0094861083,0.0041871503,0.0194652008,0.0005498192,0.0386011748,0.000283433,1.7957397209,0.0008665929,1.7641077351,0.1913187204,0.8268502916,0.2842508333,0.0062975453,0.0101441339,0.0138232739,0.0524048254,0.366758487,6.0955e-06,0.0008237822,0.0686148556,1.8820570212,0.1805179638,0.0145136683,0.0034907725,0.0019872971,0.6818299585,0.0286573409,0.0,0.0049696301,0.0161548932,4.63e-08,2.27719e-05,0.3722102425,0.0177927193,0.0459186147,1.7135667038,0.19353415,0.0020501817,0.3949418248,0.0022978932,0.0008391518,2.083e-07,0.0240202826,0.0021957357,0.0185088453,0.0161587743,3.0348e-06,0.0144589314,0.40652514,0.0016383461,0.0053102597,0.0003275856,0.0067980941,4.3881188614,0.08290184,0.0059646503,2.44192e-05,0.0049492882,0.0080882653,0.0725477728,0.0134765894,0.0227634248,0.2676922416,1e-10,0.0020937942,0.049856347,2.1064875782,0.0,0.0034133022,1.7841354193,1.4955169575,3.8475804498,0.2960809313,0.002457396,2.91e-06,0.1398231396,4.66922e-05,0.0054094068,0.0491887376,0.0003555981,0.0011396719,0.002648325,0.0051015768,0.4753900493,8.5365e-06,2.65383e-05,0.0004599947,2.4851e-06,0.0,0.5722315824,0.0119827719,5.2052713712,0.040891794,0.0024986324,0.0001617948,0.0826143853,0.0002187179,0.0144221131,0.0550644919,0.7982903901,0.02059796,0.0402071628,0.0599912942,0.7536238441,0.0043150562,0.0019463517,2.2692627873,0.047030484,2.05098e-05,0.1330907075
Tinkaton,3.62927e-05,0.0327809039,0.0136805875,6.4392484743,6.5706273098,0.1747076603,0.1752146898,0.0428146364,1.3326865067,0.0,0.0015675083,0.0057246568,0.0,0.2010411847,0.0009186185,0.1124571657,1.3549280353,0.152700958,0.1398231396,0.0401713307,0.0292553344,3.652997588,0.0499223331,0.0002701579,0.0290095359,0.0851411524,0.0098025149,0.1962764426,0.0008130267,2.54994e-05,0.0114127232,0.0172808221,0.0093286541,0.0078079042,5.2132e-06,0.102420774,0.0363398527,0.0001368209,1.3929652512,0.0106366054,0.0219638166,4.109149293,0.02146981,0.0195991418,4.3297290368,0.0288524709,0.0049008856,0.2238468755,0.1734286029,0.0140793068,0.0027395709,0.0103942043,0.0,0.8410962796,0.8413399486,0.0175397095,0.0128010282,0.0081260545,0.1369823451,0.1327396396,4.5849543447,7.17091e-05,0.1509698248,0.5002869085,0.0104500616,0.0011048648,0.0381095713,0.0839122332,0.1088581172,0.5200769356,0.0050049248,0.1867504861,0.0002781506,2.4210722536,0.2168650967,0.00777855,0.0921366778,0.0009750425,0.004664953,1.2776064475,0.0029008881,0.0018175852,0.0245188446,0.935664671,0.0018572998,0.126073469,0.0138135833,0.0253587988,8.1959057562,0.0716454618,0.0006717518,5.3342e-06,0.0250630617,0.0023401721,7.10224e-05,7.4340569132,0.0081334318,0.0011257452,0.0855668728,0.255110739,0.0011674988,0.1328318138,0.0274299764,0.0565938337,0.0022675659,0.2102077648,0.1104524355,0.0069236658,0.0445098282,0.0006100134,0.0852209335,0.381101459,8.29821e-05,0.0859613891,0.0047637353,0.0076043981,3.270238871,0.0079409752,0.0064986064,0.0001949826,0.031006684,0.040211628,0.2530010098,3.26515e-05,0.0565296898,0.0312476857,1.5693e-05,0.0062925525,0.0138414762,0.0280340304,0.0,0.0053026205,4.929361937,0.6964506472,0.8106433564,0.0198304965,0.0056038561,1.61674e-05,0.0,0.0033807777,0.0005352868,0.3210948239,0.1728501179,0.0238323012,0.0035915329,0.0018730749,6.0918257809,0.0006794874,0.0001916294,0.028477605,6.37e-07,0.0009938462,0.8446489564,0.1286445054,9.247775126,0.0309101314,0.1713873908,6.41e-08,0.0075591665,0.0103046382,0.1991498728,0.1663779854,0.7075904074,0.0019412015,0.1133373118,0.7035032203,0.4153589246,0.0024262356,0.0866961347,7.0235910077,0.0480763128,0.0003550495,0.0009973779
Wooper,0.0,0.0,0.0,8.386e-07,3.23384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005286278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0557e-06,0.0,0.0005286278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23384e-05,0.0,0.0,4.495e-07,7.614e-07,4.495e-07,0.0,0.0,0.0,0.0,0.0005286278,0.0,0.0,0.0,0.0,7.73e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27879e-05,7.614e-07,0.0,2.943e-07,4.495e-07,0.0005286278,0.0,0.0,0.0,0.0,0.0,7.73e-08,0.0,3.716e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30998e-05,7.73e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indeedee-F,0.0436025679,0.0970070504,0.0022355556,0.0532065012,0.5151358576,2.5e-09,0.0245181132,0.0001696759,0.080105685,8e-10,6.10574e-05,9.41e-08,0.0,0.0031816261,0.0,0.0012241421,0.0248928123,7.11987e-05,4.66922e-05,0.0048023237,0.0,0.1915205718,0.0006002107,0.0,0.0235458986,0.0,0.0,0.0,2.989e-07,0.043601539,0.0003374325,0.0,0.3971863681,2e-09,0.0001922118,0.2442170565,9.94486e-05,1.705e-07,0.0218879721,0.0100993645,0.0002708997,0.1380994531,0.0126804751,7e-10,0.0114239062,0.0003378942,3.13621e-05,0.0,1.601e-07,7.44745e-05,0.0,0.0,2.59625e-05,0.0002622221,0.0781152942,0.0005945202,0.0501715421,9.8571e-06,5.39684e-05,0.0,0.009201703,0.0,0.0137864215,0.0001938991,0.0,6.748e-07,4.63e-08,0.0,7.295e-07,0.0030414215,0.0,0.9577038587,7.14e-08,0.0015096882,0.0246233613,3e-10,2.51384e-05,6e-10,0.0,0.0035903204,5.86133e-05,0.0,0.0,0.0037397376,0.0,0.0,3.3e-09,0.0116501531,0.0550358889,4.1529e-06,0.0,1.2e-09,0.4399398637,1e-10,0.0,0.0261182979,0.0003376268,1.9664e-06,0.0050360413,7.1018e-06,0.0001964553,1e-10,0.0,0.2638397892,1.0205e-06,0.0016878233,0.0,0.7076836129,0.0047957477,0.0,9.15873e-05,0.1131393372,0.0,0.0002371251,1e-10,2.05e-08,0.0183831863,2.301e-07,0.0448424009,0.0,0.0002942587,0.0787804253,7.55e-08,0.0,0.0020001886,0.0245181126,7e-10,0.0003374325,0.0,4.85378e-05,0.0,4e-10,0.1601365259,0.0291073055,0.4002425157,0.0001448662,0.0001413229,0.0,0.0033807777,0.0,0.0001993804,0.0482944092,4.1784e-06,3e-10,0.0057797029,2.5035e-05,0.606656818,0.0,8.1791e-06,0.0,0.0,1.1344e-06,0.7221036868,0.0,0.4267635124,2.275e-07,7.34029e-05,0.0,0.0174736411,0.0449680447,1.06e-08,9.96e-08,0.16488822,0.0,0.0118080064,0.0014068878,0.0037278971,0.0,0.0131342628,0.0328680919,0.0033912892,0.0,0.0055811369
Venonat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-10,0.0,0.0,0.0,0.0,8e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0543e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0459e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0468e-06,8.3e-09,0.0,0.0,0.0,6.0459e-06,0.0,1.3e-09,0.0,8.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0468e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camerupt,0.0002002295,0.0,0.0017070816,0.0004307808,3.1e-09,0.0,1.0782e-06,0.00024787,0.0017816271,0.0020951421,1e-10,0.0,0.0018103684,1.381e-07,0.0,0.0002247603,0.0001039568,1.88068e-05,0.0048639867,0.0,0.0,0.0017496071,0.0,0.0,0.0,4.4886e-06,0.0019155866,0.0,6e-10,3.3575e-06,0.0,2.7686e-06,0.0005138743,0.0048650633,0.0,6.41317e-05,1.6723e-06,0.0001038415,0.021505566,1.0731e-06,5.053e-07,0.0086580616,3.202e-05,0.0005781724,0.0002325351,1.64e-07,2.518e-07,0.0017070815,0.0,2.65516e-05,0.0,0.0037292576,0.0,0.0001342634,1.047e-07,0.0,0.0001911008,2.61108e-05,1.6723e-06,3.21116e-05,0.0,0.0,9.8083e-06,0.0005473799,0.0,3.9634e-06,0.0005516266,0.0,0.0,1.637e-07,3.066e-07,0.0012597087,2.28104e-05,2.867e-07,0.0001145517,0.0214344761,1.0731e-06,3.202e-05,0.0,6.58162e-05,0.0003085596,3.7067e-06,3.799e-07,9.37256e-05,2.78873e-05,0.0005138738,0.0001239452,4.5902e-06,0.0232241835,0.0019171383,0.0,0.0,0.0005411385,0.0,0.0,0.0001413557,0.0015214323,0.0,0.0005172316,0.0219783876,0.0,0.0,0.0,0.0,1.78885e-05,0.0016677085,6e-10,0.0,1.6723e-06,4.538e-07,4.7247e-06,0.0,3.3575e-06,0.0012597054,6e-09,0.0,0.0005744683,0.0001910826,0.0,3e-10,0.0,0.0048643961,5.953e-07,0.0001914559,1.13e-08,0.0,5.7827e-06,0.0,0.0,0.0001843971,0.0,0.0005463419,8.89e-08,0.0,0.0004731005,9.081e-07,3e-10,0.0,0.0,0.0013683239,0.0,1.22e-06,0.0016413142,0.0,0.0,0.0001910826,3.876e-07,0.0018103684,1.142e-07,2.5394e-06,1.4803e-06,0.0001975299,0.0279833301,0.0,0.0021829866,0.0,0.0,0.0,0.0,0.0013695081,9.15491e-05,0.0,0.0005736619,1e-10,1e-10,0.0017090801,0.0004336351,0.0,0.0,2e-10,0.0005592251,0.0,2.22934e-05
Skeledirge,0.0,0.9362445479,5.4077869497,67.1779071826,1.2639777457,0.0009754104,0.1108642669,0.9252749478,45.0982885998,0.0371324051,0.3536473101,0.0326671857,0.0006951521,20.9103929896,0.2946676858,4.9911806591,3.0864726517,10.834793574,0.0491887376,0.2584410776,0.0203630137,134.573454747,0.195207258,0.0349508601,1.0120911398,0.0646139089,0.1133959596,0.0136691675,0.0531430996,0.0143577084,0.0063203252,0.0176755882,0.0736385049,0.0178111246,0.0084072386,5.4770638931,0.0025776085,0.1709224301,105.7395329633,1.3154997867,0.1523559045,56.5019870984,0.1489548595,0.0623130789,105.0252452034,0.0273374214,0.2251767468,0.0454807442,6.8157729183,0.4010338419,0.1099511795,0.0973214223,0.0193107303,44.674212175,37.7384252675,0.1100140569,0.1523200743,0.0885713636,2.3355939094,0.0020745434,0.307806887,0.0376101244,4.9547978445,5.2482267641,0.0093368694,0.0325764646,0.1923081552,0.5545083753,0.4488975357,49.8336494385,0.0080631023,0.7068992379,1.425e-07,47.3426076241,0.1996052033,3.8276022417,5.7799524084,0.0231358263,0.2891314435,3.8399778886,0.0225203199,0.0103388458,0.0058196688,0.9591190917,0.0629289196,0.0361239458,7.727689924,2.0746250952,16.1105817975,0.9461373254,0.003530946,0.0374535,2.3870181865,0.5675285042,0.00640471,127.1848249569,8.3632465612,0.0040921218,7.0954160429,38.6360175755,0.1242655842,9.383635737,0.1475073567,2.8292170855,0.0012546231,4.6608803449,0.0020874814,0.2106655,0.7857703166,0.0836186129,0.0729572778,3.4348497261,0.1344499199,0.0803640257,0.262175282,4.2845885239,159.013240227,0.1339139573,0.0010216373,1.9956e-06,0.239473729,7.2090950101,1.8480370576,0.1073059142,0.189056762,0.0089474832,0.0017963738,0.1468429222,12.9345732395,2.3879491691,0.0003581863,0.0292525552,36.2608083176,28.4332254646,59.6867540554,4.4492200373,4.8711574852,0.0023150799,0.3210948239,0.0482944092,0.0515175451,0.0,0.0051331008,0.0113953465,0.0156222358,0.2076327452,17.093468534,0.0387632265,0.0126245492,0.17725818,2.3456e-06,0.0144926754,14.4209707995,0.0260090973,252.5326691122,0.1022082128,0.8459783942,0.0540790798,0.3364142053,0.0039694313,2.2244518018,6.1975242021,14.3389057678,0.0806250832,0.7872190639,14.5720186394,47.1640265527,0.0668451917,0.7290805659,3.1208299562,1.1825822708,0.0026286721,0.0815064927
Pikachu,0.0,8.509e-07,0.006533575,0.7357789988,0.0108633046,1.2e-09,0.000142227,0.0033714212,0.0061087521,0.0003018707,4.53e-08,0.0003837898,0.0,0.0108871851,0.4083769478,5.90897e-05,0.0008539569,0.0002646134,0.0003555981,0.0,0.0,0.0064601027,0.0099306793,0.0002756624,1.9262e-06,6.91787e-05,0.0224713359,5.09165e-05,2.584e-07,4.08254e-05,0.0247263585,1.3418e-06,3e-09,0.0,0.0,0.0011287421,0.0002618745,0.0,0.3372125752,0.0027415161,6.9397e-06,0.0106995023,0.0007491558,6.4e-09,0.0002935806,0.0002898722,0.0,0.0020817189,5.75411e-05,0.0006973349,1.88596e-05,5.37169e-05,7.0274e-06,0.1768687409,0.0025875598,0.0191756728,0.0005259474,3.6487e-06,0.0007522922,0.0,0.0018519689,0.000280681,0.0200247511,7.526e-07,0.0001371549,0.0003781349,0.0004325684,0.4083769477,0.0017838527,0.0115314602,1e-09,0.0050260662,4.507e-07,0.0006021842,0.0048875398,2.6e-09,0.0044388472,0.0012920018,9.52039e-05,0.0280425072,0.0,0.0,0.0001437542,0.0019987824,1.0939e-06,0.0001170164,4.4016e-06,0.0101652634,0.3398433885,0.0008666813,1.0939e-06,0.0011351028,0.0006070435,0.0,0.0024730664,0.0009273687,6.5194e-06,2.93822e-05,0.0050195513,0.3536729562,0.0,3.2668e-06,0.0002405205,0.0013484707,0.3256070481,0.0096943987,6e-10,2.60264e-05,0.010141422,0.0,0.0,0.4220100984,3.1123e-06,3.264e-07,0.0120044477,7.577e-06,0.015912524,1e-10,0.0,5.494e-07,0.0027232984,0.0025786318,0.0031741957,0.0,0.0181506379,0.0046793927,2.1655e-06,0.000360319,8.5e-09,0.000345039,0.0,1.2e-09,0.009981141,0.1954826261,0.1713567709,0.0002769957,0.0247272144,4e-10,0.1728501179,4.1784e-06,0.02255988,0.0051331008,0.0,2.04674e-05,0.002849327,5.42883e-05,0.0001780119,0.0,0.0,1.88034e-05,3.6487e-06,0.0,0.4110227126,6.77e-08,0.0231287675,1.5576e-06,0.0012693776,0.0,0.0004639737,4.4e-09,6.4822e-06,0.0036101112,0.0247600837,0.0005671321,0.0001470399,0.1855244934,0.0177317258,6.5898e-06,1.928e-07,0.000354377,0.0006610692,0.0,0.00043528
