,Hattrem,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Oricorio,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Veluza,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Inteleon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Palossand,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Rotom-Fan,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Drifblim,Alomomola,Rotom-Mow,Hawlucha,Mudsdale,Torkoal,Venomoth,Polteageist,Grimmsnarl,Ampharos,Tauros-Paldea-Blaze,Iron Treads,Medicham,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Typhlosion,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Cyclizar,Gastrodon,Grumpig,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Bruxish,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Abomasnow,Roaring Moon,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Beartic,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Luxray,0.0,0.0,7.79748e-05,0.1196707747,0.136037705,0.0,2.13031e-05,3.92842e-05,0.0009065557,0.0,0.0,0.0,0.0,0.0035558588,0.0005807549,0.2266149832,6.62365e-05,0.0006051551,0.0178370096,0.0001127846,0.0001725632,0.213423148,2.5875e-06,0.0,0.0005703158,0.0,8.46565e-05,2.68663e-05,0.0,0.0011097029,0.0,0.0008407589,7.19e-08,3.41767e-05,0.0,0.0266832493,0.0017099828,1.07658e-05,2.93077e-05,0.0004346367,0.0014168256,0.0025454727,2.63322e-05,2.944e-07,0.1333710878,0.0010975509,1.2448e-06,8.99852e-05,8.478e-07,5.5195e-06,0.0,3.66659e-05,0.0,0.0008316136,0.0042618666,0.0009000764,6.2829e-06,8e-10,7.401e-07,2.68287e-05,7.4e-09,7.5596e-06,6.82972e-05,4.411e-07,0.0,4.46e-08,9.76744e-05,3.87e-08,3.51892e-05,0.0085164177,4.27126e-05,5.8954e-05,0.0,0.001524673,2.19523e-05,0.0,0.0004509204,2.7195e-06,0.0192854868,0.0014222527,0.0,1.6e-09,0.0004505518,0.0160007066,0.0,5.87803e-05,0.0008117936,0.0004531382,8.64302e-05,0.0003126815,0.0,0.0008202535,5.35e-06,1.6084e-06,2.48e-08,0.0009482848,0.0068387432,3.3121e-06,0.0017029985,8.2e-09,2.6453e-06,0.0,0.0,1.229e-07,7.9e-09,0.003177895,0.0,9.7012e-06,0.0001679885,0.0,1.2448e-06,4.93151e-05,0.0002266687,0.0008190922,0.0045236943,3.30484e-05,0.135003303,2.8373e-06,3.54e-08,4.0768e-06,0.001340824,0.000164304,9.53075e-05,5e-10,8.713e-07,1.232e-07,5.809e-07,7.179e-07,0.0,6.46664e-05,0.0,1.76e-08,0.0171949558,0.1301508413,0.0117487435,3.50817e-05,2.45806e-05,0.0,2.0928e-06,0.0013670785,2.52624e-05,0.0085015914,1.4055e-06,0.0013258315,6.353e-07,4.12317e-05,0.0024811032,2e-10,0.0,2.64e-08,1.21518e-05,7.546e-07,0.2052075679,1.32e-08,0.0005279581,0.0198172823,0.0,0.0,0.0002542851,0.0013678867,0.0002601186,0.2051983647,0.2076547922,0.0001647732,0.0051303614,6.9286e-06,0.0043043524,0.0050853332,2.8628e-06,0.0077981126,0.0001127846,7.9554e-06,7.857e-07
Tatsugiri,0.0,1.16557e-05,0.0002052125,0.0208180567,0.0011631435,2.7457e-06,0.0006916153,0.0011308835,1.6010970796,1.0574e-06,2.46e-08,0.0,0.0018103684,0.3088779928,5.71683e-05,0.0001813472,0.0053326287,0.0015800375,8.5365e-06,6.02657e-05,1.19e-08,0.0084950016,3.9e-09,0.0,0.0004994724,0.0001413737,0.0055171157,0.0145112279,0.0030304981,2.17604e-05,2e-10,2.9651e-06,0.0012301489,0.00218726,0.0,0.729599464,0.1265145078,0.0028286148,0.0637781085,0.0004858595,0.0001580649,0.3327766869,0.0114919027,0.0002044832,0.7343125707,0.0005377211,0.023251078,1.7293e-06,8.14918e-05,0.0033257647,0.0487235547,0.0018103687,0.0042377024,0.0340539824,0.0153665948,0.0307244864,1.64251e-05,0.000202122,0.0014378943,0.0433382167,0.0,7.18014e-05,0.7246677147,4.2663e-06,0.0263002268,0.0,4.24e-08,0.0062447844,0.0077474706,0.0010173076,4.0015e-06,0.0020663397,0.0261199357,0.0113636928,0.0274615572,5.84e-07,0.0186091116,2.5092e-06,0.000402832,0.0074064431,1.3168e-06,0.0001125622,0.002044447,0.0351227874,0.0,0.0029086707,0.0,0.729460545,0.000551989,5.77e-08,0.0,0.0,0.0796035881,0.0,0.0,1.0164316973,0.0013602918,1e-10,0.7563472124,0.0002256292,5.95034e-05,0.0,0.0,1.43317e-05,0.0004531969,7.16885e-05,0.0,0.000257669,0.0018513385,5e-10,0.0166140356,0.0020219252,1.389e-07,2.78787e-05,4.4716e-06,0.0004908616,0.0392846815,0.0018823956,0.0002416107,5e-10,0.0361033007,0.0108084292,0.0019268698,0.0262885027,0.0,0.0007185716,0.0017855865,0.0010833036,0.0071231651,0.0173112929,0.0,1.13746e-05,0.6255627314,0.1671304903,0.7455523741,1.294e-07,0.0029932766,1.389e-07,0.0006794874,0.0,3.21e-07,0.0387632265,0.0,0.0,0.0144726321,1.072e-07,0.0029286781,0.0,8.94917e-05,0.0,0.0,0.0,0.0047731461,6.3267e-06,0.5249802417,5.0129e-06,0.0095080126,0.0,0.0021475708,0.0,0.1732840998,0.0359726959,0.0321822341,4.71e-07,0.0108880894,0.0001793846,0.0001380222,0.0005697888,0.0,0.3097397811,0.0031972318,0.0004822551,6.9279e-06
Oricorio-Pom-Pom,0.0,1.76747e-05,0.3063859344,0.1352173149,2.6502156636,0.0,0.0,0.0249953828,0.3224994286,1.147e-07,0.0,0.0,0.0,7.26733e-05,2.8589e-06,8.877e-07,0.0133614402,0.0001446695,2.65383e-05,3.3496e-06,0.0,0.0569042686,2.039e-06,0.0,5.8213e-06,4.55888e-05,0.0017509574,0.0,0.0001719655,0.0,0.0,9.124e-07,4.5919e-06,1e-10,0.0,0.3887363128,0.0177207695,1.4e-09,2.858024167,1.1557e-05,1.57158e-05,0.1496462946,5.7745e-06,0.0009897928,0.0007141637,0.0,0.0,8.23353e-05,1.9912e-06,0.002281669,0.0022991255,0.0,1.102e-07,0.0097165529,0.0012261975,4.275e-07,0.0095878706,0.0,1.931e-06,4.7505e-05,2.76413e-05,7.17142e-05,2.93e-08,0.0065326537,0.0,1.0788e-06,0.0024760467,0.0117383705,0.0,0.0035615465,0.0154849138,0.013636453,0.0,0.0012462678,3.92725e-05,3.958e-07,0.306339824,0.0001760004,0.0001220094,0.0002569137,2.76394e-05,3.953e-07,7.1708e-05,0.0014091272,2.5537e-06,9.05032e-05,0.0068397751,0.0,2.6646794528,2.7e-09,0.0,1.667e-07,0.0858788244,0.0,0.0007178798,0.0006132398,0.0011617386,3.766e-07,0.002580888,2.55169e-05,0.0,0.0,0.0022358531,0.0,8e-09,0.0325516791,0.0,1.57734e-05,0.0611769717,1.142e-07,0.0024033177,3.7663e-06,0.0,6e-10,4.66233e-05,1.416e-07,0.0030156095,0.0001505608,5.8644e-06,0.0,0.0325476771,9.54036e-05,0.0192516334,0.0,5.533e-07,1.69e-08,0.0,5.8895e-06,2.091e-07,0.3063456277,0.0,0.0068144259,0.1057283177,0.016138146,0.0159148228,0.0009901498,2.6624383874,0.0022838121,0.0001916294,8.1791e-06,0.0,0.0126245492,0.0,0.0,0.0047116637,3.953e-07,0.0592076205,8.94917e-05,0.0,0.009465596,3.73099e-05,2.744e-07,2.7050644315,1.15e-08,0.0820006369,0.0047116678,0.0013238604,0.0,0.0001723207,2.76394e-05,0.0001040689,5.38578e-05,0.0116821813,3.9619e-06,3.49354e-05,0.0354666563,0.0072851234,2.556e-07,4.55888e-05,7.5897e-05,7.207e-06,0.0,1.1447e-06
Scorbunny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryogonal,0.0,2.98585e-05,0.0342484247,0.2017154749,0.0128987369,0.0,0.0013366791,0.0098166895,0.030190227,1.142e-07,3.3293e-06,0.0,1.6e-09,0.045411457,3.47e-08,4.972e-06,0.0005492234,2.16891e-05,0.0004599947,0.0034596908,0.0280651367,0.0169549791,0.0003553969,0.0310816187,0.0009446971,5e-08,1e-08,0.0018427817,0.0018524092,0.000289773,0.019902318,1.76e-08,0.0,0.0021078998,0.0,0.028650809,0.0280654357,0.0,0.2063394055,0.0105063555,5.13671e-05,0.0664257549,0.0033049741,0.0002276918,0.2077076297,0.0034734752,0.0,0.0379191259,0.0003094309,1.91063e-05,0.0058010901,0.0370596502,0.0,0.0311604498,0.0560537023,7.566e-07,0.0440065086,0.0005148542,8.11e-08,4.2e-09,0.0026055057,1.954e-07,0.2088568031,1.82892e-05,8.705e-07,5.485e-07,5.2249e-06,0.002115815,0.0013888657,0.0282460766,1.33849e-05,0.1700606826,1e-10,0.0016883675,0.0181348974,0.018511811,6.6974e-06,0.0003926525,3.9e-08,0.083943487,3.73078e-05,2.5543e-06,4.849e-06,0.1977539527,5.40189e-05,2.43e-08,4.41672e-05,9e-10,0.0240515213,0.0119450292,3.403e-07,0.001302527,0.0034220214,0.0011556808,0.0010184191,0.0344808206,6.941e-06,0.0,0.0130036008,0.0146778749,0.0003590594,0.0017195211,0.0,7.98938e-05,0.0,0.0639518382,2.8e-09,6.4653e-06,0.0101930083,1.142e-07,5.51696e-05,0.0026063687,7.5099e-06,2.31358e-05,2.8817e-06,3.87e-07,0.0708450603,0.0036998233,7.4e-09,0.0,0.0194038283,8.6294e-06,0.0021187431,1.9385e-06,1e-10,1.3e-09,0.0173484078,1.178e-07,0.0090510618,0.0034872733,0.0,0.0005435994,0.0384685571,0.0367713639,0.001052656,0.015303927,0.0005826499,1.62e-08,0.028477605,0.0,0.0006236659,0.17725818,1.88034e-05,2.65267e-05,0.0009686464,0.0222993081,0.2344696835,0.0,0.009465596,0.0,0.0003854318,4.056e-07,0.1821562731,0.002101702,0.2748737491,1.78747e-05,0.0107894477,0.0016440492,0.0049654322,2.4252e-06,0.031095338,0.0030727483,3.10869e-05,0.0001086784,0.0014034942,0.0648477795,0.015136135,0.000475558,7.2024e-06,0.0393623202,0.0038411679,1.68e-08,5.3927e-06
Coalossal,0.0,0.0004795624,0.0002157851,0.02228853,0.0037215057,3.14492e-05,0.0040828208,0.0004122833,0.0457645242,0.0,2.19136e-05,0.0,0.0,0.0005716711,0.0,2.10369e-05,0.0443694609,0.0011693045,6.45622e-05,1.79875e-05,1.43964e-05,0.0350908736,5.1082e-06,0.0447413755,5e-10,0.0037201537,0.0,0.0436507439,5.006e-06,4.65e-08,2e-10,8.669e-07,4.9e-09,0.0004766865,0.0,0.0048909762,0.0032530414,0.0004914928,0.0228217766,0.002310776,0.0005171616,0.0219111887,0.0,1.53028e-05,0.0103608965,8.62598e-05,0.0,0.0013320337,0.0712654687,1.05472e-05,0.0430283194,9.03833e-05,0.0,0.039270144,0.0124672751,0.0018492657,1.42429e-05,0.0002183442,0.0003473421,3.88596e-05,1.68155e-05,0.0,0.0134286571,2.8e-09,0.0001154601,0.0042201789,0.001819786,1.027e-07,4.66355e-05,0.0121531671,0.0004057331,0.0369478344,0.0,0.0702260634,0.004113701,0.0863860001,0.012436,5.41245e-05,3.7949e-06,0.0467282442,2.4591e-05,0.0,0.0018194667,0.0299167514,0.0009917445,8.816e-07,0.0004832149,0.0010949074,0.0052449013,0.0108022595,0.0,3.14488e-05,0.0175829703,4.3433e-05,0.0040556047,0.0104246417,0.0415081984,2e-09,0.0724511897,0.0006034735,7.14229e-05,0.0348263172,0.0430774601,0.0037201537,0.0010799404,0.0418991118,0.0,1.80116e-05,7.856e-07,1.1e-09,0.01242104,0.0064770541,0.0,7.98042e-05,9.9523e-06,0.0004089209,0.0082570929,2e-10,1.719e-06,0.0,0.0002891805,4.9709e-06,0.0143375338,1.77374e-05,0.0015785581,3.17632e-05,0.0001381358,8.215e-07,4.601e-07,0.0041042876,0.0,0.0006258941,0.0251679035,0.038801606,0.0015187551,0.0085445548,0.0239260659,6e-10,0.0005877999,4.63e-08,0.0001221471,0.0913599627,5.37156e-05,1.5e-09,0.0210858995,0.0145227257,0.0547445488,0.0,6e-10,3.17592e-05,3.14492e-05,0.0,0.0001992416,0.0,0.0247840826,0.0009307991,0.0008596149,3.4776e-06,0.0054288744,3.57259e-05,0.0217183042,0.0040367138,0.0081792707,0.0144510816,4.35198e-05,0.0973796857,0.0211154731,1.24028e-05,7.68654e-05,0.0145440115,6.13008e-05,0.0049959776,1.13099e-05
Mabosstiff,0.0,3e-10,8.5444e-06,0.0023113042,0.0033891694,1.5336e-06,0.0,5.058e-07,0.1209744454,5.199e-07,0.0,1.314e-07,4.98505e-05,0.0735271678,0.0,0.0053677869,0.0878935416,0.0371356671,0.0025138673,6.36981e-05,4e-09,0.000439639,4.24462e-05,4.25e-08,1.37575e-05,0.0033710751,0.0017868274,0.0430416759,3.94421e-05,2.17607e-05,5.3e-09,1.31067e-05,3.35525e-05,2.604e-06,6.075e-06,0.0188778715,0.0049927907,5.9859e-06,0.031848561,4.552e-07,0.0003376196,0.1304374484,0.0015414261,6.93177e-05,0.0411316736,0.0149631219,0.0642066368,5.65084e-05,0.0053637463,0.0024920269,0.0520669995,2.8944e-06,0.0,0.1182333188,0.0133214947,0.0020405929,0.003672989,0.0,0.0,0.0003162908,0.0056275219,0.0028580543,0.004377356,2.35e-08,0.01426044,0.0058372446,0.0,0.0022709064,0.000413477,0.0018942916,0.0,0.0125282921,0.0,0.0166014286,3e-10,2.8432e-05,2.05e-08,0.0136799213,0.0001220519,0.0960620046,0.0153718277,2e-10,0.0,0.0004196969,3.662e-07,1e-10,1.314e-07,4.14642e-05,0.030690826,0.0642252674,0.0,1.89809e-05,0.001371667,0.0,6e-10,0.047176212,6.5e-09,5.786e-07,0.0389226332,0.1137839756,4.98505e-05,4.6e-09,0.0,0.0388675283,4.552e-07,3.46643e-05,0.0,1.13099e-05,0.0012861059,0.0,0.0001407403,0.0038853032,0.0004907578,0.0,2e-10,0.0005084369,0.1305578381,0.0131620684,1.393e-07,0.0,0.0006086702,0.0393833844,0.0019010015,0.0001910836,1.1e-09,0.0024714826,0.0034399755,2e-10,3.73517e-05,0.0,0.0,0.0004894509,0.051533217,0.0012886896,0.0519290667,2.68412e-05,0.0070256704,4.98505e-05,1.59144e-05,2.6e-09,0.0,0.0097836853,8.05e-08,0.0,8.02109e-05,0.0001910836,0.0047811243,9.12562e-05,0.0001220094,4.45113e-05,0.0,1.116e-07,0.0137184219,0.000169006,0.1184842138,7.025e-07,0.0515399162,4.98505e-05,1.90049e-05,6.431e-07,0.0024973442,1.53063e-05,0.0594853742,0.0005823836,2.53931e-05,0.0478879557,0.0275680556,7.296e-07,1.32e-08,0.0245384717,2.52784e-05,2.05141e-05,1.92508e-05
Grimer,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5757e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365e-07,0.0,0.0,0.0,0.0,0.0,2.5757e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5757e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0
Mudbray,0.0,0.0353942696,0.0,0.0687520714,0.0,0.0,0.0,0.0,0.0296940428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,3.67e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353942696,0.0628277769,0.0,0.0,0.0,0.0,0.0,2.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296940209,0.0,0.0,0.0,0.0,0.0,0.0353942696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0331337816,0.0,0.0,0.0,0.0,0.0,0.0,0.0296940209,0.0,0.0,0.0,0.0390580423,0.0,0.0,0.0,0.0,0.0685280541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059242951,0.0,0.0,0.0,0.0,0.0059242951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-09,0.0,0.0,0.0,0.0,0.0,0.0353942696,0.0,0.0,0.0059242951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medicham,0.0,0.0023066503,0.0003894461,0.0038256257,0.2046146641,3.49675e-05,0.0,0.018154334,0.1065586444,0.0007937959,0.002306705,0.0002216198,7.59717e-05,0.0064134858,0.0001679901,1.667e-07,0.009310533,0.0002711953,0.0016383461,1.099e-07,0.0001749979,0.0008102836,0.0,3.3489e-06,1.8362e-06,1.343e-07,8.98e-07,0.0002848512,0.0009586951,3.3575e-06,3.1e-09,0.0,0.0,2.20701e-05,1e-10,0.1268080746,0.0043086397,8.26696e-05,0.0537756884,0.0003073375,3.824e-07,0.1759024957,0.0078430051,2e-10,0.0173524783,0.000775609,0.002673979,0.006520163,0.0174420029,9.90163e-05,0.0017553751,1.891e-07,0.0,0.1559493304,0.0176130577,0.0030479051,0.0905026686,3e-10,0.0,0.0,4.983e-07,0.0,0.0209299804,1.5237e-06,0.0007761526,7.38218e-05,2.26e-08,0.0065201503,1e-10,0.001284157,0.0094184249,0.0023069919,0.0,0.1850617931,0.0062935662,1.5e-09,2.34333e-05,0.0,0.0005700761,0.013688249,0.0273889451,1.13e-08,0.0032502723,0.0013655151,0.0,5.86796e-05,6.44e-08,0.0103836523,0.1393421447,0.0035008036,0.0,0.0002294893,0.0092281634,1.35e-07,5.132e-07,0.0185161212,5.88323e-05,0.0,0.0005261169,0.0329257227,0.0016261306,1.059e-07,0.0003024988,8.27e-08,2.70912e-05,0.0237915548,2.12705e-05,2.70912e-05,0.0205655899,3.04653e-05,4.349e-07,0.0037558673,0.0,0.0,2.8722e-06,7e-10,0.331881933,0.0002607778,6.13e-08,0.0,1.94e-08,0.0251043631,0.0005237798,0.0004102994,5.39e-08,0.006638629,4.36581e-05,8.27e-08,0.0,0.0002975235,0.0037146175,6.25e-08,0.2200541778,0.0874096566,0.0067526144,0.0003212008,2.70912e-05,3.48932e-05,8.29821e-05,0.0,3.1227e-06,0.1344499199,3.1123e-06,0.0001321128,0.0013968737,2.14506e-05,0.0002358726,1.389e-07,0.0,7.5099e-06,1.2812e-06,3.3577e-06,0.0393160489,0.0005199624,0.4449865866,0.0069808922,2.15e-07,5.9601e-06,0.0005029782,0.0,8.103e-07,0.0002357468,0.008952327,7.355e-07,0.0031440075,0.3223670946,0.0073055827,3.1122e-06,0.0044242016,0.0007095271,4.209e-07,1.16251e-05,2.19151e-05
Spewpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zorua-Hisui,0.0,0.0,0.0,2.4773e-05,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,2.4773e-05,0.0,0.0,0.0,0.0,1.121e-06,1.121e-06,0.0,0.0003994198,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-09,0.0,0.0,1.13171e-05,0.0,0.0,2.4773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,7e-10,0.0,0.0,0.0,2.4773e-05,0.0,0.0,0.0,5e-10,0.0,2e-10,1.15703e-05,5e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004277672,0.0,0.0,0.0,2.014e-07,2e-10,0.0,0.0,2.011e-07,0.0,0.0,0.0,5e-10,0.0,0.0,0.0,2.47746e-05,0.0,0.0,0.0,2.014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15703e-05,0.0,0.0,0.0,1e-10,3.47544e-05,2e-10,0.0,1.121e-06,0.0,2e-10,0.0,0.0,0.0,0.0,5e-10,3.47543e-05,1.13159e-05,0.0,1.70315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039942,0.0,0.0,3.47544e-05,0.0,0.0,0.0,0.0,0.0,2.027e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003994214,0.0,2.029e-07,0.0,9e-10,0.0,0.0,0.0,0.0003994198,1.13159e-05,0.0,0.0,0.0,0.0,1.70315e-05,0.0,5e-10,0.0,0.0,0.0,2e-10
Eelektrik,0.0,0.0,0.0,4.093e-07,0.0,0.0,0.0,0.0,0.0401910144,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401910144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0401910144,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.093e-07,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.093e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401914236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401910144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
