,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Bronzong,Noivern,Garchomp,Pincurchin,Scream Tail,Appletun,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Lilligant,Toxapex,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Frosmoth,Leafeon,Slowbro,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Chansey,Hippowdon,Blissey,Mismagius,Basculin,Brambleghast,Sylveon,Gardevoir,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Misdreavus,Iron Treads,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Sawsbuck,Umbreon,Annihilape,Rabsca,Dragalge,Tauros-Paldea-Aqua,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Chi-Yu,Vaporeon,Orthworm,Froslass,Dragapult,Hariyama,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Golduck,Hattrem,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Veluza,Tauros-Paldea-Blaze,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Abomasnow,Gallade,Tatsugiri,Oricorio-Pom-Pom,Qwilfish,Beartic,Clawitzer,Gogoat,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Lechonk,Slither Wing,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Hydreigon,Forretress,Roaring Moon,Iron Moth,Flamigo,Drednaw
Iron Jugulis,0.0,0.1290148925,6.26552e-05,0.0968018334,0.0,0.148977822,0.0046938661,0.0,0.0159874651,0.0115316345,0.0022174951,0.0,0.0367485025,3.64e-08,3.642e-07,2.171e-07,1.11e-07,0.0,0.0035446205,0.0,0.0,0.0,0.0990395865,0.0,0.0,3.21677e-05,0.0,0.0,0.000187945,0.0003502755,0.0,0.0,0.0026499536,1.31567e-05,0.0,2.55e-08,0.0,0.0984137255,0.0,0.0327612887,0.0,0.0,5.4652e-06,2.6946e-06,6.0769e-06,4.78634e-05,0.0,0.0,0.0009880107,0.0022857628,0.0,4.1e-09,0.0,0.0,0.0,1.174e-07,3.7811e-06,0.0,0.0,0.0,0.0916945255,0.0049658767,1.86e-08,0.0,0.0006446715,0.0,0.0332539575,0.0093204677,0.1392074799,0.0,0.0,5.87703e-05,0.0,0.0033943279,0.0023849821,0.0,1.33e-07,0.0917932392,0.0011132317,0.0116692068,0.0,0.0,0.1017697695,1.37264e-05,0.0,0.0989772315,9.27901e-05,0.0014962772,0.0,0.0020157394,0.0,0.0019640776,1.04e-07,1e-10,0.0,0.00027308,2e-10,2.88e-08,0.0003446323,0.0,0.0035245671,0.0,0.0877877599,1.168e-07,0.0009745179,0.0,0.0,3.4917e-06,0.0008939706,0.0229794551,0.0013591959,3.9e-09,9.27887e-05,0.0052917761,5.20191e-05,4.44502e-05,0.0,0.1207250805,1.25313e-05,0.1033797046,0.0,0.0037384066,8.86956e-05,0.0,0.0,0.0048280856,1.932e-07,4.1e-09,0.0,0.0,0.0,0.0,1.86e-08,0.0,0.0325416689,0.0,0.1142741484,0.0,0.0,0.0011635405,9.7728e-06,0.0006918194,6.8e-08,0.0019099718,2.1289e-06,0.0002469309,0.0001315937,0.0034830643,0.1126947517,0.0238483878,4e-10,0.0
Drakloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quaxly,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilowattrel,0.000424042,0.0006210057,0.0004695776,0.8588766169,8.9594e-06,0.039910666,0.0125016831,0.0003649093,0.0032184582,3.0739e-06,0.0005299359,0.0,0.3961001675,8.538e-06,0.0009024387,2.9347e-06,0.0,2.02651e-05,1.92291e-05,4.80709e-05,0.0004378504,0.0,0.0,0.0046896324,7.1368e-05,0.0033795882,0.0,0.0,8.131e-07,0.0227832883,1.26551e-05,0.0090623939,0.067977676,1.6308e-06,0.0046295563,4.53798e-05,0.0002287037,0.0002642989,5e-10,0.4389842469,1.6706e-06,0.0006259671,0.0075303024,0.0004622332,2e-10,0.0033704056,0.0,0.0,0.1915858678,2e-10,0.0531718406,5.818e-07,0.0,0.0,2.998e-07,1.06e-08,0.0001238348,0.0199387937,0.0003796505,0.0916945255,0.0,2.4578364844,0.0,1e-10,0.0033728066,0.0,2.2739018244,0.0040985861,3.1357071198,1.06e-08,9e-10,1.62e-07,7e-10,7.38495e-05,0.0044378851,0.0,8.7931e-06,0.0883263521,0.0199469742,1.6308e-06,3.4829e-05,0.0004385426,0.0230343564,0.0293787231,0.0131813358,0.0117337097,0.0,0.0076085353,0.0,0.0460896101,6e-10,0.0430382584,1.37449e-05,0.0,0.0,1.07962e-05,0.0009571378,0.0,0.0002285017,0.0,0.0694097731,0.0,0.0877877633,0.0003445893,0.4993483651,0.0004502557,0.0187640371,0.0090272065,3.7928e-06,6.7422e-06,0.0387075815,0.0002185629,0.0,2.2606738698,0.0005727364,3.037e-07,0.0,0.00085806,0.0711228854,0.0144791558,2.017e-07,0.0003778366,0.0193293711,0.0,0.0048670191,0.0277783588,1.933e-07,0.0004622027,0.0094389795,0.0,0.0,0.0121963181,7.0471e-06,5.52265e-05,0.3938486964,0.0,0.017914174,0.0,0.0,0.0004638912,0.0093383904,0.0008091212,0.0286209873,1.7192660787,3.77836e-05,0.0012152426,0.0075323198,0.0055244773,0.1780135666,0.0003736683,8.0473e-06,0.1240455631
Amoonguss,0.0002531333,8.9989010192,1.5566629053,1.357303509,6.9641e-06,4.5849882171,0.0,0.0117679998,2.6506218708,0.0003043557,0.0432426376,4.6414e-06,1.1956458669,6.368e-07,0.0059922802,0.0131567609,0.0005424694,5.4718e-06,0.0768991933,0.0072955968,7.28604e-05,5.5716e-06,7.557e-07,1.96848e-05,0.0057233137,1.98675e-05,9.73e-08,8.37e-08,0.0026263974,0.4232441225,0.0023713766,5.2745e-06,0.6646499272,0.001173218,7.0666e-06,0.1433508571,0.0003728422,2.412588482,0.0313897053,12.2841662489,3.54514e-05,1.9e-05,8e-10,0.2449402476,0.0,1.471e-07,2.11831e-05,0.0,0.5907539291,0.1272481702,0.0531710535,2.33339e-05,0.0007587427,1.5369377485,0.0,0.0,2e-10,0.001789203,7.9028e-06,0.0049658767,2.4578364844,0.0,9.8746e-06,0.0,0.0011803764,0.0,11.615247347,0.3283479983,8.7316077158,0.0001459463,0.2691098388,0.0050214993,6.368e-07,0.0006524423,3.1133292394,4.47e-07,1.06102e-05,1.7447622032,6.3202194779,9.217e-07,0.0058347793,1.90874e-05,3.6033885953,3.3153494467,0.0042134656,4.3209964155,0.0023867011,0.0237333656,0.0,6.1166026126,0.0,0.0026963983,0.0505603261,0.0194641969,3.23681e-05,0.1582946137,0.024886988,0.0016230127,0.0192619129,0.0,0.1525484149,0.0,0.0,1.60816e-05,4.5056513148,4.485e-07,0.0187640029,1.64415e-05,0.4915523122,0.7074756492,0.6062628136,4.59132e-05,6e-10,2.2474963491,0.1433801997,0.0003887878,9.28e-08,0.0995707821,4.1647334449,4.422903616,1.8261952502,0.0285786903,0.0397632906,0.0,0.0019098361,0.5408875475,0.0016740389,0.0005206892,0.1697214844,0.0,0.0,1e-10,0.0044820362,0.0,1.2378944707,0.1387559176,3.0098197629,0.0011752052,0.0008058201,0.3702538609,0.0085094526,0.0546884414,0.0449270266,3.399330521,4.17e-08,0.0581550383,0.0792704295,0.0057039073,6.9319889908,1.2046227134,0.0069012851,0.0188357229
Dedenne,0.0,0.0,0.0,8.93173e-05,0.0,6.64e-08,0.0,0.0,8.93173e-05,1.6067e-05,0.0,0.0,3.929e-06,5.7005e-06,4.6787e-06,0.0,0.0,0.0,1.4e-09,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-09,0.0,0.0,0.0,0.0,0.0,6.77e-08,0.0,0.0,4.6787e-06,6.64e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47e-08,0.0,0.0,4.47e-08,0.0,0.0,0.0,2.7e-09,1.4e-09,0.0,0.0,0.0,0.0,1.6067e-05,0.0,0.0,1.3e-09,0.0,0.0,0.0,9.42662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93838e-05,0.0,0.0,0.0,0.0,3.9277e-06,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,5.7005e-06,0.0,0.0,0.0,0.0,0.0,8.93173e-05,5.7005e-06,0.0,3.724e-06,4.47e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9277e-06,0.0,0.0,0.0,0.0,2.48e-07,5.7019e-06,0.0,4.47e-08,3.9277e-06,0.0,0.0,1.4e-09,0.0,0.0,0.0
Squawkabilly,0.0,7.419e-07,0.0,0.0,0.0,7.419e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2342875754,0.0003715879,2.97483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003715879,1.5994e-06,0.0018308499,0.0,0.0,0.0,5.083e-07,0.0,0.234285976,0.0018308499,0.0003715879,0.0003715879,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012408824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012408824,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,3.5e-09,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.00183085,0.0,0.0,0.0,7.419e-07,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0030717323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018605982,0.0,0.0,0.0,0.0,1.5993e-06,0.0012706306,0.234285976,0.0,0.0,0.2342875753,0.0,0.0,7.419e-07,1.5994e-06,0.0012408824,0.0,0.0,0.0,0.0,0.0,2.97483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2342859795,0.0,0.0,0.0,2.97483e-05,0.0,3.5e-09,0.0,0.0,0.0,0.0,0.0,3.5e-09,2.336e-07,0.0,0.0
Armarouge,0.0006878258,1.5775365529,0.0008003927,9.3e-09,1.52e-08,0.0268458195,1.60115e-05,9.70854e-05,0.0104366734,0.0,0.063847746,0.0084733787,0.2558833057,0.0008358859,0.0056322182,4.27584e-05,0.0047929203,0.0,0.0223302207,0.0,6.6e-09,0.0038901523,0.229780905,0.0,5.5e-08,0.0033937354,0.0,3.57e-06,0.0008773328,0.3067752047,1.603e-07,1.907e-07,1.3933244491,1.0798e-06,2.9e-09,0.0054015132,8.987e-07,0.0004115305,7.57365e-05,0.0072706631,7.632e-07,3.88835e-05,0.0165872252,7.91e-08,0.0038152421,0.003834377,0.0029032266,0.0,0.0390625502,0.0,0.0003547546,0.0,1.24026e-05,1.7318e-06,2.476e-07,3e-10,2.2e-09,0.0047943391,1e-10,0.0006446715,0.0033728066,0.0011803764,6e-09,3.5e-09,0.0,0.0,0.0061239428,0.0008210176,8.61195e-05,0.0001025618,8.4714e-06,0.0005024119,0.0,0.0012030468,1.4169133253,1.59983e-05,0.0,8.4714e-06,0.0094027806,2.15294e-05,3.62487e-05,5.93587e-05,0.1397478259,1.3821733561,0.0001844068,0.0850342331,6.98921e-05,0.0046848661,0.0,0.0825794047,0.0,1.3639484548,1.26464e-05,0.0,0.0,0.2583480302,0.1645764186,0.0168941189,0.0237823181,0.0,0.0,0.0,2.466e-07,0.0051023383,0.1477214854,0.001497724,5.898e-07,0.0,0.0,0.0003484092,0.0112070848,5.6e-09,5.898e-07,0.0,0.0410877886,0.0004177613,0.0003864128,0.0141518419,0.0022694993,0.0214603118,0.004879775,0.1695508463,0.000865816,0.0307559849,0.0002769797,0.0151597214,0.0,0.0072415324,0.0005024191,6e-10,2.357e-07,0.0,1.16e-08,0.0,0.0014876518,0.0,0.1623618957,0.0,0.0,0.0940337804,0.0173693865,0.0013220624,0.0041220699,0.0154464109,1.2139e-06,0.0051175469,0.0074110803,6.22e-08,0.1664748511,0.0006354548,9.991e-07,1.76e-08
Sawsbuck,0.0,0.0152953568,0.0,0.0,0.0,5.4e-09,0.0,4.13e-08,0.0,0.0,0.0,6.368e-07,0.0152953568,6.368e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,6.6e-09,0.0,0.0,0.0021762449,0.0,0.0,0.0,0.0,0.0,6.368e-07,2e-09,0.0,0.0,5.4e-09,7.3e-09,0.0,0.0,0.0,0.0,0.0,4.13e-08,0.0,0.0003660172,0.0,0.0,0.0,0.0,0.0002337369,0.0,0.0,0.0,0.0,0.0,0.0,7e-10,6.368e-07,0.0,1e-10,0.0,0.0,0.0152953568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-09,0.0,0.0,0.0,0.0152953568,0.0007250014,0.0,0.0069191474,0.0,0.0,0.0152953568,0.0,7.3e-09,6.368e-07,0.0,0.0,0.0,0.0,0.0252181445,1.9e-09,2.79e-08,0.0,4.13e-08,0.0,0.0002337369,0.0,0.0007250013,0.0,0.0,0.0,0.0,0.0021762449,0.0,0.0,0.0007250013,0.0,6.3e-09,0.0,0.0,4.79e-08,1e-10,6e-10,0.0,6.7e-09,0.0,0.0,0.017932945,0.0,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217170991,1e-10,0.0244931359,0.0,0.0,0.0,0.0,0.0,0.0003660169,4.13e-08,0.0,1.9e-09,0.0,0.0,0.0217171318,2.79e-08,0.0,0.0
Swablu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flapple,4.78902e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.6507e-06,0.000722701,0.0,0.0,0.0,4.9822e-06,2.5e-09,0.0,0.0,0.0,0.0,7.04e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7609e-06,0.0,0.0,2.7609e-06,0.0007226455,0.0,0.0110023676,5.06511e-05,0.0,0.0,2.186e-07,2.3e-09,0.0,0.0,0.0,0.0,2.6507e-06,0.0,0.0,0.0,2.186e-07,2.6507e-06,0.0007226455,0.0,4.78347e-05,0.0,0.0,2.3e-09,0.0,0.0,0.0,0.0,4.9822e-06,0.0,0.0,0.0,0.0,0.0,2.9795e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.04e-08,0.0,2.6507e-06,0.0,0.0,0.0,0.0,0.0,2.89e-07,4.834e-07,0.0,5.6842e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110023655,0.0,2.7609e-06,0.0,0.0,0.0,0.0,2.3e-09,0.0007281111,0.0,0.0,0.0,0.0,0.0,0.0110023653,0.0,0.0,0.0,0.0,0.0,0.0,2.6507e-06,0.0,5.4655e-06,0.0,0.0,4.834e-07,0.0,0.0110502556,0.0110024358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007226455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meowth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tauros-Paldea,0.0,0.0,0.0,0.0,0.0,2.832e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99295e-05,0.0,0.0,2.832e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.832e-07,0.0,2.832e-07,4.99295e-05,2.832e-07,4.99295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99295e-05
Slaking,5.4718e-06,0.0,0.0001373084,0.0,0.0,0.0001006444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011139267,0.0,5.558e-06,0.0011139267,0.0,0.0,4.903e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4649e-06,0.0,0.0,0.0,0.0,4.903e-07,0.0001373084,0.0,0.0,0.0,0.0,0.0,0.0,3.1137e-06,0.0,0.0,0.0,0.0,0.0,0.0001621051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9705e-06,0.0,0.0,4.17e-08,0.0,3.1137e-06,0.0,0.0,0.0,0.0,4.903e-07,0.0,0.0,2.48715e-05,2.47967e-05,0.0,0.0,0.0002368449,0.0,0.0,0.0,7.48e-08,7.48e-08,0.0,8.27e-08,0.0,2.47967e-05,0.0,9.96226e-05,0.0,3.1137e-06,0.0,5.4718e-06,0.0,0.0,8.61e-08,0.0,7.8e-09,0.0,0.0,0.0,0.0,8.61e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011139267,0.0,0.0002390692,2.659e-07,0.0001006034,0.0,0.0,0.0011139267,0.0,1.5432e-06,2.47967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4971e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.58e-07,3.1137e-06,0.0,4.17e-08,2.7146e-06,0.0,0.0,0.0,0.0,0.0,0.0
Charcadet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotom-Wash,0.0544657558,23.5412001909,10.0892034577,0.0041835114,0.0217738727,32.1116023733,0.0044473473,0.0007871414,1.199053462,0.1988877386,0.0762824867,0.0,0.1088086884,0.1016319022,0.1424472133,0.0001531966,0.0117041214,2.95558e-05,0.0122882525,8.7139e-05,0.0,7.47902e-05,2.086e-07,0.0438116697,5.9e-09,3.7102e-06,4.66e-08,0.0,5.21111e-05,14.5532665361,2.2940534148,0.0002178813,7.530490627,1.7973081956,8.3384e-06,1.7591601611,0.001128435,0.0790603784,0.0773108442,23.4590622439,6.9796e-06,0.0,0.016304897,0.0,1.2895e-06,7.20854e-05,0.0204033827,5.008e-07,2.7830830781,0.5761981721,0.011304069,8.042e-06,0.0002283036,0.0004769111,1e-10,3.3e-09,0.0019288438,0.0663143187,0.0004245012,0.0093204677,0.0040985861,0.3283479983,5e-10,0.0,0.0008210176,5.057e-07,6.7731107916,0.0,0.0352739974,0.0004658855,0.248661302,1e-10,0.0,4.22893e-05,0.9364174875,0.0118217015,5.6963e-06,2.50364e-05,0.6340988598,0.1140818099,1e-10,0.1028536097,17.9880242764,5.7911823471,0.0311011134,8.5720817061,0.0,0.0261979915,0.0,15.0313767349,0.0189122408,0.2638127344,0.1055878329,2.3e-09,0.0,0.1013911284,0.0099390112,0.0005820857,0.3747080818,0.0,0.000109968,0.0,1.53671e-05,0.4996991315,3.8804505089,0.0013405906,0.0,0.0,0.9389614712,0.0014760144,1.5727419038,0.0,0.0012803903,0.0251596287,0.7763834704,0.0,0.0,0.7191791683,4.0997259138,7.942187363,0.3036328789,0.2603119759,0.0590296396,0.0,0.0002772746,2.6856564852,0.0013404159,0.0013935593,0.0,0.0004193036,0.0004251324,0.0,0.0,0.0,5.8819020167,0.0,16.778824452,0.0014429831,0.0,0.0713826533,3.836e-07,0.0204513912,0.2295822094,0.0134026569,6.11553e-05,0.1528546666,0.1122828682,0.0002185354,2.4132842742,1.9130638029,0.0124218734,6.957e-07
