,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Bronzong,Noivern,Garchomp,Pincurchin,Scream Tail,Appletun,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Lilligant,Toxapex,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Frosmoth,Leafeon,Slowbro,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Chansey,Hippowdon,Blissey,Mismagius,Basculin,Brambleghast,Sylveon,Gardevoir,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Misdreavus,Iron Treads,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Sawsbuck,Umbreon,Annihilape,Rabsca,Dragalge,Tauros-Paldea-Aqua,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Chi-Yu,Vaporeon,Orthworm,Froslass,Dragapult,Hariyama,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Golduck,Hattrem,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Veluza,Tauros-Paldea-Blaze,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Abomasnow,Gallade,Tatsugiri,Oricorio-Pom-Pom,Qwilfish,Beartic,Clawitzer,Gogoat,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Lechonk,Slither Wing,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Hydreigon,Forretress,Roaring Moon,Iron Moth,Flamigo,Drednaw
Sliggoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sprigatito,0.0,0.0,0.0,0.0,0.0,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.063e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.104e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1e-09,4.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lechonk,0.0,0.0,0.0,0.0,0.0,0.0249540975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008058201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008058201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249540975,0.0,0.0,0.0,0.0,0.0,0.0,0.0249540975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008058201,0.0,0.0,0.0,0.0,0.0249540975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008058201,0.0257599176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slither Wing,0.0541931221,0.0282385969,0.4641560105,1.2e-09,0.0643691373,0.5821464479,0.0004127407,2.3518e-06,0.8146723968,0.0,0.0764468997,0.0005122514,0.3988739401,0.1492440553,2.63509e-05,7.06e-08,1.4e-08,8.548e-06,0.1660547825,3.40521e-05,0.0,0.0,0.0,0.0,0.0068240868,5.266e-07,0.0002831048,0.0002074344,0.0,0.0460345474,0.0,0.0093811544,0.6208385368,6.86395e-05,0.0,0.2006831216,0.0,0.0001425103,0.0,0.1848310552,0.6609710239,6.4541e-06,6.732e-07,0.021918437,6.91435e-05,0.021918437,6.5688e-06,0.0,0.8077377189,0.0138802954,1.32e-08,1.198e-06,0.0,0.0,8e-10,0.0,0.0,2.7614e-06,6.3e-09,0.0011635405,0.0004638912,0.3702538609,0.0,0.0,0.0940337804,0.0,0.474183884,0.0713826533,0.0030228995,0.0,1e-09,0.0,0.0,6.597e-07,0.5843746674,0.0012704112,0.0,1.039e-07,0.0229460839,2.10822e-05,2.2677e-06,0.0219236841,0.0337972985,0.1405479313,0.0,1.820751345,4.45e-08,0.0016984311,0.0,0.7390828974,0.0,0.0032478757,1.94e-08,0.0,0.0,0.0002290592,1.7707518701,6.2386e-06,0.0100171486,0.0,0.0,0.0,0.0037326423,0.0139101615,0.938969686,0.0004475719,0.0,4.8354e-06,2.5801e-06,3e-10,0.2010880996,2.0534e-06,0.0002927721,0.0030228995,0.7423026907,0.0010265439,0.0,0.0282663306,0.1579587173,1.1439661467,0.0967943684,0.4129917112,0.0005142202,2.10822e-05,6.8367e-06,0.0037273919,1.84e-08,5.6e-09,0.0,0.0,0.0,0.0,9.34e-08,0.0,0.6496109866,0.0529753923,0.9438352329,0.0,0.0,0.0,4.46e-08,0.0023069756,0.0255044064,0.138505354,0.0002102146,0.0272027173,0.001041616,0.0031872371,2.6126928481,0.2046027087,1.2933e-06,0.0
Crocalor,0.0,0.0,0.0,0.0,0.0,2.32e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162e-07,0.0,0.0,2.26e-08,1.162e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.162e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.0
Phanpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magneton,0.0003228754,1.41286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003228754,0.0,0.0,0.0,0.0,3.3708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304153759,0.0,0.0,0.0,0.0,0.0,0.0,0.1304153759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41286e-05,0.0,0.0,0.0,0.0,0.0003228753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304153759,0.0003228753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304153759,0.0,0.0,0.0,0.0,0.0,0.0,1.41286e-05,0.0,0.0,0.0,0.0,0.0,0.1304153759,0.0,0.0
Espeon,0.5089738072,0.5094966953,0.0016746909,0.000186434,0.156697742,0.0781126403,0.0,1.9163e-06,0.9959269939,5.57578e-05,1.236e-07,1.926e-06,0.0192213794,0.0007805455,3.21292e-05,0.0002746169,0.0004808259,8e-10,0.0002439588,7.04084e-05,0.0,0.0,0.0445442961,0.0050031365,6.662e-07,4.42331e-05,0.0,9.9979e-06,3.1e-09,0.008655864,6e-10,2.976e-07,0.0079062505,7.549e-07,0.0,0.0048048924,1.0688e-05,0.0022049772,0.0,0.0780808491,0.0152759003,3.8883e-05,2.978e-07,0.0,0.0027698466,1.367e-06,0.0001863984,4.091e-07,0.0066699692,0.0,0.0012953122,3.8405e-06,0.0,1.753e-07,6e-10,0.0,2.976e-07,4.1757e-06,3e-10,9.7728e-06,0.0093383904,0.0085094526,6.1809e-06,2.97483e-05,0.0173693865,0.0,0.0083989532,3.836e-07,0.0084264628,6.571e-07,3.40009e-05,0.0,0.0,0.0010976239,0.005977901,0.0,0.0,0.0011088966,0.0128630872,5.57578e-05,0.0,0.0002867036,0.3441543395,0.1604007034,0.0029590423,0.5819162226,6.6649e-06,0.0276502959,0.0,0.002511198,0.0,0.0001763518,1.581e-07,0.0,0.0,0.0169124913,0.0153646497,0.0445442936,0.001174812,0.0,0.0,0.0,0.0,0.0013206484,0.0052784273,1.581e-07,0.0,0.0290657266,2.80184e-05,3.32984e-05,0.8395047379,0.0,1.403e-07,9.2e-09,0.0080811847,0.000417007,0.0,0.0036562564,0.0113236436,0.0003409179,5.58663e-05,0.0013107408,0.0041842664,6.1353e-05,2.3812e-06,0.0052974472,1.581e-07,5.73339e-05,1.65e-08,0.0,0.0,2.593e-07,1.28709e-05,1.2e-09,0.0,0.0,0.4296113219,0.0,0.0,4.46e-08,0.0,0.0036152328,0.0081174274,0.6741241039,4.89183e-05,0.0010901279,3.35327e-05,0.0,0.1210320407,4.92014e-05,0.0,5e-10
Corvisquire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pawmot,2.0671e-06,0.1006588149,0.5328725689,0.0621838086,0.004498855,0.3341409845,0.0001505708,0.0521499163,0.0769355314,0.0003934253,9.7335e-05,3.3363e-06,0.3085220925,0.0553154871,0.0685605167,0.0044489195,0.0,0.0001912211,0.0700154146,3.0991e-06,0.0,0.0,0.0,6.28716e-05,0.0077732934,3.5628e-06,9.63e-08,0.0002805791,2.34222e-05,0.3818245321,0.0,1.521e-07,6.2669217586,3.5617e-06,5.1e-09,0.1489805784,4.367e-06,0.1733510468,1.5e-09,0.05076413,0.0044392879,1.7485e-06,0.0001468706,0.0,0.0032133487,0.0723995264,0.0005223225,0.0,0.8532780483,0.3009527694,0.0006144081,4.1e-09,1.14929e-05,0.0468670025,3.014e-07,0.0,1.51e-08,0.0029039185,0.0011413802,0.0006918194,0.0008091212,0.0546884414,0.0,0.0,0.0013220624,0.0,5.7601531056,0.0204513912,0.1163304869,0.0,2.32245e-05,6.10702e-05,0.0,2e-10,7.2311067109,0.0018978119,0.0,0.0001161615,0.0129457456,0.0003470176,0.0015460752,0.0826472921,1.2460914266,7.0725593935,0.0012493757,6.5425354037,0.0,0.0748163663,0.0,0.7357949344,1.639e-07,0.8818980096,3.4302e-06,3e-10,0.0,5.69274e-05,0.0104798331,0.0,0.9097858846,0.0,0.0008088189,0.0,0.0007986472,0.0282080844,0.1240700444,9.7e-09,0.0,0.0064557904,7.3e-09,6.763e-06,0.8829751113,3.32332e-05,1.8e-09,0.0541475849,0.1481767888,0.0011711527,0.0577435465,0.243904518,0.9405487081,0.0744157364,0.0606094972,0.0009628682,0.0040621526,3.37349e-05,0.0007029914,0.9271290347,0.0004435021,2.333e-05,6.51e-08,0.0,0.0,0.0,9.8e-08,8.01e-08,0.7127866052,2.5821e-05,1.8082020423,1.2627e-06,0.0,0.0023069756,0.0036152328,0.0,0.1146585225,0.0064552877,0.0001139041,0.0228685077,0.0015652403,0.0521162353,0.6116180501,0.0788543063,1.895e-07,5e-10
Dunsparce,0.0,9.24e-08,4.93853e-05,0.0,0.0,8.28724e-05,0.0,0.0,5.81e-08,0.0,0.0,0.0,2e-10,0.0,4.8326e-06,0.0,1.11e-07,0.0,0.0,8.59498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3667e-06,0.0,0.0,0.0,0.0,0.0,2.352e-07,1e-10,0.0,0.0,0.0,5.386e-07,0.0,0.0,0.0,0.0,0.0,3.43e-08,0.0,0.0,0.0,0.0,3.3708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-07,1e-10,7.33168e-05,0.0,1e-10,0.0,9e-10,1.1e-09,7.29e-08,0.0,0.0,0.0,0.0,1e-10,0.0,4.93853e-05,0.0,0.0,1.1e-09,4.2984e-06,0.0,0.0,1e-10,4.2938e-06,1.071e-07,4.93853e-05,2.352e-07,0.0,5.386e-07,0.0,0.0,0.0,8.25791e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.93853e-05,3.3708e-06,0.0,0.0,0.0,1.122e-07,5.36791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.339e-05,0.0,0.0,0.0,7.33169e-05,2.352e-07,5.386e-07,0.0,1.1e-09,0.0,0.0,3.43e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3318e-05,0.0,0.0,7.33169e-05,0.0,1.11e-07,0.0,3.462e-07,0.0,0.0
Floatzel,0.0,0.2918789379,0.0001958295,0.371773133,0.0,0.6785124948,0.0,0.0,0.0479180705,0.0002142817,6.74362e-05,0.0,0.4237259596,0.0,4.1699e-05,0.0,7.1e-09,0.0,3.37534e-05,0.0,6.84e-08,0.0,1e-09,1.32593e-05,7.1368e-05,0.0,1.32429e-05,0.0,0.0,0.8980575552,0.0,0.0,0.0877142164,1.57677e-05,1.68e-08,0.0044755528,0.0,1.45056e-05,2.403e-07,0.0250577848,0.0,0.000625967,0.0,0.0,1.1788e-06,3.6e-09,1.1786e-06,0.0,0.1534009678,0.1050606168,0.0019821786,0.0,0.0,1.039e-07,0.0,0.0154125117,1.59874e-05,0.0,0.0,0.0052917761,2.2606738698,2.2474963491,4.8158e-06,0.0,0.0,0.0,2.8944411764,0.0251596287,3.9508411904,0.0019732449,7.6e-09,2.404e-07,0.0,0.0033943279,0.9163316122,0.0,5.47e-08,0.0002788923,3.2676e-06,0.0,0.0,0.0,0.024508471,0.0556203067,0.0129010926,0.0028936683,0.0,3.2708e-06,0.0,0.4463020533,0.0,0.0257541541,1.1e-09,0.0,0.0010412563,0.0,0.0,0.0,2.985e-07,0.0,0.1785587527,0.0,0.1721789023,4.8e-09,0.1218797164,0.0004475461,0.0,3.4917e-06,1e-10,0.0002188095,0.189765042,0.0,0.0001100718,0.0,0.0075542543,2.289e-07,0.0,6.6719e-06,0.0016320588,0.0230773695,0.0001887795,0.0368246638,8.8624e-05,0.0,0.0,0.0274454003,0.0,4.612e-07,6.742e-07,0.0,0.0,1.32429e-05,0.0,0.0,0.0987757892,0.0,0.0398853557,1.2627e-06,0.0,0.0030228995,9.2e-09,0.0541475849,0.0286169772,1.8759889222,0.0,0.000625967,0.4309497649,0.0090071547,0.1778982537,2.8e-09,3.853e-07,0.2760745235
Grimer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spidops,0.0,0.0237648171,0.0014183246,0.0,0.0,0.0963683854,1.2386e-06,0.0042487368,0.0121759862,0.0,6.4256e-06,0.0,0.0002125917,1.605e-07,1.98869e-05,0.0008988033,0.0,0.0,9.0523e-06,6.43863e-05,8.148e-06,1.08e-08,0.0,4.2164e-06,0.0008947934,0.0,0.0017713986,0.0,0.0004735641,0.0319908631,0.0,3.44152e-05,0.000155451,0.0,7.739e-06,0.0090101247,0.000816384,0.0001547525,0.0,6.3029e-06,0.0001503631,0.0001522465,4e-10,2.1289e-06,0.0,2.225e-06,1.604e-07,0.0,0.000868844,5.14321e-05,3.8531e-05,0.0,0.0356243143,0.0,8.96e-08,4e-10,0.0,0.0091605342,0.0,2.1289e-06,3.77836e-05,4.17e-08,0.001787522,0.0,1.2139e-06,0.0,0.0109784163,6.11553e-05,0.0,0.0,0.0001522465,0.0073730569,0.0,1.441e-06,0.0433079232,0.0,0.0061285718,5.978e-07,0.0132113539,0.0,0.0061285718,8.96e-08,0.0220861915,0.0254237894,0.0,0.0606745536,0.0,0.006302018,0.0,0.029506574,0.0015283401,0.0042578521,0.0,0.0,3e-10,0.0,0.0001275503,0.0,5.14366e-05,0.0,0.0,0.0,0.0096340979,1.06344e-05,0.0358467658,9.7e-09,0.0,6.49245e-05,6.44758e-05,1.48466e-05,0.0019920576,0.0008965052,4.2502e-06,0.0,0.0298252546,6.3e-09,0.0,0.0364853551,0.0003217357,0.0358622064,0.0015966924,0.0,2.7934e-05,0.0,5.7334e-05,0.0015417167,0.0,5.7871e-06,5.53991e-05,9.62e-08,0.0,0.0,2.989e-07,0.0,0.0053318165,0.0,0.0293653167,0.0061285718,0.0,0.0002102146,4.89183e-05,0.0001139041,0.0043605318,0.0001420557,0.0,0.0095052911,7.7393e-06,0.0002084981,0.0010624238,0.0126343376,0.0008947934,0.0
Flabebe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medicham,0.0,0.0001088049,7.34044e-05,0.0,0.0,0.0162892908,0.0,0.0,0.00172657,0.0,0.0,0.0,4e-10,0.0,7.48756e-05,0.0,0.0,0.0,0.0,2.494e-07,0.0,0.0,0.0,0.0,0.0,2.6e-09,0.0,0.0,0.0,3.54002e-05,0.0,1.0382e-06,0.000286374,0.0,0.0,2.6e-09,2.494e-07,0.0009607668,0.0,0.0,0.0,7.48753e-05,1.0382e-06,0.0,0.0,0.0,0.0,0.0,5.94711e-05,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0008858915,0.0,0.0,0.0,0.0001795278,0.0,0.0,0.0,0.0,0.0,2.88613e-05,1.0631e-05,0.0,0.0,0.0,1e-10,0.0,0.0,1.06311e-05,0.0,0.0,0.0,0.0008848536,0.0,0.0,0.0008238125,1.24004e-05,7.34044e-05,0.0,0.0017447951,0.0,0.0,2.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70809e-05,0.0,0.0,0.0,0.0,0.0,3.0531e-06,0.0001795278,7.48753e-05,0.0,0.0008848536,0.0,0.0,0.0,0.0160895426,8.10145e-05,0.0,0.0143870434,3.6e-09,2.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08e-08,0.0,8.38181e-05,0.0,0.0,0.0,5.469e-07,0.0,0.0144619222,3.6e-09,0.0,0.0,2.494e-07,0.0,0.0017159339,0.0,3.6e-09,0.0
Venomoth,0.0,1.64212e-05,0.0012166313,0.0,0.0,2.39e-08,0.0,3e-10,2.39e-08,0.0,0.0,0.0,2.3156e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.336e-06,0.0,0.0,2.55665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,2.2196e-06,4.398e-07,0.0,0.0,4.19726e-05,0.0,0.0,4.8962e-06,0.0,2.5568e-05,0.0,2.7786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2181e-06,0.0,0.0,0.0,0.0,0.0,2.2181e-06,0.0,0.0,0.0,0.0,0.0,0.0012089812,0.0,0.0,0.0,2.7786e-05,0.0,0.0,1.64017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6501e-06,0.0,0.0,2.7539e-06,0.0,0.0012089812,0.0,3e-10,0.0,1.64017e-05,7.2103e-06,0.0,0.0
