,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Roaring Moon,0.3103612528,0.0534934817,63.6249023328,29.4645777086,4.98e-07,0.0214808922,0.0036647169,0.0,102.6703514706,0.0005410426,0.005433538,0.0,7.074255504,0.3317523946,27.7097801481,2.3424987842,0.3481502624,0.1138897471,0.0225731173,0.1725741345,3.4228916976,0.1438236393,0.088672677,0.0260222164,0.0114152856,9.7414613516,0.0359057884,0.0247028065,0.0003487707,4.166e-07,0.0165309174,4.1908e-06,0.000133937,0.0010772448,0.0,79.752495207,0.005126526,0.0362656033,69.7638638733,2.2745761144,0.0253841734,17.1479464579,0.0005962857,9.7438134462,0.0001636484,3.6982336263,2.4784061544,0.4455431606,0.0289858349,0.0306258118,0.1838343531,0.0002454954,3.0287214986,3.9107569476,0.0005397717,0.0,0.0053376982,0.1185489598,0.0184930037,0.0025989009,0.0647177974,5.04335e-05,4.0554997637,0.0292368416,3.45543e-05,61.9080183979,0.0612053705,3.0495006339,0.0007230968,0.0,9.7832610897,0.0003985867,9.4916087948,0.3277814765,0.0021940202,0.0083025736,0.016697123,1.1e-09,0.0032954472,1.5254672836,0.0004310458,0.0123001621,0.0026549019,8.8056310623,0.4777208007,0.0113893225,0.9956444088,1.0950958402,8.7764633527,0.0289938907,0.0017034615,72.8975848102,3.0133e-06,0.0421235586,10.3879333354,0.2261343792,0.0002693274,0.0,5.0989760285,0.1914798475,0.0068338834,0.0001145776,0.0388892654,108.3650606518,9.8625793175,10.2333623132,0.0230883982,0.0003769574,1.9742021022,0.0011729527,39.2088779853,0.0579917822,33.5166919952,0.000317907,0.0427927962,0.0425119046,0.6465549199,1.6967159123,0.039792001,0.1820009838,0.8780283258,0.0083464804,5.2361422846,1.7146084323,17.7334880412,0.1630522372,48.2256522339,0.0382506177,0.0165172254,1.1873959355,4.1476602238,2.15895e-05,0.0007776693,0.0007253335,0.0001427898,0.0106863682,0.0,0.0019394349,1.91224e-05,0.0195180076,79.3466692106,0.0708325915,146.5511899863,1.74609e-05,0.0194591089,9.8154837109,1.91243e-05,0.0911447884,8e-10,0.244167479,0.0507713967,2.8840055556,0.0249970379,0.1631007321,34.6347049064,3.4484533484,0.0262678506,0.0135773953,21.9390635925,0.2611576146,0.0023402731
Dachsbun,3e-10,0.0,0.0002875958,0.0127088196,0.0,0.0,0.0003640736,0.0,0.1047554359,0.0,5.45e-08,0.0,1.7323e-05,3e-10,0.0002589431,0.0002472521,1.00858e-05,0.0060851659,1.2249e-06,0.0,1.9656e-06,2.5465e-06,0.0001939395,0.0001201113,0.0,1.07286e-05,0.0096739455,6.8899e-06,0.0037954292,0.0,0.0,2.08e-08,0.0,1.2876e-06,0.0,7.3364e-06,0.0029351016,0.0,0.0017423491,0.000272853,0.0,0.0001779629,0.0,0.0004609468,0.0039137463,0.0003677466,1.26713e-05,1.51103e-05,1.681e-07,0.091972783,0.0,0.0,0.0996942576,0.0001051306,1.7754e-05,1.8267e-06,4.43e-08,0.0,0.0,0.0,1.1617e-06,0.0,1.07332e-05,0.0040543723,0.0,0.0079777898,2.82408e-05,2.87302e-05,4.2556e-06,1e-10,4.76754e-05,0.0,0.0127714739,0.0001721748,8.8e-09,0.0005127197,6e-10,2.04393e-05,0.0,0.0,1.5114e-06,1.5113e-06,0.0,3e-10,4.6e-09,6.8522e-06,0.0,0.0004862692,0.0084465817,0.0921604724,4.4236e-06,0.0086920566,0.0,0.0,0.0004903012,0.0037954773,0.0,0.0,0.0083377321,6.146e-07,3.479e-07,0.0,0.0,0.0001177814,1.8267e-06,7.105e-06,3.39424e-05,0.0,0.0923100447,0.0,0.0,0.0002100029,0.0083481965,1.83211e-05,2.04393e-05,1.95432e-05,3e-10,0.0077906688,4e-10,0.0001718374,8e-10,0.0,3.35752e-05,0.0146355339,0.008043352,2.71339e-05,0.0014209543,0.0003158575,0.0,0.0,0.0135375575,2.50065e-05,0.0015143153,2.5465e-06,0.0,0.0002516239,0.0001101096,0.0001201792,0.0,3.6e-09,9.0427e-06,2.08e-08,0.0088416131,0.0111846286,0.0111821413,0.0001747092,0.0001939395,0.0002537437,0.0096739455,2.71812e-05,2.15177e-05,7.0292e-06,4.96586e-05,1.48798e-05,0.0001131145,1.26986e-05,8.178e-07,1.641e-07,0.0021154348,0.0002662489,0.0
Fletchling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxray,6.67216e-05,1.61e-08,0.0001860544,0.0,1.27925e-05,0.0,0.0,0.0,4.88581e-05,0.0,1.78266e-05,0.0,4.22e-08,0.0,0.0,0.0,1e-10,1.1782e-05,4e-10,0.0,1.035e-07,0.0,0.0,1.1785e-06,0.0,0.0,0.000229083,1e-10,1.5556e-05,0.0,0.0,2.45569e-05,0.0,0.0001860765,0.0001860665,4.437e-07,0.0002464689,0.0,0.0,0.0,0.0,4.26287e-05,0.0,0.0,0.0,0.0,0.0,1e-10,1.402e-07,0.0,0.0,1.80761e-05,3.61e-06,3.6311e-06,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,4.0357e-06,0.0001351658,0.0,3.6099e-06,1.55561e-05,2.45569e-05,0.0,0.0,3.9689e-06,0.0,2.58388e-05,1.26522e-05,2e-10,0.0,3e-10,0.0,1.416e-07,0.0,0.0,0.0,0.0,6.67216e-05,2.7544e-06,6.973e-06,1.26522e-05,4.533e-07,1.47577e-05,0.0,1e-10,3.71674e-05,0.0,0.0,7.3368e-05,1.16907e-05,5.0376e-05,0.0,3.4413e-05,0.0,0.0,0.0,0.0,0.0001204563,0.0,0.0032760755,6.8314e-06,0.0,0.0032756302,0.0,0.0,0.0032756422,1.087e-07,0.0,0.0,0.0031336902,1.5556e-05,1.66211e-05,2.21e-08,0.0,1.428e-07,5.659e-07,0.0032789888,0.0031336903,4.2e-09,0.0,0.0,0.0,0.0,0.0002285034,0.00331298,0.0,0.0002285034,0.0001860544,2.21e-08,0.0,6.25236e-05,0.0,0.0,0.0,0.0,0.0,6.2165e-06,0.0,0.0002289291,0.0,0.0,0.0,9.13e-08,1.1786e-06,0.0,3.45264e-05,0.0,9.55e-08,0.0031336955,0.0031336906,3.6099e-06,2.65e-08,0.0031336903,0.0,2.09e-08
Oinkologne-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43e-08,0.0,0.0,0.0,0.0,0.0,2.43e-08,2.43e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-08,0.0,1.25e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,2.64e-08,1.10451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10451e-05,0.0,0.0,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-08,1.10451e-05,0.0,0.0,4e-10,0.0,0.0
Tatsugiri,0.0,2.37e-08,0.0037588266,6.94177e-05,0.0,0.0,2.12857e-05,0.0,0.0085910288,0.0,0.0009300494,0.0,0.0275575546,0.0,0.0468966114,0.0155605243,0.0,5.13e-07,1e-10,3.06902e-05,2.37e-08,0.0,1.9106e-06,0.0001183171,0.0,0.0,8.4199e-06,2.4e-09,0.0002390201,0.0,0.0,0.0,0.0011325945,0.0,0.0,0.0156058694,0.0,0.0032288729,0.2361438129,1.443e-07,0.011861693,0.0156353616,0.0,3.7251e-06,0.0037870637,0.0141903431,0.0001922784,0.001871339,0.0002085517,1.8065e-06,2.25925e-05,0.0,0.0026598252,0.0018947381,0.0002085514,1.8267e-06,8.4199e-06,0.0001231588,0.0002871296,0.0,0.0032288653,0.0001895198,0.0220297457,0.0001544765,7.38442e-05,0.003640595,0.001879845,0.0161938683,0.0,0.0,2.9321e-06,0.0,0.022029884,0.0336811535,0.0,5.55977e-05,1.8e-09,0.0002388553,2e-10,0.0,6.697e-07,9.9901e-06,0.0002871296,0.0,7.6e-09,0.0,0.0027547523,0.0037076069,0.0181131989,0.0,9.02198e-05,0.0038697297,0.0,0.0,0.0053445503,0.0,0.0,0.0,9.02615e-05,0.0,0.187834737,0.0,0.0,0.0,0.0008659943,0.0019413021,0.0020152832,0.187834737,0.000389201,0.0,4.0109e-06,0.0001650298,0.0068155643,0.0,4.9412e-06,0.0,0.0001952387,0.0001592673,0.000189438,0.032397725,2.37428e-05,0.0,0.0008202815,5.04741e-05,0.191792474,3.21253e-05,1.9167e-06,0.0129958054,0.0008597153,0.0,0.0063120507,0.0,0.0001231588,0.0436634315,0.0,0.0,0.0019394349,0.0,0.0,2e-10,0.0043693064,4e-10,0.0476044675,1.233e-07,0.0,6.71857e-05,0.0,0.0002386692,0.0,0.1894981718,1.444e-07,0.0021147564,0.0,3.5071e-06,0.0057608197,3.7064e-06,6.2e-09,2.4e-09,4.21406e-05,1.6e-09,0.0
Buizel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oricorio-Pom-Pom,0.0,7.2341e-06,1.027e-07,0.0001098776,0.0,3.52e-08,0.0002635148,0.0,0.0002171732,0.0,0.0,0.0,0.0002054535,0.0,4.1512e-06,0.0,0.0060344836,0.0,0.0,6.9761e-06,0.0,0.0,0.0,2.854e-07,0.0,0.0,0.0002634121,4.2859e-06,0.0024135458,0.0,1.4164e-06,0.0,0.0,0.0,0.0,0.0002635148,5.85016e-05,0.0,0.0060359002,0.0,1.531e-07,4.3445e-06,0.0,2.26e-08,0.0,4.1512e-06,0.0,1.24358e-05,0.0,5e-10,5.85016e-05,0.0,2.81e-08,0.0024133806,0.0,0.0,0.0,0.0,7e-09,0.0060344836,1.531e-07,0.0,0.0002130226,0.0002053508,0.0,0.0,0.0,3.24776e-05,0.0,0.0,0.0001206108,2e-10,0.0,3.53e-08,0.0,1.619e-07,0.0,0.0,1.59e-08,0.0,3.24424e-05,0.00241338,0.0,3.2534e-06,1.531e-07,0.0,2.02e-08,0.0043754288,0.0,1.7069e-06,1e-09,4.02e-08,0.0,0.0,0.0044853296,0.0,0.0,0.0,0.0001081756,0.0,0.0,0.0,3.96765e-05,1.658e-07,0.0,0.0,0.006037737,0.0,3.214e-07,1.59e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.2859e-06,0.0002053508,0.0,3.53e-08,0.0,0.0,0.0,6e-10,0.0070275883,0.0,4.2859e-06,0.0060344841,0.0001081751,3.24424e-05,0.0002055166,4.2859e-06,0.0002053508,3.92e-08,0.0,0.0,4.1512e-06,0.0,0.0,3.4e-09,0.004375469,0.0,0.0044339306,3.2534e-06,7.2341e-06,0.0,0.0,0.0,0.0,4.5721e-06,0.0002634126,5.85218e-05,1.575e-07,1.24358e-05,0.0024133959,0.0,5.85025e-05,0.0002634121,0.0,1.24358e-05,0.0
Qwilfish,0.0,0.0,0.0,0.0,0.0,0.0104154094,0.0,2.96093e-05,1.301068525,0.0,0.0,0.0,0.0127668426,0.0,0.0,7.58982e-05,0.0104154094,0.0,1.1e-09,0.0,2.99086e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,3.01811e-05,0.0,1.1e-09,0.0231843772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013949796,0.0,0.0,0.0,0.0,0.0,5.65e-08,0.0,2.993e-07,0.0,0.0128427408,0.0,0.0,0.0,0.0,1.8098e-06,0.0,0.0,0.0,2.8284e-06,5.65e-08,0.0232149892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,3e-10,0.0,0.0,1.3011207214,0.0,0.0,0.0,0.0,0.0,1.3010448797,0.0,0.0,7.58982e-05,1.91227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-09,0.0,0.0,4.3081e-06,0.0015022924,0.0,0.0,0.0,0.0,0.0,1.7e-09,2.8284e-06,0.0,0.0,4.3081e-06,0.0,0.0014979843,0.0,4.3081e-06,0.0,0.0,0.0,7.58982e-05,0.0,0.0,0.0,0.0,0.0,1.91224e-05,0.0,0.0,0.0,1.3010448232,0.0,1.3010448797,5.1359e-06,0.0,0.0,1.91224e-05,0.0,0.0014979843,0.023182252,0.0001228704,0.0,1.2e-09,0.0,5.65e-08,2.714e-07,2.1252e-06,0.0,0.0,0.0,2.8284e-06
Cryogonal,0.0013120247,0.0013912022,1.12646e-05,0.0050151136,0.0049673814,0.0026234932,2.4e-09,0.0,0.018806904,0.0,5.2242e-06,0.0,0.2673486007,0.000569856,0.0,0.0052953101,1.11369e-05,1.4527e-06,0.0,0.0,0.0207715313,9.4999e-06,0.0001569621,0.0,0.0,0.0,2.4e-09,0.0003356254,1e-10,0.0,0.0,0.0,0.0,1e-10,0.0,0.0193725327,0.0,1.746e-07,0.025717788,0.0,0.0087713636,0.0043205583,0.0,0.0179246273,0.0,0.0208983094,0.0,0.0,0.0,0.0001804051,0.0,9.181e-07,0.0008950044,3.10777e-05,0.0,0.0,0.0,0.0013124163,1.5e-09,0.0,0.0,0.0,1.49331e-05,0.0,0.0,0.0003290481,0.0026234932,0.0049838339,0.0,9.026e-07,0.0,0.0,0.001833727,0.0026234932,0.0002471503,0.0,0.0,0.0,0.0,0.0013609993,0.0,6.74964e-05,7.6838e-06,0.0013901913,0.000569856,0.0027804554,1.7814e-06,3.475e-07,0.01806103,4.2e-09,0.0002471488,0.0114046209,0.0,0.0,0.2584846794,0.0,0.0,0.0,0.0015433333,0.2583427124,0.0013869983,1.4372e-06,0.0,0.000640459,0.0,0.0090809639,0.0001569621,0.0,0.0013124148,0.0,0.2355499733,0.0,0.0196341227,4.9799e-06,0.0,3.6e-09,2.4e-09,0.00176294,5.2242e-06,9.026e-07,0.0,0.0,0.2601132528,0.0004657097,1.2066e-05,0.0,0.0065035005,0.0001712796,0.0,0.0,0.0231731845,0.0,1.43055e-05,0.0,0.0,0.0002504643,0.0195180076,2e-10,0.0,0.0,0.0003261082,0.0,0.0206093519,0.0,0.0,0.0006115062,0.0,0.0,0.0,0.000569856,1.39699e-05,0.0019973848,0.0,0.0,0.000348953,8e-10,8.118e-07,1.26e-08,0.0097295241,9.027e-07,0.0
Beartic,0.0,0.0,0.0148244896,0.0048950635,0.0,0.0001168659,0.0,0.0,0.0014707489,3.30267e-05,0.0014210147,0.0,0.0014256821,0.0,5.13e-08,6.82545e-05,4.6673e-06,0.0026412721,4.8669e-06,0.0,0.0121773234,1.1807e-06,1.3401e-06,1.80086e-05,2.09053e-05,0.0,1.35e-08,4.48e-08,3.30267e-05,0.0,6.1237e-06,0.0,0.0,4.42e-08,0.0,0.002650695,3.30267e-05,0.0,0.0046419638,1.50284e-05,0.0,8.9964e-06,3.64897e-05,1e-10,0.0,0.0045901102,0.0,3e-10,1.5101e-06,3.30267e-05,0.0001197933,0.0043344761,0.010313212,0.0,0.0055378268,0.0,0.0,0.0,0.0,0.0,1.308e-07,0.0,0.0189229398,3.056e-06,0.0,2.12829e-05,0.0071905221,0.000505443,3e-10,0.0,1.443e-07,4.3385e-06,8.042e-07,0.0154045753,7.6562e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001440179,0.0,0.0,0.0,0.0024520744,0.0119609547,1.172e-07,0.0,0.0,6.1237e-06,0.0035612002,0.0002456766,0.0,0.0026412724,0.0,1.33e-08,0.021085181,0.0,0.0,0.0,0.0001440233,0.0,2.541e-07,0.0,5.13e-08,0.0006417333,0.0,3.056e-06,0.0,0.0125433962,0.006797826,0.0,2.6956e-06,0.0016438883,0.0001125835,0.0055355411,0.0081836983,2.5e-09,1.37986e-05,0.0118720908,0.0042770657,0.0,0.0,0.0,0.0,0.0,0.0016438883,0.0024781102,0.0,2.62e-08,0.0,0.0,0.0255685145,1.8014e-05,0.0,2.8284e-06,2.1619e-06,0.0075592191,0.0,0.0034743729,0.0001197933,4.42e-08,5.4e-09,1.147e-07,0.005534316,0.0,5.4454e-06,0.0066620892,0.0016438918,0.0,3.5566e-06,0.0026541789,0.0,1.3108e-06,0.0,0.0068046682,0.0,0.0003663234
Crabominable,0.0,0.0,0.0,2e-10,0.0,0.0,0.027314085,0.0,7.1514e-06,0.0380491434,0.0376399424,0.0,0.0,0.0,0.0001636892,6.949e-07,0.0,0.0,0.0,0.0,0.0003893128,4.1e-09,2e-10,0.0,0.0,0.0,0.0,0.0,0.0376399424,0.0,1.97e-08,0.0,0.0,0.0,0.0,4e-10,0.0,0.0,0.0271510957,0.0078174939,1.4e-09,0.0,2.22e-08,0.0,0.0,0.0,0.0,1.3413e-06,0.0,0.0012613302,0.0,7.657e-06,2.97e-08,0.0,0.0,4.1e-09,0.0,4e-10,0.0,0.0,0.0006126328,0.0,0.0543445874,0.0,0.0,0.0,0.0012613275,1.4e-09,0.0,0.0,0.0063549418,0.0,4.5e-09,0.0,7.7956e-06,0.0,0.0,3.8e-09,0.0,0.0,0.0207663937,0.0012613262,0.0,0.0,0.0,0.0365425246,2e-10,0.0,0.0543445874,0.0003892886,0.0,0.0,2.2e-08,0.0,0.0543510396,0.0,0.0,1.2307e-06,0.0012613261,0.0286337264,0.0,0.0010974178,4e-10,2.00229e-05,0.0,5.15e-08,0.0,0.0,1.4e-09,0.0,4e-10,0.0078174939,0.0,7.6977e-06,0.0,0.0,1.2e-09,0.0003892889,0.0,0.0,1.4e-09,7.6559e-06,1.249e-07,0.0,0.00907882,0.0,0.0376399424,0.0,0.0,6.452e-06,0.0007763265,0.0,1.2307e-06,0.0,0.0006126328,0.0008460977,2e-10,0.0,0.0,0.0,0.0351587498,0.0,0.0543644999,0.0,0.0,0.0543445874,0.0,0.0002333028,0.0,9.59e-08,0.0,2.93166e-05,3.38e-08,0.0,0.0006126328,0.0,6.452e-06,0.0,4e-10,0.0002333028,4.1e-09
Clawitzer,0.0,8.69e-08,0.0002155163,0.0005078753,1.142e-07,3e-09,0.0064855142,0.0,0.0004263007,0.0002157539,9.02332e-05,0.0,0.0001680248,0.0,1.767e-06,6.82e-08,5.8089e-06,1.142e-07,0.0,5.2e-09,2.9114e-06,0.0,0.0,0.0004414466,0.0,3e-09,1.285e-07,0.0,0.0,0.0,0.0,0.0001300998,0.0,0.0,0.0,4.25673e-05,4.765e-07,0.0002845186,0.0063549487,0.0228320574,0.0002883076,0.0002572212,5.02e-08,0.0232391377,4.9437e-06,3.1e-09,0.0,0.0,0.0004203879,1.8e-09,0.0003738549,1.142e-07,0.0001970787,0.0002002557,1.5975e-06,0.0,0.0,9.20002e-05,5.51e-08,0.0,0.0,7.823e-07,0.0,0.001650664,5.2091e-06,0.0,0.0,0.0002000336,1.3e-09,0.0,0.0063549879,0.0,0.0001629809,2.60126e-05,0.0,0.0228195217,0.0,4.8039e-06,0.000130096,0.0,3.8e-09,0.0,5.4e-08,0.0,2.805e-07,0.0012783586,0.0001285969,0.0330099447,7.842e-07,0.0,0.0,0.0029551276,0.0,0.0,0.0330124784,0.0,9.1e-09,0.0,0.0025504728,7.6e-09,1.4234e-06,0.0001300971,6e-10,8.482e-07,0.0,5.303e-07,0.0002255014,0.0,0.0001285969,0.0,0.000130096,2.75e-08,0.0330794576,1.33179e-05,4.9412e-06,0.0,3.07e-08,1.0657e-06,0.0,0.0,0.0,0.0,0.0001685259,0.0027312041,0.0331816051,0.0,0.0,0.0001983586,5.2e-09,0.0,0.0002352107,1.3e-09,0.0,0.0012784428,0.0,1.142e-07,0.0001980744,4.9412e-06,0.0,0.0,0.0065518021,0.0001985341,0.0356174323,0.0,7.823e-07,0.0,2.9e-09,0.0,0.0,0.0,0.0229089727,0.0001967986,0.0,1.35184e-05,0.0005863003,1.7683e-06,0.0,0.0003730154,0.0025330781,0.0,0.0
Gogoat,0.0,0.0058657558,0.075071008,0.0,0.0052745157,0.0,0.0,0.0,0.0229427229,0.0,1e-10,0.0,0.0,0.0,0.0,0.0230485812,0.0,0.0,1.675e-07,0.0,1.6452e-05,0.0,0.0,0.0,8.8e-08,0.0,6.6337e-06,0.0017077358,0.0052745168,6.36e-08,0.0,0.0,0.0,0.0,0.0,0.0999108618,0.0,0.0,0.0999895655,0.0,6e-10,2e-10,0.0,0.009463606,0.0,0.0,1e-10,0.0,0.0,0.0,1.1737e-06,0.0,2.14e-08,0.0052745157,1.4234e-06,2.4e-09,0.0,0.0,1.3e-09,0.0,0.0,0.0,4e-10,0.0,0.0,0.0,1.85e-08,0.0,0.0,0.0,1e-10,0.0,9e-10,0.0,0.0786691993,0.0075522737,0.0,1.4234e-06,0.0,0.0,0.0,0.0,8.72e-08,0.0,0.0,1.3e-09,0.0,0.0,0.0052957336,0.0,0.0,9.08339e-05,0.0,0.0,0.0,0.0,1.55775e-05,0.0,9.5e-07,0.0,1.4234e-06,0.0,0.0,0.0,0.0,6.6337e-06,4.693e-07,0.0,1.4e-09,0.0,0.0,2.934e-07,1.55788e-05,0.0,0.0075522737,0.0769614635,0.0,1.1e-09,0.0,0.0,5.7234e-06,0.0,1.0357e-06,5.928e-07,8.68425e-05,2.93e-07,0.0,0.0,0.0,0.0,1.7338e-06,0.0,0.0,0.0,0.0,0.0,2.12373e-05,0.0,0.0,0.0,9.17497e-05,0.0,2.79355e-05,0.0,0.0,0.0,0.0,0.0,5.7234e-06,0.0,0.0,4.522e-07,0.0,0.0,0.0229424523,0.0,0.0052745157,4.522e-07,1.55775e-05,1.989e-07,0.0
