,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Oricorio,0.0,0.0,0.0026161528,4e-10,0.0,0.0,3.2e-09,0.0,1.5262e-06,0.0,0.0,0.0,1.4638372986,0.0,0.0,0.0,1.994e-06,0.0026161528,1.9941e-06,4e-10,1.4638541873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60978e-05,0.0,0.0,8.87e-06,3.2e-09,0.0,0.0,7e-10,0.0,0.0,0.0026161528,0.0,0.0,3.2e-09,7.4661e-06,0.0,0.0,1.9941e-06,2.36972e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5265096676,0.0,7e-10,0.0,0.0,1.4638370601,0.0,1.11e-08,6.57e-06,0.0,8.9923e-06,0.0,7e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0626723565,0.0,0.0,0.0,0.0,4e-10,4e-10,0.0,0.0,0.0,0.0,0.0,1.4638616534,0.0,0.0,0.0,0.0652900482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57e-06,0.0,0.0,0.0,0.0,0.0,2.385e-07,0.0,0.0,0.0,0.0,1.27e-08,0.0626723692,0.0,0.0,3.2e-09,2.3e-09,4e-10,2.59972e-05,0.0,0.0626723565,0.0,0.0,0.0,8.5641e-06,0.0,2.2181e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026251451,1.994e-06,0.0,0.0,0.0,0.0,0.0,8.6348e-06,1.71272e-05,8.6316e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.57e-06,0.0,0.0
Garchomp,0.7115534666,0.0408286945,48.073688923,8.8979013773,0.0019678238,0.022284011,0.0654202213,1.943e-07,114.3388555265,0.003474877,0.0093367312,1.4638372986,0.0,15.4353320588,1.2716683243,1.6259854967,2.534858129,0.2722479919,0.0012746978,0.1610450757,12.1048541188,1.6986715333,0.0926894304,0.0646048384,6.51748e-05,0.0286899986,0.0268861479,0.0090738245,0.0003548477,0.0,0.004410423,0.0015013495,0.0144873118,0.0047096671,0.182745321,5.9566091039,0.0285777365,0.0036990271,59.6608737574,1.0403970186,0.3070158973,61.1575152883,0.034468176,2.2512553071,0.0002825219,6.1393771147,0.1019609694,7.85215e-05,0.0166804858,0.0066588348,0.0757838407,2.26e-07,1.8731727348,28.5740976022,0.0017910479,0.0085685904,0.0023281689,0.0177330106,0.1458259902,0.0081127908,0.0549181834,0.0005245966,12.158929049,0.0242121908,0.0002359813,40.2282419226,0.0296102223,6.9279292613,0.0371125905,0.003275072,0.043516532,0.1087931971,19.8362019404,1.379933493,0.0005615743,0.079809117,0.0643505706,0.0616452091,0.0078743839,0.7508492741,1.03e-08,0.0032445845,0.0003620927,1.3417295942,0.0914787227,0.070820716,7.9434978903,25.0880461698,52.9280297737,0.5010080705,0.0320167522,1.4539588072,0.0001510326,0.0320796003,7.8854805455,0.0542246387,0.0029332126,4.23e-08,9.8775872232,1.5047889371,0.0178895402,0.0065480968,0.6887378909,1.3449467623,0.0018325499,1.4982365037,0.23993716,0.0001278368,40.6525414548,0.0,0.2753836341,0.4179339509,10.5742057432,0.0074405122,1.2254e-06,0.025475289,0.8571468543,5.6505633336,0.0040326381,0.6408208899,0.0613151685,1.8011343693,45.3928068869,6.9114703201,8.6037012587,0.447267499,0.3285487715,0.5604168944,2.6614e-06,0.1151859148,5.0453063473,0.0006342188,0.0023915738,0.0008860012,0.0001223279,0.0122713009,7.074255504,0.0275575546,0.0127668426,0.2673486007,29.9521300312,0.0685264586,31.0215653556,8.37e-08,0.0096434469,0.6326792348,0.0028395652,0.0270099707,1.51492e-05,0.4232934327,4.6879520315,4.2889596372,1.4858177073,0.0579033848,2.0974989669,23.5380001072,0.0125432444,0.7847201838,27.8706564729,0.1547103873,0.0009351423
Bronzor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-08,0.0,0.0,0.0,0.0,0.0,5.6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-08,0.0,0.0,5.6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pincurchin,5.9209495854,0.0002603316,39.7120914384,0.7717961161,0.0,6.4655e-06,1.14914e-05,0.0,25.3235296957,0.0,1.52e-08,0.0,15.4353320588,0.0,4.275e-07,0.2699015934,0.001525235,1.03838e-05,0.0005862741,0.0,2.6447809649,8.3059e-06,0.0,0.0001242797,4.34e-08,1.85842e-05,0.0005027703,0.0002837516,0.2442317898,9.78989e-05,2e-10,0.0,0.0,1e-10,0.0,4.4757056901,0.0,0.0,0.4936274808,0.0010148958,0.0,0.168910003,2.9137e-06,2.78037e-05,0.0012007291,0.1246962832,1.6857e-06,1.58e-08,0.0,0.0450690768,0.010691975,6.2229e-06,0.1219110516,0.0130734178,1.65439e-05,0.0,2.623e-07,0.0,9.3005e-06,0.0,1.56e-08,0.0,0.6495072325,0.0,0.000834619,8.1282855423,0.0002406208,0.0081184998,0.0004765792,1e-10,3.45882e-05,0.0,5.9207752179,0.720348959,0.0,6.8217e-06,8.86417e-05,0.0,4.49e-08,4.3970878087,0.0,0.0,0.0,0.0180993811,9.2852257316,2.9617e-06,7.2698e-06,0.0189719856,20.6704937879,0.0008546949,0.0,0.0112730889,0.0,0.0,4.7217836141,0.0,3.9e-09,0.0,7.07747e-05,0.244966754,1e-10,0.0,2.4531750461,0.5517626095,4.3e-08,0.5031455044,3.1276e-06,0.0,16.6683559115,0.0,1.23211e-05,8.88936e-05,0.3541212839,0.0,0.0,0.0,8.1201240875,1.4080928982,1.349e-07,0.000215117,0.031758656,0.0,0.0060566076,0.0301003916,0.009136156,8.87625e-05,0.0005406156,4.888e-07,0.0,0.0,0.0015496267,4.72e-08,0.0,6.6e-09,0.0,0.0,0.3317523946,0.0,0.0,0.000569856,0.9459975174,5.8249e-06,1.4989750364,0.0,0.0,1.7598e-06,0.0,0.0058509281,0.0,0.0006049502,6.64078e-05,0.2428562115,6.89e-08,0.0007007782,0.0378864043,0.10967454,2.5587e-05,1.88596e-05,23.2004898907,0.0011988708,1e-09
Scream Tail,0.0033118554,0.0293659183,0.0459889126,1.4378477174,3.14292e-05,6.5443e-06,0.0012373363,1.25e-08,6.3256868122,2.62848e-05,0.000697832,0.0,1.2716683243,4.275e-07,0.0,3.1917532593,0.2042807372,0.0013923493,0.037066292,9.85275e-05,0.5391302805,3.0955e-06,0.0017636453,1.5089e-06,3.4546e-06,0.0019706162,0.0004271186,0.0074873717,5.00992e-05,2.05471e-05,0.0,9.8903e-06,1.4969e-06,0.0003562923,0.0,0.8345509017,0.0324757196,0.0044870975,2.8120288172,0.0078890438,0.0003524671,0.1672700358,6.4038e-06,0.036672092,0.0,2.0571235373,0.3299844421,0.0,0.1291339294,0.0392024021,0.0496057314,0.0,3.0164388217,0.97006227,0.0002818688,0.0010129264,0.0,1.767e-06,0.0566911528,0.0004855181,0.0032594278,0.024362901,0.1003054192,0.0002690176,0.0,1.1571386574,0.0393322948,0.2621948199,0.001139606,0.0,0.0013450624,0.0,2.5306951975,4.5498e-06,0.1114799851,0.2516992071,0.0003515909,3.5086e-06,0.0012721429,0.1124675915,4.23554e-05,0.0,6.2e-09,4.4198746875,0.0368577466,7.9134e-06,1.3041e-06,11.6945790074,8.0282518856,9.65311e-05,4e-10,0.2868284111,0.0,0.0,2.6284234152,3.54231e-05,0.0,0.0,0.0077877752,0.0011961762,2.05471e-05,0.0136006644,0.4914125535,38.0306104643,0.0020382268,0.0002040125,0.1925000404,0.000127888,0.1230536686,0.0,14.7929737534,0.0069642849,16.3385433279,0.0012692303,1.826e-07,1.29e-08,0.2803049802,0.346318357,1.4857e-06,1.108e-06,0.0768916508,3.05e-08,0.0646661786,0.1354314796,2.2758267798,0.0752457163,11.7971825638,0.0072675277,7.30444e-05,0.1221565576,0.4386126857,4.5338e-06,2.2e-09,0.0445357616,0.0003739212,0.0005000325,27.7097801481,0.0468966114,0.0,0.0,0.043627648,0.0178882515,42.4149133481,0.0002049601,1.08e-08,2.3273686177,0.0009581875,7.3019e-05,2e-10,0.0091287219,0.0420886119,0.0104257027,3.8e-09,0.0911606605,0.1126920078,0.0639599227,1.262e-07,0.0765020394,19.0493480182,0.0204601617,0.0076908503
Spidops,0.0,7.98029e-05,0.4475726732,0.2683939064,2.21538e-05,3.07e-08,4.30611e-05,1.29992e-05,1.7995827038,0.0,1.2462e-06,0.0,1.4858177073,6.89e-08,3.8e-09,0.0069838323,0.0004984352,1.298e-06,0.0,0.0,0.0024005219,1.506e-07,0.0010314434,0.0005674327,0.0004065104,0.0,0.0193589009,0.003537836,0.0,0.0,0.0002075819,0.0,0.0,1.2e-09,0.0002539442,0.0057462714,0.0,8.02381e-05,1.4897920206,5.8449e-06,0.0,0.0074659203,9.011e-07,0.0143535823,0.0,0.0261363951,7.38785e-05,7.27799e-05,0.0017944943,4.43e-08,3.14786e-05,0.0,0.0046437235,0.0057341627,3.3018e-06,4.1e-09,3.63271e-05,1.0998e-06,0.0003584112,0.0,2e-10,0.0002920103,1.0719401677,0.0,5.00803e-05,0.0,0.0,0.0005167016,0.000256328,9.243e-06,0.0038741801,0.0,0.0004302169,1.8082e-06,5.52999e-05,3.1977e-06,0.0002647268,0.0,6.40232e-05,0.0010351843,1.44149e-05,0.0,3.18e-07,4.0485e-06,3.0849e-06,4.4019e-06,9.011e-07,0.0152174182,0.0206216737,5.08642e-05,0.0002539448,0.0236774072,0.0,6.37e-08,0.2029756054,0.0001685559,1e-10,0.0,1.5409476593,2.97e-08,8.32667e-05,1.0998e-06,0.0017675308,7.8491e-05,0.000434096,0.0006586688,2.053e-06,2.03389e-05,0.0002848837,0.0,5.7797e-06,0.0001701958,0.0043929267,1.23e-07,0.0,0.0001603982,0.0001708227,0.0055365407,2.98653e-05,2.5987e-06,0.0001893961,1.73802e-05,0.0370561407,0.0150640965,0.0035254346,0.000150316,2.05099e-05,0.0001021459,0.0,0.0001503505,0.0315039189,0.0,3.56958e-05,3.4e-09,0.0,4.8087e-06,0.0249970379,0.0,1.2e-09,0.0,0.2105020103,6.23e-08,0.2787498617,1.8e-09,0.019358502,0.0001485921,0.0003179674,5.49204e-05,0.0,0.0007128786,6.87786e-05,0.0277178325,0.0,0.0012195375,0.0028457919,0.0056661999,2.4245e-06,0.0001461891,0.0070592218,0.0004393859,4.1e-09
Gardevoir,3.29e-08,0.0062841666,0.3817927874,0.0065509935,1.8506e-06,4.5647e-06,0.0058964226,0.0,0.2671073067,6.74e-08,0.0004509304,0.0,0.0542246387,0.0,3.54231e-05,0.0110549011,0.000111679,1.16908e-05,0.0001593413,1.2993e-06,0.0003951782,0.0149590123,0.0001060489,0.0339862245,3.27211e-05,5.547e-07,0.002060834,8.7e-08,0.0037954392,0.0,0.0,1.518e-05,0.0,1.08324e-05,9.6e-09,0.4991489847,0.0004245412,0.0,0.0283813004,0.0110935328,0.000159636,0.0048750638,6.63124e-05,2.56841e-05,0.0038037021,0.2322212082,0.0,0.0,0.0058237575,3.55e-08,0.0017773835,3e-10,0.0063493595,0.0401597863,0.0099545417,0.0001208802,0.0,0.0004204998,0.0004203961,2.17e-08,1.3e-09,0.000376897,0.0084408753,0.003803556,0.030872268,1.87e-08,0.0130217523,0.0632036236,0.0104816989,0.0,0.0086864409,0.0,0.2366997636,0.0100067961,3.82e-08,0.0019948957,0.0113832877,1.48e-08,1.51659e-05,0.0,0.0016777364,0.0037302587,1.97e-08,0.0,0.0004228301,0.0007043243,0.0006209449,0.0088895389,0.41802194,0.0059078404,7.111e-05,0.3756567813,2.5106e-06,0.0308260606,0.0197024912,0.0,5.105e-07,0.0,0.0519985153,0.0180405893,0.0,7e-10,0.0004291047,0.0076558962,0.001221269,0.2256314631,0.0,9e-10,0.0223190352,6.3204e-06,0.006946248,1.6e-08,0.0937986153,0.0046763351,0.0,6.74e-08,1.98471e-05,0.0197687879,2.214e-07,0.0,0.006159684,7.0988e-05,0.0098029166,0.0188958474,0.0144492907,0.0128608343,0.027395701,0.0005604391,2.7474e-06,0.0027165604,0.0250344309,2.445e-07,1.4145e-06,3.2047e-06,0.0,6.366e-07,0.2261343792,0.0,0.0,0.0,0.0457405895,7.44873e-05,0.103792454,0.0,0.0172268139,0.0025268284,9.6e-09,2.2e-09,1.3e-09,0.000626018,0.0073995191,7.54113e-05,0.0001685559,0.000487397,0.0985392024,0.0323885046,0.0118279064,0.3767321664,0.0106269233,4.46749e-05,2.4659e-06
Appletun,0.0,0.0,0.0237410813,2.30445e-05,2.72e-08,0.0,0.0013811279,0.0,0.0033111091,0.0,0.0023623581,0.0,0.0019842772,0.0001043195,7.878e-07,0.0317366717,0.000362219,2.08e-08,0.0001003708,0.0,0.0031800165,0.0,0.0012579377,0.0,0.0,4.9396e-06,2.403e-07,2e-10,0.0,0.0,0.0,1.606e-07,0.0,1.19167e-05,0.0,0.0059217378,0.0040628168,0.0,2.53531e-05,4.9e-09,0.0,0.0003851361,0.0,0.0,4.9412e-06,0.0202814278,0.000362236,9.0861e-06,0.0317453097,1.14727e-05,1e-10,0.0,3.89127e-05,0.0003492334,0.0006712737,1.8267e-06,0.0,0.0001231901,3.34e-08,0.0,2.36959e-05,4.9e-09,0.00284144,1.62671e-05,4.9412e-06,0.0,0.0001045524,7.36019e-05,0.0,9.52444e-05,0.0001529786,0.0,0.0043424176,0.0001043195,3.62652e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2169e-06,8e-10,0.0004223653,0.0001231902,1e-10,0.0,0.0001395264,0.0046570738,4.9e-09,0.0,0.0003705427,0.0,0.0,0.0008576597,4.40491e-05,0.0,0.0,0.0004228024,1.811e-07,0.0,1.606e-07,1.1405e-06,0.0004341926,1.8268e-06,0.0001676521,0.0,0.0,0.000528571,0.0,1.473e-07,0.0004379391,0.0001756823,0.0,4.9412e-06,3e-10,9.0864e-06,0.0010973624,0.0,0.0,3.49e-08,0.0001600295,0.0001634306,0.0001472992,0.0337853544,0.0,0.0313591819,0.0,0.0,0.0,4.24343e-05,0.0,0.0,0.0313577048,1.14652e-05,1.722e-07,0.0011470798,6.7683e-06,0.0,0.0,0.0004889933,2.12e-08,0.0004293491,0.0,0.0,3.2154e-06,0.0,0.0,0.0,0.0028166014,3.9136e-06,0.0002017557,0.0,4.1e-08,0.0001849545,0.0011120976,9e-10,0.0002871072,0.0202788101,0.0003876049,0.0
Tyranitar,6.9179e-06,0.0102327862,0.2493380935,0.048127266,0.0,0.0020877021,0.0126352143,0.0,0.6630420708,0.0004789051,0.0006500232,0.0,0.447267499,8.87625e-05,0.0752457163,0.0128412204,0.06559076,0.0003531837,1.7671e-05,0.0016071627,0.8684163874,0.1664497743,0.0002178041,4.7635e-06,9.1e-08,0.0020837941,0.0043325184,0.0005115919,1.78e-08,8.86417e-05,0.0047896231,0.0005776928,1.1332e-06,0.7488758909,9.6e-09,0.1316921887,0.0517504122,3.67e-08,0.4387932572,0.3351988793,0.271819683,0.1053449147,0.0001018709,0.0258013934,8.92868e-05,0.1210463784,5.02326e-05,0.000183083,0.0359746544,1.0575e-06,0.003294959,0.0005469403,0.2944746644,0.0829722403,0.0002340262,0.0050563238,0.0066333722,0.0178724345,0.0009643987,2.488e-07,0.0007298691,0.0,0.2286908107,0.0005013741,2.879e-07,5.8673e-06,0.0001380017,0.3034662581,1.7096e-06,0.0013765317,0.0616613808,0.0,0.9735598546,0.0021179952,1.0402e-06,0.1673457225,0.0008070292,0.0037222601,0.0155011691,0.0409041963,0.0028788797,0.0007914611,0.0015085959,0.7317518625,0.0042622451,0.0004006763,0.1788827035,0.1531361378,0.393290744,0.0034471462,1.82788e-05,0.0313862309,0.0,0.0011227757,1.7832066083,0.0128608343,0.037272148,4.23e-08,0.0339177606,0.0028947326,1.67436e-05,0.0079406936,0.0031042729,0.2862117227,0.0020725711,0.0256827346,0.0029341819,0.0009376255,0.2020703226,6.19e-08,0.0027418827,0.0003784283,1.8631277561,9e-10,2.653e-06,4.4062e-05,0.0182210854,0.1453490494,0.0003877472,2.46947e-05,0.0811273419,0.0221125507,0.2849584383,0.1735312848,0.1157352731,0.0,0.1088670272,5.42068e-05,0.0001838023,0.0019849199,0.1821145443,0.0,0.0080578247,1.1332e-06,0.0,3.14e-07,0.1630522372,3.21253e-05,0.0,0.0,0.0534295195,1.9688e-06,2.1591222351,0.0,0.0018529298,0.0863051574,0.0139301028,0.0194028792,0.0,0.0034584753,0.0145889777,0.0760776312,0.000150316,0.0015703434,0.0324847237,0.0505352878,0.0032983605,0.124921416,0.2558045366,0.0001651566,1.675e-07
Vivillon,5.8492e-06,0.0,3.1368e-05,0.0002830712,0.0,0.0,0.0013209312,0.0,0.0001144734,0.0,0.0065505073,0.0,6.6e-09,0.0,4.5e-09,0.011306583,0.0113274456,2.116e-07,5.43254e-05,0.0,3.63922e-05,3.5e-09,0.0,2.115e-07,0.0,0.0,0.0066819972,0.0,0.0,0.0,0.000165565,0.0,0.0,0.0,1e-10,4.12549e-05,2e-10,0.0,0.0002363903,0.0,0.0,7.8748e-06,0.0001669766,0.0115123783,0.0013195605,1.27033e-05,4.8033e-06,0.0,0.0004330091,3.27e-08,0.0066819972,0.0,1.58124e-05,0.0001943005,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,7.7201e-06,0.0013893452,8.1237e-06,0.0,0.0,1.23975e-05,0.0,0.0,9.16e-08,0.0,0.0,2.65e-07,9.03e-08,0.0,0.0066819972,1.43753e-05,0.0,0.0,0.0,0.0,0.0,0.0001643326,0.0,5.43254e-05,9e-10,4.68264e-05,0.0,0.0113211324,7.656e-06,0.0,2.1176e-06,0.0,6.6e-09,0.0001892904,8.1286e-06,0.0,0.0,0.0003970994,0.0,0.0,0.0,6.68673e-05,4.8224e-06,0.0003808703,5.98545e-05,0.0,0.0,0.0003876049,1.3921e-06,0.0,2.30949e-05,1.3281e-06,0.0,0.0,0.0,0.0001890716,0.0115869423,0.0,0.0,0.0,3.27e-08,0.0,4.42897e-05,0.0001058518,0.0,8.3856e-06,2.115e-07,0.0,6.71283e-05,8.3802e-06,1.3921e-06,0.0001213899,2.07727e-05,6.6e-09,0.0,4.8153e-06,0.0,0.0,0.0,1.542e-05,0.0,4.77598e-05,0.0,0.0,0.0001668965,0.0,0.0,0.0,0.0,0.0001641512,1.7056e-06,8.3e-09,1.4378e-05,0.0,4.6e-09,0.0001189285,4.73187e-05,0.0001203507,0.0016990417,0.0
Dondozo,0.2508443289,0.2306304851,7.2424488457,3.0070959267,0.0050068261,0.0149189804,0.073444459,0.0,35.2559305232,0.0001952939,0.0416072835,0.0,1.6259854967,0.2699015934,3.1917532593,0.0,0.9625957872,0.2872557803,0.0150758263,8.1824e-05,17.5219359812,0.0024185603,0.002171861,0.0888927404,0.0017043436,0.0205526393,0.0025321328,0.0534496632,0.5064826517,0.0,0.001300704,2.93e-08,6.4918e-06,0.232704875,0.0,1.3701848905,0.0225512823,2.0141e-06,2.5696164752,0.2732265471,0.0100313979,5.6018212299,0.0179700273,0.2008365905,0.0324372794,11.4834226797,0.0361087487,0.0007578397,0.2827261493,0.1259466303,0.0090523037,0.0,42.9037129655,7.5592091807,0.1209781315,1.625e-07,0.4043169238,0.1181509785,16.6734128278,3.67e-08,0.0095001646,0.0019795657,0.7785807548,0.1921914444,2.38412e-05,1.0743487639,0.0900449668,8.2059755089,0.0034443829,2.87599e-05,0.0506186875,0.0312197646,5.0344135178,0.9338412975,0.0919436318,23.8882616851,0.0407203782,6.31e-07,0.1985105331,0.1377662261,0.0316095041,0.0008399501,1.009e-07,0.0389729443,0.0043369718,7.8783e-06,8.9252e-06,10.0914408454,8.735633244,0.0028932212,0.1911429017,0.24274044,0.010991875,3.2315e-06,11.3228866136,0.0110549011,0.0003896866,7.58982e-05,3.4970772948,4.671878834,0.0103004188,13.7751232064,0.4998312171,0.2909260719,0.0111238907,0.366390063,0.0973877002,0.0,2.6537747259,1.65173e-05,0.0155264593,0.0210766758,12.4672203535,0.0089265286,0.0132178923,1.33491e-05,0.2884793818,0.457438473,3.556e-07,0.1187189259,0.0110494004,0.0201286123,6.9036796142,0.4727366639,16.8352137452,0.0128412204,0.2830801892,0.0615953291,0.0037112051,0.0106075984,1.5741494094,7.3529e-06,8.95679e-05,0.0322952774,0.0132273643,0.0002150833,2.3424987842,0.0155605243,7.58982e-05,0.0052953101,4.2076674614,0.0004538193,38.6790810522,1.153e-07,0.0021843694,0.1473371549,0.0,0.037085423,0.078382005,0.0823347211,0.1077011741,0.2263362676,0.0069838323,0.0475828116,2.0295314467,1.6167565332,0.0193633508,0.0369864274,1.5674800846,0.1353726506,0.0004296539
Toedscruel,0.0148844104,0.0030461069,2.1748580824,9.0738164199,2e-10,0.3506418705,0.3512566081,0.0,7.0110284335,2.3793e-06,0.0002505123,1.994e-06,2.534858129,0.001525235,0.2042807372,0.9625957872,0.0,0.0002929038,0.0002096492,0.0,0.1325509643,1.0602208369,0.0047755594,0.0005762893,9.1662e-06,7.8073770575,0.0144930723,5.692e-05,0.2619805985,0.0,5.0276e-06,0.0,8.43e-08,0.1744074148,0.0,0.0924954418,8.47e-08,0.06888183,12.7345491914,0.128676324,0.0036976851,0.7452717632,7.0313320384,0.8175172187,1.2e-09,0.3962171,0.0122778422,5.89046e-05,0.3927704555,0.0022237627,0.0013204567,1.41612e-05,0.4267143764,2.0914258072,0.0931079984,1.6869e-06,0.0531411475,0.0003884917,0.0002839706,0.0060424905,0.0028498236,0.0,1.8255240313,0.0719285528,0.0698340104,0.7893200033,0.0886221616,0.0037215788,8.77e-08,1.23e-07,9.6825222702,3.4909921521,0.5949179293,4.0338195015,0.0919679379,0.000311457,0.1884076547,0.0004789155,1e-10,0.000174923,0.1672304088,0.0011358869,0.0003161803,0.0012546453,0.0539480966,0.0011187677,3.7e-09,5.3776794514,0.8964502068,0.0035925303,0.0107635153,0.0884764896,0.002208783,0.0017779726,6.8807741147,0.000111679,0.0002632321,0.0,3.7831952411,0.0299833053,0.0008324745,3.32665e-05,0.3446301692,0.1699124186,7.0326543054,0.0602584882,0.0142301144,0.0,0.2111360656,1.3921e-06,8.51225e-05,0.002028893,0.8099664228,1.23e-07,0.0,0.0,0.1973523081,0.2184696782,9.8478e-06,3.4920331554,0.0040844974,0.01050145,5.2663620602,1.0941258528,1.9203395826,0.06559076,0.0129023304,0.0099440115,0.002498396,4.60851e-05,3.3453520825,1.4237e-06,1.41613e-05,4.5e-09,0.0,0.0017779719,0.3481502624,0.0,0.0104154094,1.11369e-05,12.1202846106,0.0024621287,1.5215919549,0.0075205175,7.6956e-06,0.1822544417,0.0,0.3862481362,3e-10,3.5484115776,5.5102844514,7.3950830046,0.0004984352,0.0015907712,3.9580473501,0.0431526293,1.8805e-06,0.025406189,6.2708651763,0.1496122082,3e-10
