,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Noivern,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Annihilape,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Iron Treads,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Tsareena,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Roaring Moon,Tinkaton,Indeedee-F,Charizard,Skeledirge,Zoroark,Salazzle,Abomasnow,Chi-Yu,Tatsugiri,Cryogonal,Beartic,Gogoat,Hatterene,Rotom-Heat,Tauros-Paldea-Combat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Murkrow,Spidops,Maushold,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Voltorb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77e-08,0.0,2.77e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masquerain,0.010616452,1.2178578315,0.0927950678,1.43167e-05,7.46823e-05,1.5517274095,0.0,2.26564e-05,0.000893416,1.409e-06,4.246e-07,0.0160501207,0.0222774673,0.1028742522,1.086e-07,0.0001287663,0.3688745087,0.0016044438,0.0072177067,0.0,1.43e-08,4.34206e-05,1.8613e-06,8e-10,0.0,0.0,0.0,1.3e-09,0.1121763708,0.0003596515,1.8613e-06,1.1118146364,5e-10,0.0430167168,0.0184673579,8.5037e-06,0.0362565616,0.0,0.0059584728,0.0,0.0,1e-10,0.0,0.0,1.09e-08,0.0,0.0,0.0235192001,0.0025689426,0.0368765187,0.0003565647,1.9132e-06,1.8613e-06,1.4594e-06,0.0,0.0001110656,0.0613241584,0.0001079846,5.107e-07,1e-10,1.272e-07,2.95195e-05,5.536e-07,0.0009002416,4.0138e-06,0.0079138128,0.0,0.2817876321,0.0001282077,0.0002998096,1e-10,5.02033e-05,0.0,0.1894969119,1.0272e-06,5.535e-07,1.0168e-06,0.3693840613,0.366710432,0.0,0.0,0.6063437278,0.0370372318,6.3e-09,0.0042926091,0.0002140544,0.0,0.0960219891,1.8e-09,0.0,0.9324918716,2.84504e-05,0.059316731,1.9132e-06,9.754e-07,0.0045273902,1.0058e-06,0.0028153945,0.0001605916,0.1392893118,0.0,5.44e-08,0.008235042,2.84504e-05,0.0,0.0,1.03e-08,0.0009377157,0.0331404161,0.0171111953,0.0002984433,0.0001373647,7.3962e-06,0.0562226604,0.0008441576,0.0,0.7548905459,0.0005902163,0.1158385165,1.59e-08,0.0006263716,0.0002204652,0.0074448843,0.0,7.97e-08,0.0014785811,0.0,2.971e-07,0.0,0.0583075896,0.0001073382,0.0,0.0,0.0,0.0021023453,0.0,0.0,1.1294177472,0.0007065092,6.3756e-06,0.0291135922,0.0,0.0,0.1375262846,0.0454395379,0.3697874766,0.0,4.9497e-06,0.0180737379,0.0076828211,0.0086509353,0.0047967061,0.1552933813,0.0002984433,5.1933e-06,9.83e-08
Luvdisc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dragonite,0.0035612685,13.0482606868,8.7626529141,0.1050308429,0.031176778,37.886136738,0.0,0.0085149208,10.0111503493,0.5037287662,0.3263257311,1.4114164585,2.6032312654,0.0275199931,0.0005787008,2.10303e-05,3.3985705138,3.439277216,0.0024681725,0.2792626909,0.546813726,0.1797908911,0.0672186644,0.0031180059,0.0,7.83902e-05,0.0100801135,0.0299760265,9.7271581568,0.0215454956,0.1750010782,27.2194595434,1.8309113005,1.3030421434,7.2652740116,0.3809182137,5.7677343288,0.0124015885,8.5149049866,0.1628217239,3.33457e-05,0.0027427873,0.0,0.1501013337,0.0115686877,0.0619693469,0.0,8.2318725973,7.245087094,0.0373456072,1.29197e-05,0.0358486322,5.74395e-05,0.1278459476,0.207045257,0.0109267113,0.0001824948,4.009417603,0.0074303039,6.54512e-05,0.1075449077,0.0396408155,0.0033213902,2.8365734499,0.0005618224,3.5825087499,0.5965164217,8.6574972595,2.0401067233,0.0849660996,0.0005398486,0.0023549054,0.0330395,8.7142107584,2.4688e-06,0.0520410116,0.0056671631,1.0876774654,0.4996141414,2.1132e-05,0.0370372318,13.4731051746,0.0,0.0168613951,0.0074207267,5.0253260196,0.072815283,8.754495357,0.05616202,0.0013054238,10.6894509915,1.7994386605,0.0143440444,0.0186854353,0.0012282808,0.9089895623,0.0003247983,1.7199644131,0.4584722504,14.5767450966,0.0243055268,0.0730389697,1.5944480364,0.0007593641,0.0134644656,0.0849320472,0.0019863899,1.7345622347,2.4835372621,1.742e-07,6.0743e-06,0.8040667874,1.362e-07,1.1882621932,0.7677899205,0.0292287411,1.0628418014,5.6621869363,10.780674366,0.0763576579,0.4283046242,5.9457963394,1.3787218571,6.52301e-05,0.0597100399,3.5041703812,0.0005542348,0.0006030274,0.0471963407,9.5514929257,8.316e-07,0.0,0.0086654152,0.0007697893,7.6053301067,8.65537e-05,0.0,37.0609101701,0.0549500286,2.5072e-06,0.6376629098,0.0,0.0305921177,6.398697702,0.5313352501,4.0505687858,7.921e-07,0.0294902595,0.2203586688,0.4099046477,0.0171702843,0.0559078281,6.4777948423,0.0934266359,2.43991e-05,0.0001174038
Donphan,3.521e-06,0.0010355482,8.95454e-05,0.0080338649,0.0246194999,0.0010190327,0.0,2.62945e-05,0.0153574047,6.533e-07,4.07363e-05,1.89e-08,2.2704e-06,0.0023991314,2.42943e-05,4.36e-08,0.0015845544,0.0139670097,7.32137e-05,0.0,0.0169141527,4.0251e-06,0.0,0.0,0.0,0.0,0.0014318107,0.0,0.0014318107,0.0,0.0,0.0016570149,6.83e-07,0.0153012336,0.0156110904,0.0,0.0170129051,2.92e-08,1.9e-09,0.0,0.0,4.06666e-05,4.06666e-05,0.0,0.0014318138,0.0003078316,0.0,0.0007523073,0.0160055077,6.76e-08,0.0,0.0,0.0,8.898e-07,0.0,8.898e-07,5e-10,0.0006512232,1e-10,5.09e-08,0.0,0.0106152375,2.9073e-06,3.89046e-05,0.0,0.0228828716,1.6000323096,0.0180712211,1.6080661747,0.0,0.0,0.0003078515,3.502e-06,4.14e-08,0.0,0.0,3.8823e-06,8.82e-07,3.88814e-05,3.18784e-05,0.0002984433,2.77e-08,6.0743e-06,0.0003098318,0.0106152375,0.0107243072,5.09e-08,0.008949905,0.0,0.0,2.0321e-06,0.0,0.0,0.0,0.0,4.06682e-05,0.0169159157,5.97211e-05,5.31e-08,0.0025510237,0.0,0.0003078316,9.06527e-05,0.0,0.0,0.0,1.7774e-06,2.42745e-05,0.0009925811,0.0,0.0,1.6000711911,0.0,0.0,0.0,1.89e-08,0.0015784749,2.9e-09,0.0161701662,0.0014356666,0.0106152375,7.4222e-05,2e-09,0.0,6.7e-09,0.0031382103,0.0153005368,0.0023874872,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,2.45456e-05,0.0,0.0025505141,0.0,0.0,0.0001123136,0.0,0.0,1.6000309925,5.68664e-05,1.6000894547,2.97e-08,2e-09,3.56062e-05,2.45456e-05,3.8407e-06,2.05e-08,8.7768e-05,0.0002984433,0.0,0.0
Gyarados,0.0018259304,0.0078144472,3.1619525851,2.5e-09,0.0027169072,1.7520308437,5.45756e-05,0.0001971105,0.10352735,8e-10,0.0009771314,0.0142932003,0.0001270363,0.0004079198,5.04e-08,0.0153916652,0.0017284254,4.288e-07,7.08707e-05,0.0,1.5936668104,4.6571e-05,0.0010466005,1.60193e-05,0.0,5.12553e-05,2.38845e-05,0.0,0.1163697371,2.79135e-05,7.47173e-05,1.5422326863,0.0002920198,0.0001372483,0.0297020481,0.0001563475,1.6084905307,0.0150237186,0.0478506177,5.3362e-06,0.0,0.0004416314,0.0,2.5e-09,3.1e-09,0.0003080744,0.0,0.140086642,0.006674286,1.4691e-05,4.58e-08,2e-10,1.46333e-05,3.39e-08,7.02938e-05,7e-10,0.0,2.7234e-06,0.0,0.0,2.4685e-06,1.46123e-05,7.95935e-05,0.1050440222,0.0,0.009415145,0.0,0.0073960542,0.1029779762,1.45e-08,1.4e-07,0.0003078349,2.40161e-05,1.5361852919,7.5e-07,0.0071093752,7.06554e-05,0.0023049695,0.0010248851,1.93578e-05,6.3e-09,0.0165338851,0.0168613951,0.0,4.1773e-06,0.0100933223,0.0,0.0022454046,0.0059999678,0.0,0.1052066366,2.38683e-05,4.885e-07,0.0004247065,0.0001478803,0.0006177957,1.5937044344,0.0842297276,0.019615284,0.1229848638,2.505e-07,0.0029465275,0.1715716382,2.05801e-05,0.0491844465,0.0,0.0009781981,0.1076209887,0.0883484117,0.0,0.0003098318,0.1029173567,1.52e-08,0.0007684751,6.48417e-05,0.0,8.7496e-06,2.59633e-05,0.0241783803,0.0043139845,6.352e-07,0.0087136709,2.68936e-05,0.0,7.6e-09,0.0085383581,0.0,1.53991e-05,9.42084e-05,7.9246e-06,8.619e-06,0.0,1e-10,3.53e-08,1.5962092324,0.000192628,0.0,0.1165641166,0.0,9e-10,1.63725e-05,1.5e-09,0.000291247,1.5344108123,1.1815e-06,0.0004967759,1.38084e-05,3.29711e-05,0.0219595716,0.0047490706,9.34287e-05,2.1739e-06,0.0088903208,6.9e-09,4.1773e-06,7.43097e-05
Gastrodon,0.0039352818,0.0206378724,2.941123905,0.000225172,0.0004648556,0.0574549704,3e-10,0.0001332556,0.0001523339,0.011130395,0.0364840637,0.0005784275,0.0022207857,0.0021528435,0.0001282591,0.0002033772,0.0093013908,7.45135e-05,0.003983961,0.0001319434,0.0,0.0001337314,5.79e-07,0.0,0.0,0.0,0.0,0.0,0.0451088001,2.3416e-06,4.7e-09,0.0336964564,9.809e-07,2.4949e-06,0.0304919279,1.77451e-05,1e-10,1.696e-07,0.011239919,0.0,0.0,2.60176e-05,0.0,0.0026029285,5.56e-08,0.0,0.0,4.4054e-06,0.0364017133,0.0036644487,0.0035944943,0.0,0.0081152911,2.291e-07,0.0,0.0008768299,0.0,0.0010843936,0.0072966269,0.0,1.72985e-05,0.010546049,7.87862e-05,0.0037135392,0.0,0.0007980227,0.5477929957,0.0075879928,0.5484851059,0.0,0.001786772,0.0,0.0,3.81391e-05,7.305e-07,0.0,0.0,1.176e-07,0.0008768327,0.0001984584,0.0008441576,0.1784551858,0.7677899205,6.48417e-05,4.1773e-06,4.615e-07,0.0,0.0410506848,0.0004652589,0.0081150318,0.0016398001,0.0003839252,4.3422e-06,0.0,3.49705e-05,8.507e-07,0.0003848651,0.000912093,0.1637538157,3.4638651196,2e-09,0.0034659893,0.1326271207,1.24688e-05,7.2325e-06,0.0,4.1773e-06,7.5671e-05,0.0148306237,2.5e-09,0.0,0.4355949812,0.0001384074,0.0001120484,0.0,2.546e-07,0.0008834803,0.0049774927,2.9766402002,0.0094905653,0.0002284029,2.9531511152,0.0030381343,0.0,4.4e-06,0.0033850765,3.6e-09,0.0004648232,0.0,0.0198153192,0.0,0.0,0.0005965501,0.0,0.1630921828,1.1e-09,0.0,0.2200121932,0.0,0.0,0.0034773039,0.0,0.0001766186,7.4395e-06,0.006592147,0.1622545791,0.0,0.006366604,7.16163e-05,0.0038956432,0.000136408,2.9111618291,0.0642024481,0.0,4.1773e-06,0.0
Vaporeon,7.2878e-06,0.0406488003,6.00925e-05,5.92176e-05,0.010615241,6.78226e-05,0.0,0.0,0.0042304972,0.0,0.0013516385,0.0001281735,0.0061774252,6.1e-09,7.5556e-06,0.0,0.0,0.0,0.0,0.0,1e-10,1.1027e-06,0.0,8.35687e-05,0.0,0.0,7.5556e-06,0.0,0.0444571129,3e-10,0.0,0.1242352909,0.0001442571,0.0,0.0042762283,0.0,0.0,0.0,0.0071599591,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,6.659e-07,0.0007573118,0.0073043064,6.3e-09,0.0,1.485e-07,2e-10,0.0,0.0,0.0,1.3728e-06,0.0,2.74625e-05,0.0,1.3e-09,0.0106152375,0.0001281735,9.8903e-06,0.0,0.0050481714,0.0,6.17e-08,0.0001873915,2e-10,0.0042118207,9e-09,0.0012674756,0.0042926083,0.0,0.0,0.0,0.0845167454,0.0,0.0,0.0042926091,6.99254e-05,0.0074207267,4.1773e-06,0.0,0.0106152375,3.6e-09,0.0073743358,0.0041741759,0.0012428379,0.0001298391,0.0,1.3e-09,0.0,1e-10,6.2e-09,1e-10,0.0842440419,0.0,0.0403316515,0.0,0.0,0.0121970274,0.0,0.0,0.0,4.1773e-06,0.0061775349,0.0077453057,0.0,0.0106152375,0.0,0.0,0.0042926083,4.1773e-06,1.062e-06,0.0009172322,0.000122764,0.0061774254,3.6e-09,0.0106152375,0.0003708652,0.0,0.0,8.2887e-06,0.0001093805,1e-10,2e-10,0.0,5.28693e-05,0.0,0.0,0.0,0.0,0.0847610236,4.1e-09,0.0,0.0843348352,0.0,0.0,0.0001442571,5.82e-08,2.9993e-06,7.6475e-06,1.096e-07,0.0398950717,0.0,0.0,3.162e-07,7.307e-07,7.307e-07,0.0,0.0062495542,0.0,4.1773e-06,9.02e-08
Lokix,0.000315291,0.0752785537,0.0706745904,0.0054513157,6.9393e-06,2.3151504309,1.19868e-05,0.0151072187,0.0775941777,0.0,0.0887125556,0.1226383132,1.693178871,0.065041065,0.0065225583,1.61347e-05,0.0078860495,0.0040480045,0.0,0.0002422376,2.2573e-06,0.0215296523,0.0024670109,6.9e-09,0.0,2.05816e-05,1.2e-09,0.0,0.3151383807,0.0714131183,1.23126e-05,0.0437772332,0.0134554309,0.0033070254,0.0170540728,7.5979e-06,0.0538482868,0.0011849464,0.1967038466,5.522e-07,7.088e-07,0.0040939175,5.4e-08,0.0425057348,0.0142198339,7.26219e-05,2.9e-09,0.3605331175,0.1720359814,0.0368785965,9.6e-09,0.0045522456,6.37e-08,0.0051946587,9.203e-06,0.0039047983,4.08845e-05,0.0055841487,4.975e-07,0.0,0.0,0.0001101309,0.0012231038,0.0466969909,0.0,0.0126000232,2.9e-09,0.3494264288,7.30019e-05,0.0016094056,0.0011893788,0.0,0.0,0.0471358303,0.0002431522,0.0,1.3e-09,0.0140839195,4.78e-08,5.73342e-05,0.0454395379,0.4195323832,0.5313352501,1.1815e-06,1.096e-07,0.0073097961,0.0,0.4364808629,0.0054192276,0.0009858462,0.0760732758,0.006349185,2.3e-09,6.4e-08,2.5018e-06,0.0022804347,2.0334e-06,0.0752444168,0.0111627983,1.7937123214,1.303e-07,0.0511675046,0.4036484878,0.0047443036,3.98e-07,0.0,0.0036013652,0.055873856,0.1515861235,0.0033476637,5.68664e-05,8.2862e-05,1.985e-07,0.0726328193,0.006592147,0.0,0.0649156408,0.048549077,0.2658062128,1.6322839632,0.3329310298,0.0233794021,0.0030316414,0.0,5.83e-08,0.1496861307,9.0578e-06,1.2573e-06,0.0078190617,0.3507874006,1.571e-07,8.686e-07,0.0001246798,0.0,0.3640933164,0.0074922931,0.0,0.5913660259,3.021e-07,0.0010764518,0.0312426439,0.0,0.0002293632,0.0113080508,0.0,1.7031307541,2.87566e-05,0.0379614753,0.0164907592,0.0712555293,0.0162270649,0.0140005222,0.0821673776,0.0002289449,6.36e-08,1.20059e-05
Orthworm,0.0001065395,6.8266566662,3.8550012096,0.0002855598,0.0114379349,1.2327133766,0.0,4.0972e-06,1.886317702,2.718e-07,0.0019209656,0.6835186768,0.0144360036,0.0168307995,0.0013576474,0.0046530092,0.0591907543,0.0020111622,0.0006782116,2.305e-07,0.2185701796,3.8739e-06,0.0008062087,6.5885e-06,0.0331600648,5.202e-07,0.0001470077,0.0159757676,4.7211961269,2.773e-07,5.199e-06,0.1417531146,0.2104418225,0.0,0.0907904848,0.0317848152,11.6558342335,0.032514755,0.0215879966,0.0010671185,6.5696e-06,0.0004882794,0.0001465865,5.555e-06,0.1364269065,9.6369e-06,9.6e-09,0.2014949635,0.0655237559,5.73258e-05,2.63184e-05,2.7e-09,1.09373e-05,6.99348e-05,0.0006284852,2.72e-08,0.0001630855,0.0025364406,4.24816e-05,0.0017588295,2.0219e-05,0.0174735733,0.0365359163,0.0351638083,0.0,0.020766875,0.0005795695,0.149911599,0.0354457781,0.0010297524,0.0003625625,4.47881e-05,0.0178822801,0.1120980646,8.41009e-05,0.0,7.1648e-06,0.0871955324,0.0033432916,0.0011959361,0.0002140544,0.7516872972,5.0253260196,0.0100933223,0.0106152375,0.0,1.2439e-06,1.9666053483,0.0552021931,1.1244e-06,4.2193318089,0.0226468092,0.000231428,0.0,0.0657669427,0.0038879576,0.1873590192,5.3700003457,0.0007551409,0.0318396117,0.0004934874,0.2754708392,0.1336252261,0.0340195602,0.0004783159,9.23673e-05,0.0869987484,2.0695574927,0.0431472803,0.0017554175,0.0107243072,0.0312246278,0.0012629936,0.002696983,4.615e-07,0.0009956124,0.1882424221,0.0513553936,0.1199276224,0.0043861733,0.0130888811,4.5535733757,0.0017570084,4.41125e-05,0.0001923075,0.1712388064,6.1909e-06,0.0004925341,0.0002076559,0.1178460707,0.0021125982,0.0,0.0,1e-10,0.7796716846,2.94631e-05,0.0,4.6941722979,6.06647e-05,5.8789e-06,0.0051814002,0.0,0.0491041228,0.3156677343,0.0073097961,0.6067967201,7e-10,0.0005726105,0.0565014485,0.1069465885,0.0082444752,0.1379323903,0.4953142173,4.7324e-06,0.0159757676,0.0
Froslass,0.0004478681,9.53e-08,0.0002849778,1.512e-07,1e-10,0.0004230347,0.0,2.42745e-05,0.0003609182,0.0,0.0,2.2158e-05,0.0,0.0,2.42745e-05,0.0,5.138e-07,0.0,0.0,0.0,0.0,2.76346e-05,0.0,5e-10,0.0,5e-10,0.0,0.0,6.375e-07,1e-10,0.0,2.95249e-05,2.92519e-05,3e-10,6.3e-09,3.35557e-05,2.21622e-05,5.137e-07,2e-10,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,2.26555e-05,1.22e-08,0.0,0.0,0.0,0.0,0.0,0.0004475937,0.0,0.0,0.0,0.0,0.0,0.0,4.239e-07,0.0,0.0,0.0,1.512e-07,5e-10,3.554e-07,0.0,0.0,2e-10,0.0,3e-10,1.59e-08,0.0,0.0,0.0,0.0004236806,0.0,0.0,0.0,0.000452739,0.0004534858,2.76346e-05,0.0,3.8993e-06,0.0,3.0757e-05,1.0703e-06,0.0,1.91562e-05,0.0,0.0,0.0,0.0,6.3e-09,1.58e-08,3.29231e-05,0.0,2.21428e-05,0.0,1.0614e-06,2.76431e-05,2.04433e-05,0.0004475973,0.0,0.0,2.42745e-05,4.221e-07,0.0,2.42745e-05,0.0,0.0,0.0,0.0,0.0,4.22605e-05,1e-10,0.0002848932,5.53972e-05,0.0,0.0,2.77623e-05,0.0,1.91473e-05,8.6e-09,0.0002848932,2.9243e-05,3.35557e-05,0.0,0.0,9.2468e-06,0.0,0.0,0.0,6.3e-09,0.0,1e-10,0.0,0.0,0.0002848932,0.0,0.0,3.37e-08,0.0,0.000423068,0.0,0.0,1.22e-08,2.793e-07,0.0,6.375e-07,5.2e-09,0.0,0.0,0.0
Oricorio-Pa'u,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,3.33e-08,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33e-08,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,9e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ursaring,0.0,0.0,8.3e-09,0.0,9e-09,0.0018750401,0.0,0.0,0.0015831625,0.0,0.0,4.7e-09,0.0,0.0,7.08e-08,0.0,0.0383938888,0.0,0.0,3.917e-07,1.188e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003189441,0.0,0.0,0.0744021512,0.0,0.0002900415,1.181e-07,1.7897e-06,7.65e-08,1.7e-09,0.0,0.0,8.30956e-05,0.0,0.0,0.0,5.4e-09,0.0,0.0,0.0728424342,0.0015833315,0.0,0.0,2.736e-07,0.0,8.30956e-05,0.0,0.0,0.0,0.0,0.0,5.11e-08,5.4e-09,0.0,0.0,0.0383938888,2.736e-07,0.0015885525,0.0,3.6e-09,0.0,0.0,0.0,0.0,0.0,3.34e-08,0.0017840568,0.0,0.0,5.83052e-05,0.0,0.0,0.0,2.88691e-05,0.072815283,0.0,3.6e-09,1.2439e-06,0.0,5.7066e-05,0.0,0.0,3.1308e-06,1.2439e-06,0.0,0.0,0.0383938888,0.000195623,7.18e-08,7.18e-08,5.09e-08,1.689e-07,0.0,0.0,0.1112076228,0.0,0.0,7.08e-08,0.0,0.0017840587,0.0016137496,0.0,5.09e-08,0.0,0.0,8.32645e-05,0.0,0.0,0.0,0.0383938888,0.0,3.6e-09,3.34e-08,0.0,0.0,0.0,0.0,0.0003190796,0.0,2.1e-09,0.0,0.0728135698,0.0,0.0,0.0,0.0,0.0017841831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.523e-07,0.0,0.0,0.0,0.0,0.0015831625,0.0,0.0,0.0,0.0,0.0
Azumarill,0.0034775436,5.1529334485,1.2408627438,2.138317715,0.0242648562,6.6954512338,0.0,0.0001874934,2.2077822287,4.1745943232,0.1447438183,0.0152745905,2.145526175,0.0842575139,3.105e-06,0.0303193431,0.0260429628,0.0023195012,0.0206371094,0.0,0.5815184324,0.0242827157,0.0029128753,3.9016e-06,0.0,0.0007884944,0.0084685875,0.0,2.8105872922,0.0009546455,0.1749304164,3.82394787,0.5183387941,0.0039587916,0.3170377999,0.0004445356,0.1504533316,0.0009977954,2.8264685583,1.82e-08,0.0022693337,0.0164525888,0.0,0.0016836928,0.0020832841,3.36736e-05,0.0304396206,0.5270195782,0.4792297936,0.0499743817,0.0,5.56333e-05,0.0071713467,0.0021507121,0.0006360551,0.0004290405,7e-10,0.09959539,4.7729e-06,0.0079358374,0.0954676516,4.3413595235,1.0359982183,5.7888853122,0.0,0.5831373893,1.7136970491,0.311931807,7.7142980582,0.0,0.0105455939,1.0937e-06,0.0317377209,0.7968029638,0.0008300564,0.039732417,0.0036961688,0.6282804325,0.664073199,0.0030726657,0.3697874766,5.6579381545,4.0505687858,0.0004967759,0.0398950717,0.6067967201,1.523e-07,2.2222145095,0.0019806316,1e-10,1.6376621456,0.0571976843,0.0013610509,0.0004251775,0.0014186389,0.0263427132,8.7697e-06,0.5793807468,0.0004033325,11.6543910959,0.0007460333,0.3432740065,1.2823316675,2.14145e-05,4.71123e-05,0.0,4.178e-06,0.0746308008,0.3877414527,0.0002121135,1.6000894547,2.8363854972,0.0003087286,0.1128666165,0.1622545791,1.34e-08,0.0920441607,0.1076598152,0.9303124168,1.6629350873,0.1913082234,0.7186592961,0.0112169901,0.0001210814,0.0001343121,0.4287381112,0.0,3.792e-07,0.0336953051,1.9716352623,0.0002207323,3.3e-09,0.0,5.2584e-06,0.360295948,0.0013413919,0.0,7.2761006164,8.6042e-06,0.0015613373,0.003472844,0.0012155496,3.24216e-05,4.1648600243,1.7031307541,0.0,0.0004194982,0.0134139846,0.2186068925,0.1283339798,0.0067261529,0.0379199213,6.6238310814,0.0285017168,1.28386e-05,0.0013975725
