,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Noivern,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Annihilape,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Iron Treads,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Tsareena,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Roaring Moon,Tinkaton,Indeedee-F,Charizard,Skeledirge,Zoroark,Salazzle,Abomasnow,Chi-Yu,Tatsugiri,Cryogonal,Beartic,Gogoat,Hatterene,Rotom-Heat,Tauros-Paldea-Combat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Murkrow,Spidops,Maushold,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Frosmoth,0.0,6.33623e-05,0.0034505924,0.0119729008,8.29416e-05,0.0018526728,0.0,0.0054513016,0.0007093312,3.944e-07,2e-10,2.0588e-06,0.0,1.907e-07,0.0,0.0,1.192e-07,0.0052240201,0.0,0.0,0.0,3e-10,0.0,8.33946e-05,0.0,1.3e-09,6.1e-09,0.0,2.2366e-06,0.0,0.0,0.0001476002,0.0,1.33525e-05,0.005391656,4.65438e-05,0.0004837037,0.0017877721,0.000776247,0.0,0.0,0.0004857045,0.0,0.0,2.12894e-05,0.0,7.69411e-05,0.0062712476,0.0011851284,0.0,0.0,0.0,0.0,1e-10,6.57e-08,0.0,0.0,2.7848e-05,0.0,0.0,3.669e-07,0.0,0.0,4.7576e-06,0.0,0.0,0.0,0.0095110257,0.0065050681,0.0010381231,2.1e-09,0.0,2.0079e-06,9.3e-09,1e-10,0.000364443,1.07e-08,4.14937e-05,1e-10,0.0,6.46e-08,7.7165e-05,0.0014365069,1.60653e-05,0.0,0.0014882034,0.0,0.0060574538,8.3628e-06,0.0,0.0065003126,0.0041363325,0.0,0.0,3.944e-07,0.0,0.0,0.0003945519,0.0,4.8224e-06,0.0,1.05e-07,0.006782785,0.0015086488,0.0,0.0,4.4e-09,0.0007722332,0.0069964432,0.0,1e-10,8.75084e-05,0.0,0.000106777,0.0,0.0010725424,0.0004881446,2.12892e-05,0.0076965868,0.0,0.0,6.30797e-05,0.0005112447,0.0,0.0,0.0011586215,0.000364443,8.2751e-05,0.0017037661,3.944e-07,0.0,4.23865e-05,6.04e-08,0.0,2.42623e-05,0.0,0.0,0.0021232711,0.0,0.0006469148,0.0008906533,0.0,2.914e-07,0.0054804986,0.0060104873,2.91e-07,0.0,7.78e-08,3.3429e-06,0.0,1.87745e-05,1e-10,0.0014193399,0.0,0.0,0.0
Ralts,0.0,1.212e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212e-07,0.0,0.0,0.0,0.0
Altaria,0.0007880191,4.759e-07,1.96e-08,0.0,0.0351557135,0.0070788276,0.0,5.4867e-06,0.0138152083,0.0,0.0007879034,7.87834e-05,0.0,3.1e-09,3.6e-09,0.0,3.13889e-05,0.0,0.0,0.0,0.0,1.5e-09,4.609e-07,1.288e-07,0.0,0.0,0.0001423843,1e-10,0.0091333091,0.0,8.48084e-05,0.0886530213,7.8276e-05,6.6379e-06,3.788e-07,5e-10,1e-10,0.0,8.25885e-05,0.0,0.0007879034,0.0,0.0,0.0,6.41082e-05,3.6e-09,0.0,0.005889665,0.0033303118,0.0,0.0,0.0,5e-10,0.0,4.7e-09,3.6e-09,0.0,0.0,8.48084e-05,0.0,0.0,0.0,0.0,9.13e-08,0.0,5.062e-07,5e-10,0.0138150618,1.141e-07,0.0,5.6167e-06,1e-10,0.0,9.9859e-06,0.0,0.0,0.0033961438,6.4415e-06,0.0,3.6e-09,0.0,0.0196878214,7.83902e-05,5.12553e-05,0.0,5.202e-07,0.0,0.0037329384,4.624e-07,0.0,0.0138156547,0.0814079219,8.48143e-05,0.0,0.0,0.0351558079,7.4e-09,1.05964e-05,0.0,9.13e-08,1e-10,6.1983e-06,0.0138150618,4.609e-07,0.0,1.157e-07,0.0,0.1165756176,2.13e-08,0.0,0.0,9.9859e-06,6.59922e-05,0.0,0.0,0.0,1.9e-08,0.0058256633,0.0058763086,6e-10,0.0,1.092e-07,0.0,0.0351562154,0.0,5.14966e-05,0.0,0.0,0.0,1.06014e-05,0.0,0.0,0.0,0.0,0.0350238528,0.0,0.0,0.0851391845,0.0,0.0,0.003732101,0.0,0.0,0.0009244696,2.05816e-05,0.0007884944,0.0,0.0,5.7e-09,0.0,5.967e-07,5e-10,0.0814074643,1.6121e-06,5e-10,0.0
Charmeleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maushold,0.0868190493,0.1718755666,0.3529193078,0.0009089485,0.0070107305,0.1802609306,0.0,9.057e-07,0.1161891619,6.73299e-05,0.0010854969,0.1338439187,4.17547e-05,0.0531413269,0.0088217934,4.5e-09,0.0577105198,0.0011060386,0.0001764828,0.0005514677,0.0002867261,0.0222577088,0.0012604927,4.20027e-05,0.0,5.7e-09,7.109e-07,1.1e-09,0.1757396927,4.47231e-05,0.1755946537,0.0373275171,0.2141813779,0.0027535673,0.2644235817,0.0011457225,0.5473019771,0.0001279228,0.2274310221,8.58799e-05,0.002880492,0.0001639508,0.0,0.0001772959,1.48681e-05,0.0112609011,0.0,0.2221852718,0.0306955013,0.0,3.5136e-06,0.00480289,0.0071652726,0.0159218004,0.0,9.6438e-06,0.0003549664,7.10486e-05,0.000660774,1e-10,0.0001252323,0.0385436123,0.001594236,0.0758970611,0.0112305576,0.0252313866,0.0,0.1741623076,0.0443166218,7.673e-07,0.0002227921,7.4469e-06,2.0078e-06,0.4488869243,0.010640347,0.0048205372,3e-10,0.0082401382,0.0015352907,6.9004e-06,0.0180737379,0.0904279556,0.2203586688,0.0219595716,3.162e-07,0.0565014485,0.0,0.1100327746,0.0060055686,0.0,0.0361400875,0.004657534,1.41e-08,0.0,6.88556e-05,0.0140385297,1.76215e-05,0.4603810599,0.0031198085,0.0129688949,3.98335e-05,0.0119791716,0.110761065,0.0003085121,2.34e-08,5.07592e-05,0.0354811549,0.0160882143,0.0822144035,0.0031198086,3.56062e-05,0.0385596218,3.0339e-06,0.0627233068,7.16163e-05,0.0001514836,0.0520927815,0.0452536758,0.4395624365,0.0002284849,0.0070067977,0.0975072113,0.0074391684,7.8036e-06,0.0043798857,0.2090819106,0.0002245126,7.456e-07,7.6859e-06,0.0891556608,1.31212e-05,0.0,9.5951e-06,0.0,0.0405300974,1.15744e-05,0.0,0.4396063045,2.938e-07,0.0,0.0320803523,0.0,0.0001440555,0.1027106541,0.0164907592,0.2186068925,0.0052444579,0.0001482503,0.0,0.0332969503,2.1425e-06,0.0055426537,0.0522077944,3.7361e-05,0.0,2.0681e-06
Shroodle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonsly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riolu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leafeon,0.0,1.1e-09,0.0008103345,1.512e-07,0.0,6.31544e-05,0.0,0.0,0.0003571085,0.0,1.18559e-05,3.55e-08,0.0,0.0,1.4e-09,0.0,6.62482e-05,0.0,0.0,0.0,2.12e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001383261,0.0,0.0,1.512e-07,0.0003441334,0.0,0.0,0.0,1.5e-09,0.0,2.1e-09,0.0006013059,0.0,0.0,0.0,0.0,0.0,0.0,1.758e-07,1.1039e-06,1.33e-07,0.0,0.0,0.0,0.0,0.0007458763,0.0,0.0,0.0,0.0,0.0013594739,0.0,0.0,1e-09,0.0,0.0,0.0,1.515e-07,0.0,1.7e-09,1.2e-09,0.0,4e-10,0.0,2.41387e-05,0.0,0.0,0.0,0.0,0.0005279248,0.0,0.0,0.0,1.3934e-06,4.64e-08,0.0,2.68235e-05,0.0,0.0,0.0013327845,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0033189208,1e-10,7.82708e-05,0.0,0.0,9e-10,0.0,1.771e-07,2.167e-07,5e-10,0.0,0.0,0.0,0.000746027,0.0,0.0,1.6e-09,0.0,0.0,2.171e-07,0.0,2.6e-09,0.0,0.0,1e-10,0.0001852733,0.001549275,2.172e-07,7.82708e-05,0.0017052784,0.0001722537,0.0,0.0,0.0,0.0006013059,0.0,0.0,0.0,0.0,1.1246e-06,0.0,0.0,0.0013328696,0.0,4e-10,2.12e-08,0.0,2.5092e-06,0.0,0.0,7.83245e-05,0.0,0.0,2.515e-07,4e-10,0.0,6.31517e-05,0.0006141659,1.5e-09,0.0,0.0
Slowbro,1.304e-07,0.0209185873,6.336e-07,0.0001852249,6.56305e-05,0.0142030073,0.0,0.0,0.0098203236,0.0,0.0,0.000607503,6.6e-09,1.6e-08,7.5561e-06,2.5e-09,0.0103006938,1.35e-08,0.0,0.0,0.0,0.0,2.538e-07,0.0,0.0,0.0001423843,0.0,0.0,0.0031545688,1.308e-07,0.0,0.0011275128,7.8276e-05,0.0,0.0319956194,1.2e-08,0.0,1.74936e-05,0.0277563796,1.133e-07,5e-10,0.0823474753,0.0001465865,5e-10,0.0014978084,0.0,0.0,0.1072319978,0.0831346456,2.43e-08,6.3e-09,2.47e-08,5.799e-07,0.0,0.0,0.0,0.0,0.0091632429,4.423e-07,0.0,3.74e-08,0.0071478852,3.948e-06,0.0014730158,4e-10,7e-10,0.0,1.23073e-05,0.0001877002,5.805e-07,3.49569e-05,0.0,2.39486e-05,0.003043142,8e-10,1.52424e-05,7.85663e-05,0.0008583564,0.0,0.0,0.0,0.1061752792,0.0100801135,2.38845e-05,7.5556e-06,0.0001470077,0.0,0.0215874739,1.35e-08,0.0,0.000640303,0.0001854677,2.428e-07,0.0,0.0002288542,0.0147874341,0.0,1.571e-07,0.0,4.07556e-05,0.0,0.0009970745,0.0216044577,9.14829e-05,0.0,0.0,0.0,1.6e-09,0.0079065113,0.0,0.0014318107,0.0030431415,0.0,5.54081e-05,0.0,0.0,0.0024891919,0.0071598351,0.0016041211,0.0019864594,0.0054114821,0.0054638881,0.0823474756,0.0,0.0003845231,0.0015299012,6.8577e-06,0.0,9.14669e-05,0.0017221904,0.0,0.0,2.538e-07,0.0,7.31024e-05,2.38845e-05,0.0003437761,0.059370234,0.0,2.538e-07,6.689e-07,0.0,3e-10,0.0186949934,1.2e-09,0.0084685875,6.8575e-06,0.0,7.109e-07,0.0051139799,1.068e-07,1.07527e-05,0.0099530043,0.0,0.0,0.0
Oricorio-Sensu,0.0,7.066e-07,0.0006897944,0.0,0.0,0.0,0.0,0.0,0.025301977,0.0,0.0,0.0159757676,1e-10,0.0,0.0,0.0,0.0,0.0006897932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,2e-10,0.0,0.0,1.5e-09,0.0,0.0,1e-10,2.74e-06,0.0166655609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299760265,0.0,0.0,0.0,7.067e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066e-07,2.74e-06,7.066e-07,0.0,0.0,1.3e-09,0.0308968398,0.0299760265,0.0,0.0,0.0159757676,0.0,0.0009180723,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0175836331,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0006897932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046740496,1e-10,0.0,0.0,1.2e-09,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308948067,0.0,0.0,0.0,0.0009180723,2.74e-06,0.0,0.0,0.0,0.0,2.74e-06,1.1e-09,1e-10,0.0,0.0,1.1e-09,0.0,0.0159757676,0.0
Glimmora,0.0147327342,13.2784770853,2.7407621175,0.0197775227,0.0154253625,21.3468964854,1.84209e-05,0.016759669,3.2019958039,0.4273861556,0.3262929468,1.1844768175,0.0294382886,0.2839075865,0.0027595842,0.0255401269,0.4077494903,0.6336860283,0.0007113614,0.0273917319,1.7530843087,0.0004196094,4.08704e-05,0.0017680919,0.0,0.0091333091,0.0031545688,2e-10,0.0,0.0589322651,2.98739e-05,8.2727008939,0.2221713821,0.1558476481,2.3995760106,1.1579159709,7.1234332778,1.06191e-05,5.2986484542,0.0048365304,0.0285202038,0.0094163889,0.0,0.1574308861,0.2555287022,0.000131729,7.9166e-06,0.546114942,0.5880158726,0.0342512582,7.04e-08,0.0175940159,9.1449e-06,0.2078226532,0.3606522642,0.0117105741,0.0002381559,1.5903317811,0.0192715888,0.001726959,0.1105484591,0.0709037688,0.2363957414,1.0405846304,0.036127133,1.7629841523,0.0477766599,6.1031459134,1.704229935,0.0809039516,0.0018891101,7.94873e-05,0.0001520997,3.2260549872,0.0191689453,5.79391e-05,0.0052007768,0.460749028,0.350836893,0.0012387508,0.1121763708,9.2664482155,9.7271581568,0.1163697371,0.0444571129,4.7211961269,0.0003189441,5.1705119083,0.4511025384,0.1565569143,1.2323552899,0.0247940201,0.0602459434,0.0576591371,0.3050569695,1.5050720746,1.5851131136,3.192742516,0.0146436162,2.1331127661,0.0162495004,0.4420974681,2.5180763263,0.0629187393,0.0178158002,9.57672e-05,0.1368185384,0.4383339198,0.4529040289,0.0482763879,0.0014318107,1.3558466763,0.0021612175,0.7224517686,0.0451088001,2.97e-08,0.6139978249,1.7222858464,3.2367594671,0.1666538617,0.0737806192,2.6432433805,0.3817185241,0.0001634262,0.0002423737,3.035864436,0.0022138846,6.9805e-06,0.0005940028,4.1794774247,0.0586941383,3.92999e-05,9.415e-07,0.0883934079,6.6723015866,0.001278905,0.0,9.7301997514,0.0556334788,0.0007757042,0.4740952726,0.0,0.0107738564,1.8955983077,0.3151383807,2.8105872922,0.0447037027,0.0110238079,0.1757396927,0.1212281189,0.0042500735,0.4642718288,1.6389522409,0.2196048284,0.1635391181,2.89318e-05
Arcanine,2.39313e-05,0.1807662284,1.635e-07,0.0,0.0,0.6946367979,0.0,8.384e-07,0.0064384513,1e-10,0.0,6.933e-06,0.0,2.71891e-05,0.0,0.0,3.20633e-05,6.489e-07,2.773e-07,0.0,0.0,0.0215296534,3.39008e-05,0.0,0.0,0.0,1.308e-07,0.0,0.0589322651,0.0,0.00020448,2.2036e-06,1.19e-08,1.30345e-05,1.48558e-05,0.0,2.36e-07,0.0,0.6846559934,1.02969e-05,0.0,0.0090175244,5.4e-08,5e-10,1.099e-07,0.0,0.0,0.0025095683,0.0046471412,0.0002365435,0.0,2.36e-08,0.0,1.168e-06,0.0,1.612e-07,1.21e-08,0.0,3.377e-07,0.0,0.001812737,0.0,0.0046551209,0.0018137519,0.0,4.6614e-06,1e-10,0.8652837265,0.0046315283,0.0,1.4368e-06,0.0,4.6478e-05,6.0497e-06,1.985e-07,0.0,0.0023527948,1.05898e-05,0.0,0.0,0.0003596515,0.6889367685,0.0215454956,2.79135e-05,3e-10,2.773e-07,0.0,0.1856536082,0.0018127384,0.0,1.81957e-05,2.362e-07,0.0,0.0,1.51603e-05,0.00040401,0.0,0.0545476431,4.175e-07,1e-10,0.0090175237,0.00020448,0.0018193996,2.362e-07,6.61e-07,0.0,1.21e-08,0.0001421466,0.004225539,0.0,0.0,0.0,1.985e-07,6.47e-08,2.3416e-06,0.0,2.576e-07,4.47237e-05,9.587e-07,6.572e-07,0.0,3.45065e-05,0.0007883549,0.0,2.896e-07,5.51958e-05,1.51662e-05,0.0,2.485e-07,0.1809826157,0.0,0.0,0.0,0.0,0.6850156199,0.0,0.0,0.2393993286,0.0,0.0,0.0215292883,0.0,6.8e-08,7.631e-07,0.0714131183,0.0009546455,4.0997e-05,0.0215628774,4.47231e-05,0.05069286,2.935e-07,0.0090175243,1.05511e-05,0.0,0.0,0.0
Luxio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hippopotas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9128e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9128e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
