,Iron Leaves,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Slaking,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Vaporeon,Dunsparce,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Flareon,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Tauros-Paldea-Blaze,Iron Treads,Hattrem,Rotom-Frost,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Naclstack,Dugtrio,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Salazzle,Abomasnow,Roaring Moon,Luxray,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Brambleghast,0.0045305781,0.0001433974,1.1039178106,1.0256170528,5.1886e-06,0.0025076488,0.3406487425,0.0,7.5447e-06,9.54927e-05,0.1552225787,0.0042784332,0.0139639568,0.0140859032,0.0003085881,0.0218415666,0.0013271766,0.7894817862,3.19171e-05,6.1349e-06,0.06795636,3.661e-07,0.1979402215,3.286e-07,0.000555588,0.03307272,0.0,1e-10,1.32352e-05,2.118e-06,2.71121e-05,0.0065962603,2.82888e-05,9.7e-09,0.3159671815,0.0210315467,2.7576e-06,0.0370549334,2.03914e-05,1.54e-08,0.7877240077,3.09478e-05,6.48402e-05,0.00012489,3.75169e-05,1.06918e-05,0.0679795561,0.007608895,0.2329246125,0.007967633,3.25e-07,0.0017437753,0.0002650699,0.0004950257,0.0,0.0001304733,0.0063315217,0.0013858846,9.0308e-06,8.03671e-05,0.0652050663,0.0006893868,0.0200761887,0.0004894767,0.2039499865,3.2134e-06,0.0,0.0499349272,0.000607148,0.0,0.0007989286,0.0,0.0,0.0028181828,7.03116e-05,4.50515e-05,8.5013e-06,0.0025535024,0.000363967,0.0486261535,4.67902e-05,1.0154956574,0.0003290869,0.0,1.3215e-06,0.0101912707,4.90668e-05,1.26e-08,0.0202812489,0.0,0.0001596392,0.0064095384,0.0120859877,3.45632e-05,6.15276e-05,8.19e-08,0.1979650125,0.0045246865,0.1979501908,0.0020402827,1.973e-07,1.215e-07,0.1260200152,0.0,0.0,3.97881e-05,0.0,3.3963e-06,0.04586059,2.79991e-05,1.09737e-05,3e-10,6.0551e-06,0.0,0.034171065,0.0502164854,1.18008e-05,0.0,0.0005934541,9.0673e-06,0.0008197501,3.2346e-06,0.000110649,0.1460498438,0.0458485406,0.2240856419,6.24083e-05,0.0072640492,1.0809848894,0.0,0.0,0.7398907832,0.0076061905,3.1292e-06,1.0799215107,0.0,1.9e-08,0.0679550977,0.0,6.44213e-05,0.7428087363,7.9e-09,0.7431446877,0.0065721572,7.128e-07,0.0060783304,0.0066181557,0.0001270569,0.0004174652,0.1120081832,0.0175598632,0.0005214474,0.0584328242,0.005000556,3.92984e-05,0.0004813287,0.0476177702,2.9365e-06,0.0026886597,0.0001110835
Gothitelle,0.0,0.0,0.0,1.314e-07,0.0,0.0328326369,5e-10,0.0,0.0,0.0,1.291e-07,0.0,3e-10,0.0013357252,9.17026e-05,0.0,0.0,0.0,0.0,5.086e-07,0.0,0.0,0.0,1.41e-08,0.0,0.0,0.0013362339,0.0,1.33e-08,0.0,0.0,2.3e-09,3e-10,0.0,0.0248118174,1.291e-07,4.8e-09,0.0,0.0,5e-10,1.16539e-05,0.0,0.0,0.0,0.0,0.0,4.0008e-06,0.0,0.0,0.0013357252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,4e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6212e-06,0.0,7.203e-07,5.086e-07,1.44695e-05,1.16587e-05,0.0,0.0332034382,0.0,0.0,8.72e-08,0.0,0.0062765013,1.16539e-05,8.72e-08,5e-10,4.56e-08,0.0,0.0004623279,0.0,0.0,1.39603e-05,0.0,0.0,8.495e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16539e-05,0.0,7.202e-07,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0004623256,0.0,0.000465823,2e-10,8e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328326369,0.0,0.0,0.0,0.0,0.0,5e-10,0.0,0.0022955103,0.0,0.0,0.0,8.81257e-05,8e-10,0.0,4.8e-09,0.0001020857,2.358e-07,2.7e-09,3.4921e-06,0.0,0.0085712888,2.358e-07,0.0,0.0,0.0
Primeape,6.8e-09,2.19308e-05,0.009057795,0.1100301973,0.0,0.0001456048,0.1831110591,2e-10,0.0,8.0732e-06,0.0001112144,1.8e-09,0.1588071549,5.3121e-06,3.055e-07,1.66373e-05,0.0,0.000127965,2.05938e-05,2.60323e-05,0.0,1.4574e-06,2.157e-07,0.0004821489,0.0001372021,0.0,0.0177127498,0.0,0.0,3.7566e-06,0.0,0.1597676174,1.85e-08,0.0001372021,0.0317419548,6.8611e-06,0.0033820022,0.0132070248,0.0,2.0645e-05,0.1217510843,2.254e-07,0.0490042673,2.1471e-06,3.35907e-05,0.0109968772,0.0,0.0,2.119553633,0.007635576,3.059e-07,0.0176338855,0.0,5.858e-06,0.0001304733,0.0,0.0174536318,0.002896163,3.7566e-06,0.0175616465,0.0129573358,2e-10,0.0,0.0,2.96394e-05,0.0,0.0,0.0351776874,0.0035659477,0.0,1.464e-06,0.0975556665,0.0,0.0827988265,0.0156648971,0.0,4.6158e-05,0.0975424813,0.0,1.98244e-05,0.0238618479,0.0464158296,0.0003918771,0.0,4.1544e-05,0.2122987347,0.0001372021,0.0,0.0135112947,1.6187e-06,0.0022612672,0.0131239147,0.0097917826,2.05837e-05,0.0,6.925e-07,0.0087398066,0.004978207,1.36e-08,0.0595921652,9.134e-05,0.0006868864,0.0207411231,0.0,0.0,0.0,0.0,1.7431e-06,2.1990310752,0.0028960995,0.0143289094,9.2436e-05,0.0,1.4574e-06,0.0975284896,0.0006887909,0.0,4.46828e-05,0.0,7.5e-09,6.697e-07,9.955e-07,0.0001106491,0.1756080712,2.1396340121,6.781e-07,4.2545e-05,2.0646e-05,2.3e-09,0.0,4.77856e-05,2.1218709546,0.0,0.0,0.0612225725,0.0,0.0028960967,0.0,0.0,0.0156589935,2.1103044081,9.3432e-06,0.0234635927,0.0174555625,0.0026783528,0.0975961193,0.0600734519,0.0085724089,2.18812e-05,0.0026390758,0.0002272875,9.3432e-06,0.0189538712,0.0131125072,0.0,8.4082e-06,0.0039471974,0.000139686,0.0,0.0001372038
Greninja,0.0747255621,0.0615017621,50.6222567578,6.6214439943,0.0242190772,10.9018442074,20.8433948563,6.75442e-05,0.0049792758,0.1108341831,17.6183989057,0.0080060687,0.5443776478,2.1257213127,0.3424723402,0.0200825513,0.0246074363,5.4820419475,0.0769932342,0.0154558783,0.0123890873,0.0,0.0268549513,0.1370505428,0.0004836852,0.0083445756,0.0175441168,0.0807932372,0.0002760744,0.003104994,0.0002679881,5.9526178372,0.0310785905,0.0387272066,59.5616158176,1.0054651188,0.2484644394,4.8545638328,0.0853760174,0.0049320439,1.4666764645,0.0015294735,0.0004941559,0.3313263585,0.5272853791,0.125425892,0.0012614133,0.0905457005,5.0477834246,2.4885059487,0.0196615034,0.0269771667,0.0147774318,0.0020769122,0.0063315217,0.0174536318,0.0,9.4896737103,0.010025794,0.5214037785,0.0351034985,0.0259796363,16.3275800492,4.8342e-06,0.4650969567,2.20602e-05,0.000151913,3.065539781,4.1355163151,0.4063542253,0.0168987136,0.016087208,0.0109094049,3.6133269716,7.21356e-05,0.4718797204,4.06877e-05,17.6332303008,3.4541367437,0.0029173594,0.0747747133,43.1602768579,0.0823124333,0.0002557332,0.0001489922,26.8711846352,0.1467923803,0.0005234329,7.4414419873,0.0052897076,0.0049510731,3.1431457385,1.7553443581,0.0004343611,0.0182593841,0.0081299961,0.3530187389,0.1760868026,0.0004022668,0.1702106069,1.8631e-06,0.0721228628,2.8970603284,5.64422e-05,0.0,0.0165215216,0.0003263497,0.3238871837,8.9438552239,0.422976081,0.0584797073,0.0064146891,0.0,6.92698e-05,0.5831654788,1.2965187435,0.1540763052,0.0008738747,1.39182698,0.0010175429,0.0200420284,0.2589621051,0.0035187316,24.6688089883,0.7355595015,12.5057481335,9.6446197627,16.7960777044,0.8536688622,1.39806e-05,0.027021153,5.8743033156,0.0107724387,0.6072687467,19.041432301,0.0118305427,0.0057832758,5e-09,0.0005103184,0.0005022168,13.1113667329,0.0382107106,42.7998461793,0.0534213135,0.0303181809,0.0041838971,0.0834290658,3.1395605024,0.4878730534,0.9660810094,0.0002034361,0.0288240086,0.7621470081,0.8034002774,0.0642875419,0.1857069763,22.5410176221,0.1545468653,0.011461031,0.032833549
Zorua,0.0,0.0,0.0007072013,3.37e-08,0.0,8.2784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.927e-07,7.4857e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17375e-05,0.0,0.0,0.0007079914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17375e-05,6.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4857e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007189791,0.0,4.874e-07,0.0,0.0,0.0,0.0,0.0,0.0007071988,0.0,0.0,0.0,1.17489e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0,7.927e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23e-08,0.0,0.0,0.0,2.67e-08,7.4857e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5194e-06,6.6e-09,0.0007071988,7.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sylveon,0.0076081209,0.2206817921,0.1198217373,0.0643384798,0.0,0.0196645962,0.3859533659,0.0,1.7378e-06,0.0003330028,0.2906426415,7e-10,1.2229e-06,0.0160003316,0.0001378205,0.0081928264,0.0002869228,0.2025912259,0.0003616902,1.82245e-05,3.4242e-06,0.0,0.0152348997,0.0005099707,7.7746e-06,8.06e-08,1.8686e-06,5.02896e-05,0.000586966,9.59566e-05,0.0011187167,0.8004450698,0.0005347142,1.00708e-05,1.042251305,0.0731105472,0.0029046984,0.2493383828,0.0011194905,0.0195555612,0.0619375725,3.01046e-05,1.612e-06,2.0402e-05,0.0001353084,0.0015790155,0.003933795,0.0013988717,0.0147012306,0.0674446043,0.00031272,0.0006242473,0.0240386609,6.99584e-05,0.0013858846,0.002896163,9.4896737103,0.0,5.979e-07,0.0009715151,0.0001204374,0.0020192483,9.6059037012,6.27e-08,0.0011825246,2e-10,0.0,0.7662120597,1.28111e-05,7.5609e-06,0.0084344351,0.0,0.0038207008,0.5686367153,0.0,0.0012254498,0.0,0.0085729287,3.30672e-05,0.0169348875,4.91e-08,0.2678765284,0.0062366814,0.1745983713,0.0,0.0085391328,0.0037799692,5.1913e-06,0.0791105391,0.0271785954,0.0,0.0492516156,0.076718975,3.73e-07,0.0026985213,3.3088e-05,0.0007802561,0.4664175513,0.0002636686,0.0001570477,5.92e-08,0.0041619989,0.0038150406,6.43e-08,0.0,0.4545945136,0.0,5.62521e-05,0.2249108993,0.0028991538,0.0008566931,0.0003500339,0.0,4.8e-09,0.0084422327,0.1911752699,0.0,1.144e-07,2.543e-07,0.0,0.0002081656,0.0004448584,0.0014754749,1.0864990493,0.2238563155,9.5247244495,9.5284671309,0.003843343,0.004298575,2.9241e-06,0.002171243,0.3916915557,1.5678e-06,1.9e-09,0.1685293534,2.59847e-05,0.0028979655,2.168e-07,0.0003102692,0.0,0.4548385716,0.0015192469,11.0219106138,3.8955e-06,0.0112357067,0.2020659676,0.0042112849,8.78499e-05,0.0035261446,0.3321264248,7.28806e-05,0.0029981106,0.9454507297,0.0163652334,0.0154383099,0.0171862976,0.0084498306,8.0192e-06,1.0997e-06,0.0015374879
Klawf,1.1859e-06,4.792e-07,0.0198323905,0.2905970166,7.761e-07,0.0,0.0003460831,3.7e-09,0.0,0.0,1.24798e-05,1e-10,0.0001775073,6.3399e-06,0.0004744468,0.0,0.0208889729,6.16272e-05,2.53388e-05,7.762e-07,0.0,0.0208905144,0.0,2.50997e-05,0.0008096701,1.20002e-05,0.0,0.0005057485,0.0,0.0070452467,9.7075e-06,0.0039503956,1.5e-09,2.247e-07,0.2841112241,5.0063e-05,3.7567e-06,0.0001029787,0.0,3.6477e-06,9.59877e-05,0.0008096701,0.0008098629,8e-10,0.0004762471,8.80302e-05,0.0008320446,0.0,2.0408e-06,0.0647883312,0.0655862352,5.978e-07,0.0001528343,0.0,9.0308e-06,3.7566e-06,0.010025794,5.979e-07,0.0,0.0213019027,0.0,8.10468e-05,2.34358e-05,0.0,0.0008028279,0.0,0.0,3.27744e-05,0.0001359525,0.0001424911,0.0,6.925e-07,0.0,0.0100508452,3.7603e-06,0.0,0.0,9.7513e-06,0.0251349935,5.415e-07,1e-10,1.95976e-05,8e-10,5.415e-07,0.0,0.0226569561,0.0,0.0,0.2837099122,0.0,7.3e-09,0.0198491051,2.86213e-05,0.0649540724,0.0,0.0,0.0,1.29e-08,0.0003575509,0.0001132489,7.761e-07,0.0003882169,0.0020758797,0.0,0.0,9.57e-08,0.0,2.24e-07,0.0070548955,2.51367e-05,0.0,0.0,9.7075e-06,4.292e-07,0.0,0.0001431196,0.0024181427,3.7566e-06,2.07742e-05,1.9286e-06,0.0,0.0,0.0,9.5986e-05,0.0670814278,0.0685791833,0.0038129362,0.0001743752,0.0073689264,0.0008013774,1.76e-08,0.0002989811,0.0,3.444e-07,0.0001995215,0.0,0.0236647991,0.0,0.0,0.0,0.0073970246,0.0,0.3147597584,6.023e-07,1e-10,2.292e-07,0.0103833438,1.40735e-05,2.64736e-05,0.2835555322,5.4881e-06,2e-10,0.0200690463,1.12889e-05,0.0003825893,5.978e-07,0.0007083216,9.11e-08,0.0039670703,3.6477e-06
Hariyama,0.0011630288,0.0043229598,6.389e-06,0.006037891,0.0,1.574e-06,0.0054461129,3.89041e-05,5.4501e-06,0.0002290558,0.000587483,4.9e-09,0.00058942,0.000163206,1.8298e-06,0.0013953325,0.0004494678,1.77923e-05,1.98e-08,1.627e-07,3.5e-09,0.0058393214,9.02254e-05,1.454e-07,0.0506562955,6.3579e-06,0.0,1.1227e-06,1.02806e-05,1.1931e-06,0.0003011188,0.0066761559,2.59011e-05,0.0001603818,0.0006133899,3.7365e-06,6.041e-06,0.0014825808,3.5111e-06,6.10112e-05,0.0053600739,8.892e-07,6e-10,0.0100514423,5e-09,0.0,0.0,2.8e-09,0.0506911751,0.0125450494,3.55775e-05,6.3061e-06,5.4451e-06,0.0002295209,0.0,0.0,1.34e-08,0.0011785593,0.0,1.36e-08,0.0,9.35676e-05,0.0003133721,6e-10,0.0174829561,0.0001455765,0.0,0.0119121681,0.0,1.7436e-06,0.0001251071,0.0,8.4e-09,0.0497895689,7.5e-09,0.0011786,6.4231e-06,0.0326395127,6e-10,0.0044470398,7.679e-07,0.0061296948,0.0043565642,0.0001455817,0.0,0.0495411261,0.0,3.3345e-06,0.000473884,0.0004947096,0.0,0.0065686297,0.0518845568,0.0014557251,6.4237e-06,0.0,0.000160525,0.0011904633,6e-10,0.0001770023,0.0,1.53641e-05,0.0011862213,0.0,0.0,0.0,0.0,4.21966e-05,0.0172552271,0.0,0.0,0.0,0.0,0.0,0.0507405138,0.0043381362,0.0,0.0057332369,0.0,0.0,1.5017e-06,0.0,2.4767e-06,0.000934211,0.0514277997,9.99714e-05,0.0056996092,0.0011617194,3.8147e-06,6.8e-09,0.0,0.0008089357,6e-10,2.9e-09,0.03267672,6e-10,0.0010806138,0.0012410131,1.1748e-06,3.3273e-06,0.0332451313,1.76484e-05,0.0170297532,0.000301146,1.24334e-05,0.0010806138,4.1e-08,3.14385e-05,0.0,0.0003258937,1.1227e-06,0.0002355747,0.0011711149,0.00569766,1.95961e-05,3.6378e-06,1.76534e-05,0.0,1.3985e-06,0.0004439211
Decidueye,0.0012069832,0.0014177407,1.7742242764,0.0834673183,0.0112082126,0.15873211,1.8458953007,0.2187327665,1.841e-07,0.1104260175,0.701033428,0.7883575448,0.1921564932,0.1065135508,0.0004205892,0.0001602092,0.0239162171,0.6068286832,4.03574e-05,0.0517192292,7.2552e-05,0.0208916556,0.0040238231,0.1117659752,0.0005075732,0.0007462877,0.0310548151,4.19685e-05,5.843e-07,6.6964e-05,0.0,0.1670725528,0.0108305547,0.0371774871,1.3752391735,0.562762369,0.0024710848,0.2479818297,4.01426e-05,1.687e-07,0.5858568947,2.78254e-05,0.0131244911,0.0124278083,0.0060788124,0.0003975459,0.0004235105,1.46372e-05,0.5963149157,0.1812400266,0.0017474324,0.0338991246,0.0008972585,0.0208531193,8.03671e-05,0.0175616465,0.5214037785,0.0009715151,0.0213019027,0.0,0.7884285961,0.0001255905,0.0359875176,1e-10,0.0603786368,0.0003310489,0.0072022711,0.5865266479,0.1011385099,0.0001282629,0.1212707504,0.0012048227,0.0052830571,0.1484480727,0.00028021,7.8169e-06,0.0097605125,0.2544439679,0.9722075201,0.0036762718,0.219663019,1.5097676362,6.80368e-05,1.65328e-05,0.0,0.16720617,4.19684e-05,0.00037183,0.9805414591,0.0005722492,0.0,0.2306505552,0.4077071245,0.0152703752,6.99305e-05,0.0005280206,0.0045288803,0.0424821487,3.6107e-06,0.0650253065,5.077e-07,0.0070100164,0.8246107948,0.0,0.0,0.0007346046,0.0,0.00029608,1.4248528325,0.0008548339,0.008223241,0.0,0.0,0.0064498945,0.8639491858,0.0120523037,1.7462e-06,0.0036697578,0.0014258461,6.9e-09,0.005409538,0.0069615064,1.0354e-06,1.0283834999,0.0882876266,1.561927575,0.001481197,0.0083100291,0.0099564523,3.32762e-05,0.0244363395,0.7593194151,0.0015440274,0.0007095774,0.4977587098,0.0016870121,0.0212827705,0.0,6.262e-07,1e-10,0.3093945599,0.0191551448,3.7693624119,0.0201445921,0.0484271712,0.0,0.0117624541,0.0240432961,0.012535197,0.082909824,1.0026317557,0.0044701617,0.3735252467,0.1725660929,0.0002335909,0.0102631521,0.6361332298,0.0125977422,0.000125371,0.001996308
Iron Jugulis,17.5068879824,0.0040195177,29.4645524176,10.5758400008,2.8378307786,0.0183938563,25.8164924944,1.74806e-05,6.845e-07,0.0,2.9572296907,16.5193552806,0.0044817746,0.6748797997,0.3677255498,3.57996e-05,0.0183496907,0.0288805263,0.0193551784,7.5e-09,3.91835e-05,6e-10,9.073e-07,0.0013501961,0.0039965496,5.8e-09,1e-10,1.657e-07,4.2e-09,0.0009504684,5.752e-07,21.0287411851,3.3662e-06,0.0366604486,17.7197797389,0.0010412461,0.000337197,16.2290862874,4.03175e-05,7.68227e-05,1.2200787784,0.0,4.48e-08,0.0003512429,0.0093482775,0.0005834674,3.69023e-05,3.95119e-05,0.5554471983,0.0944374935,2.2336e-06,4.41e-08,3.181e-07,0.0005801618,0.0652050663,0.0129573358,0.0351034985,0.0001204374,0.0,0.7884285961,0.0,0.0418321136,0.2850073922,0.0007356112,0.0290552181,5.495e-07,0.2877847113,0.4612391388,20.1974960064,0.0,0.0045429382,0.0,0.0006784402,6.925032228,0.0013860079,5.23e-08,0.0,0.0253159347,0.0883564658,0.0019816228,0.0134234109,10.7954195957,0.0004221408,0.2344154784,1.3215e-06,3.4250489229,0.0,4.40682e-05,31.0799396286,4.12e-07,0.0,0.0883987913,0.0193249029,0.0005847575,0.0,0.6232158942,0.0107523271,0.2015255554,0.0001983479,0.0360387136,0.0,0.0667720962,35.9792423231,0.0,1.2326009394,0.0086831191,5.6126e-06,0.0327154912,0.0931909525,7.1994e-06,9.9286e-06,3e-10,0.0,0.0005369199,4.0037523601,0.2760958797,0.0002802192,0.1034367234,16.8814844062,6.04193e-05,0.0015409675,2.8326780894,0.3434982237,9.9760725319,0.3690556394,0.0252139481,0.0173361224,0.0963578663,0.1216640531,0.0,7.7036e-06,0.1508270006,2.2642e-06,3.9144723413,6.6814130891,0.0020895144,3.18928e-05,0.0,0.0003251112,4.1e-09,4.3818161078,8e-10,22.1750631483,7.2095147307,0.0019561498,9.7256e-06,0.0011018878,0.3760359635,0.0010086266,6.4821872749,7.12e-08,0.0012375102,0.3286532791,0.0335477433,0.002248094,0.031418458,24.4134208769,0.0007026715,0.0073952804,0.0243149901
Nacli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2357e-06,0.0,2.2357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilowattrel,0.007289022,0.0005906804,0.0178596067,0.0165852781,0.0912582979,0.003267237,0.1508228609,2e-10,2.253e-06,0.0,0.2150042013,0.0066018546,0.0027337825,0.1931278735,0.0138013292,8.78892e-05,0.0301779295,0.0221921725,0.0243835645,5.4552e-06,9.6002e-06,3.5e-09,4.8169e-06,0.0028413861,0.00683071,2.24899e-05,0.0040683229,0.0022186617,0.0026524112,9.9022e-06,1.01e-08,0.0837444296,0.0001043497,0.0025438924,0.2418974124,0.0001367395,0.0111353194,0.281410707,0.0129752043,0.0021498851,0.0345964657,0.0047886991,0.0247699513,0.0006718688,0.0353171506,3.1923e-06,2.58146e-05,0.0,0.1639531477,0.0042851176,0.0004465834,0.007432281,1.0967e-06,0.0289594121,0.0006893868,2e-10,0.0259796363,0.0020192483,8.10468e-05,0.0001255905,0.0418321136,0.0,0.4406730059,0.0024871238,0.0321226302,4.0151e-06,0.3358531383,0.0102421679,1.1135123253,9.5171e-06,0.0312511206,0.0,1.1397e-06,0.1194693075,0.0013101888,8.10525e-05,0.002744876,0.2440782387,8.53955e-05,0.0032467113,0.0028616638,0.0224676442,0.0190223396,0.0151674481,0.0,0.0311703595,0.0,6.2e-09,0.11299341,0.0040856501,1e-10,0.3817815374,0.0564428795,0.0087976543,0.000521503,9.3e-09,4.76e-08,0.0266047351,1.3e-09,0.0130129769,0.0,0.0021779752,0.5495706722,0.0,0.0,0.0069545336,0.0,0.0010037023,0.1900705524,0.0026679016,9.9033e-06,0.0,1.0966e-06,6.703e-07,0.0044280706,0.1304293065,0.0003514668,0.0137978925,0.9491143568,0.0023643871,7.96952e-05,0.0079651295,0.0009460029,0.0991454053,0.2048662128,0.1741928111,0.1898494625,0.009170482,0.0086865756,0.0002116255,0.0001889552,0.0235992852,0.1505006501,3.11305e-05,0.227720485,0.0023971376,0.000718661,5.38683e-05,0.1504472838,2.26e-08,0.2753285136,0.0,0.4389319454,0.0001779147,0.0024060252,0.0,0.0032159563,0.0251002584,0.0163024172,0.1009458695,0.0002837641,0.0310894179,0.2343029076,0.0037059176,7.34129e-05,0.0040399277,0.0538981503,0.0406015114,0.017990134,0.0015331246
