,Iron Leaves,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Bronzong,Chansey,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Eiscue,Frosmoth,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Noivern,Hippowdon,Blissey,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Decidueye,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Slaking,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Scyther,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Dragonite,Gyarados,Vaporeon,Dunsparce,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Flareon,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Tauros-Paldea-Blaze,Iron Treads,Hattrem,Rotom-Frost,Brute Bonnet,Samurott,Arboliva,Corviknight,Cetitan,Sableye,Naclstack,Dugtrio,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Electrode,Tsareena,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Salazzle,Abomasnow,Roaring Moon,Luxray,Tatsugiri,Oricorio-Pom-Pom,Cryogonal,Crabominable,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Walking Wake,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Crabominable,5.35095e-05,0.0,8.0471e-06,5.9e-09,0.0,0.0557731157,2e-10,3.686e-06,8.5056e-06,0.0,0.0,9.9071e-06,0.0030431035,4.1e-09,0.0001664751,2.26e-08,3.34595e-05,0.0,0.0,0.0,0.0001673239,0.0,8.9656e-06,0.0,3.34229e-05,0.0,0.0002790683,0.0,0.0,2.5e-09,0.0,4.8155e-06,0.0,0.0,0.4856234744,0.0,6.9578e-06,2.28e-08,1.72976e-05,0.4071918005,0.1487999846,0.0,0.008710393,0.0,0.0,0.0,0.0,0.0519854303,0.0075079029,0.0096500087,4.1e-09,1.06e-08,0.0,0.0,6.44213e-05,0.0156589935,0.0005022168,0.0,0.0,1e-10,4.1e-09,2.26e-08,1.157e-07,4.064e-07,0.0534754961,1.3136e-06,0.0,0.1471438625,0.0001700514,5.9e-09,0.0001664757,0.0,0.0,4.0006e-06,0.437360545,7.4095e-06,0.0,3.277e-07,0.0,1e-08,0.0,2.0086e-05,0.0005178535,2.0086e-05,2.0086e-05,0.0080568551,0.0,4.184e-06,0.14731947,7.4094e-06,0.0018364816,5.72095e-05,0.1230108383,0.0,6.22948e-05,0.0,8.9652e-06,0.0196385136,8.9652e-06,0.0,1.861e-06,0.0,0.0016486436,0.0195647951,0.0,0.0265960888,0.0,6.85e-08,0.1471511359,1.4e-09,0.0,0.0,0.0,3.577e-06,0.4425795395,1.3e-09,0.0016486434,0.0,6e-10,0.0,0.0,0.0,0.0,1.02353e-05,6.583e-07,0.0,0.0,2e-10,4.1e-09,9.1951e-05,0.0,3.1723e-05,0.0,3.275e-07,2.26e-08,0.0,0.0,0.0,0.0,0.0,0.6817378136,0.0,0.0080672552,2.49e-08,1e-10,0.0,2.054e-07,0.0,2.4188e-06,9.667e-07,0.0,0.0,6e-10,2.37223e-05,0.0,2.70031e-05,9.9124e-06,0.0,0.0,0.0
Clawitzer,0.0089085272,0.0113332888,4.9264e-05,1.90272e-05,2.2948e-06,0.0009853376,0.000595707,0.0,3.8e-08,0.0,9.2699e-06,0.0,1.69e-08,0.0006954015,0.0003153607,0.0004969372,0.0004459017,5.00685e-05,2.3947e-06,2.81e-08,1.6779e-06,2.89e-08,0.0,2.5563e-06,0.0001681091,1.7322e-06,0.0,0.0,4.4e-09,3.178e-07,0.0,0.009407036,0.0096921088,4.12e-07,0.0011288222,3.067e-07,1.68899e-05,0.0024744712,1.1937e-06,5.10318e-05,0.0006242719,1.69e-08,3.12e-08,2.371e-07,1e-10,0.000276811,1.40389e-05,8e-10,0.0002512387,0.0045956829,0.0,0.0097091469,1.68899e-05,0.0,1e-10,0.0,0.0003871334,1.753e-07,4.792e-07,0.0096929779,4.212e-07,0.0005312871,0.000186063,0.0,0.0011609081,0.0,0.0,0.0019447086,0.0008024675,0.0,0.000381845,5.787e-06,3e-10,0.0047144467,5.8008e-06,0.0,0.0096921086,0.0071055809,5.7637e-06,0.0005322256,0.0,0.0160987427,5.8233e-06,0.0003818395,0.0,0.0065422168,0.0,3.2005e-06,0.000170966,5.9284e-06,4.4e-09,7.71082e-05,0.0007076805,0.0,0.0,4.741e-07,5.3e-09,5.10642e-05,1.179e-07,7.4934e-06,0.0,0.0001867876,3.6688e-06,0.0496474528,0.0,0.0,0.0,1.064e-07,0.0021480891,7.72704e-05,2.81e-08,0.0,0.0,3.5764e-06,0.0008004215,8.9275e-06,0.0,5.3e-09,0.0002655219,0.0,3.2005e-06,0.0041580728,1.61775e-05,0.0002935921,4.7306e-06,0.0091759159,1.09e-08,0.0001609947,2.3113e-06,4.0724e-06,1.89563e-05,8.33939e-05,0.0,1.12885e-05,5.5167e-06,3.6688e-06,0.0,0.0,0.0,0.0009772921,0.0019141916,0.0041521765,0.0048471675,9.20542e-05,7.72742e-05,0.0,0.0096923638,0.0001325417,0.0002623349,0.0008375803,1.9223e-06,4.835e-07,0.009656125,3.2694e-06,0.0003866948,1.009e-07,0.0003818767,0.0,0.0,0.0
Gogoat,0.0119030995,0.0,0.0103350428,0.0063714613,0.0,2.80734e-05,0.0046414411,4e-10,3.75e-08,0.0,0.0002419436,0.0,1.7811e-05,3.764e-05,0.0,0.0,2.2184e-05,0.001846995,4e-10,4e-10,0.0,0.0,0.0,2.006e-07,7.44e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0006185554,0.0,1e-10,0.0061629217,0.004366737,0.0,0.0,0.0,1e-10,0.0,8.7763e-06,0.0,0.0103354312,0.0,0.0017412698,1.21168e-05,3.784e-07,3.65932e-05,2.006e-07,1.5e-09,0.0,0.0,4e-10,0.0,0.0,2.006e-07,9.5666e-06,0.0,0.0,0.0,3e-10,0.0002135984,0.0,0.0008264714,0.0,0.0,1.1233e-05,3.1834e-06,0.0006007372,7.44e-08,0.0,0.0,0.0119903364,0.0,0.004342624,0.0,0.0118820065,0.0,4e-10,3.7597e-06,4.03484e-05,3.1819e-06,0.004638341,5.005e-07,8.183e-06,0.0,0.0,0.0017500546,2.006e-07,1.38e-07,0.0103349307,8.5153e-06,0.0008117659,0.0,0.0,0.0,0.0,0.0,8.5761e-06,0.0,0.0,0.0008117659,0.0,0.0,8.5588e-06,0.0,1.071e-05,0.0222085484,0.0,0.0002135984,7.44e-08,0.0,0.0006185551,1.32e-08,1.5e-09,0.0,5.005e-07,3e-10,0.0,0.0,0.000819817,0.0,0.0118734756,0.0001056247,3e-10,8.1e-09,0.0,1e-10,0.0,0.0103474259,1.12348e-05,0.0002135984,0.0,3e-10,8.1e-09,1.56e-08,0.0,0.0,0.0,0.0003646977,3.75e-08,0.0047397008,0.0,0.0,0.0,0.0001517697,5.42918e-05,0.0,0.0045565633,4e-10,3.784e-07,0.0,1e-10,0.0,0.0017412698,1.385e-07,0.0,0.0,0.0043425865
Sudowoodo,3.335e-07,9.1e-09,0.0,1e-09,3.335e-07,5.22e-08,0.0,2.358e-07,5e-10,0.0,0.0358153239,1.03272e-05,0.0,0.0,0.0,8.6707e-06,7.2469e-06,2.37025e-05,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0008722273,0.0,0.0,0.0,1.03272e-05,0.0003364327,0.0003270282,9.1e-09,4.113e-07,0.0008722273,0.0008735556,0.0,5.747e-07,5e-10,0.0,5.31759e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008722278,0.0108350003,0.0107821403,0.0,0.0,5e-10,0.0,0.0,3.414e-07,0.0,0.0,0.0,4.113e-07,0.0,5.758e-07,0.000288976,0.0,0.0,0.0,0.0,9.12e-08,0.0,0.0,0.0,0.0,9.095e-06,2e-10,0.0,0.0,4.56204e-05,0.0,0.0,0.0,4.71121e-05,2.90621e-05,9.1e-09,0.0,0.0,0.0,7.2469e-06,0.0,7.6581e-06,0.0003270272,3.7383e-06,0.0,0.010781904,0.0,0.0,5.22e-08,0.0,2.4323e-06,3.079e-07,0.0,0.0358138326,0.0,0.0,0.000617606,0.0,0.0,4.64308e-05,5.27628e-05,2e-09,0.0,0.0,0.0,7.2991e-06,0.0,7.8949e-06,0.0,0.0,0.0,0.0,5e-10,0.0,0.0358138326,3.335e-07,0.010781904,0.0111102594,0.0003270276,0.0,1.4912e-06,0.0,0.0008722273,0.0,9.07e-08,0.0,3.416e-07,0.0,0.0,0.0,0.0,1.8e-09,9.09e-08,0.0,4.56204e-05,8.684e-07,0.0,0.0,0.0358151608,4.59618e-05,0.0,3.414e-07,0.0,0.0,0.0,1e-09,5e-10,0.0,5e-10,0.0,0.0003283558,8.6708e-06
Chansey,0.0003409931,0.0029551833,7.21014e-05,0.0034993392,6.63852e-05,0.0010608646,0.0295495669,4e-10,6.28939e-05,0.0,0.0050879015,2.72024e-05,0.0178930963,0.006390698,0.0008086734,0.0199095736,0.0050086849,0.0687613937,0.0,0.1097495673,2.665e-07,3.924e-05,0.0004444786,0.1104262524,0.0023362363,0.0,0.0001896833,3.7e-09,9e-10,0.0110924173,7.3514e-06,0.1212145627,0.0070085084,0.0,0.0389167981,0.0063267648,2.701e-07,0.0169388241,0.0007418653,5.08634e-05,0.0052384319,4e-09,0.0,0.0043710333,0.0040895963,0.0002114443,0.0,0.0,0.0688670328,0.1252828784,0.0004756894,0.0165024244,5.8929e-05,1.6436e-06,9.54927e-05,8.0732e-06,0.1108341831,0.0003330028,0.0,0.1104260175,0.0,0.0,0.0282622642,0.0,0.0002312731,0.0011607465,0.0,0.1336919053,0.0002873125,0.0004386244,6.63899e-05,0.1094267424,0.0011619005,0.0141148976,8.51224e-05,0.0,0.0,0.1132092998,0.0,0.0507881677,7.136e-07,0.0409523423,2.37256e-05,0.0003537709,1.5e-09,0.0097358911,0.0,0.0,0.1294238247,0.0078572312,2.4e-09,0.0053729159,0.0100899911,0.0007034341,0.0,5.08634e-05,0.000444475,0.0077924544,0.0012558882,0.0129805994,0.0072112885,1.4e-09,0.015582155,0.0468367006,1.39237e-05,2.55676e-05,0.0,0.0097250701,0.1195816101,8e-10,0.0004614449,0.0066045629,0.0,0.0010335802,0.0145167699,0.0001685991,3.92061e-05,0.0001896833,0.0,8.1e-09,2.184e-07,2.681e-07,0.001022527,0.0088435872,0.0159185565,0.0481393096,0.0001146486,0.0150384384,0.0001023737,0.0,0.0001004166,0.0046556881,0.0,0.0010335802,0.0121313545,2.464e-07,1.9e-09,0.0,0.0,0.0,0.1289211784,0.0,0.0945975805,4e-09,0.0,0.1159157876,0.0008258761,0.0,0.0039395611,0.1257766005,0.0002288968,0.0002372048,0.0398822303,0.0074286455,0.004242161,0.0001962126,0.001181145,0.0,0.0,0.0
Coalossal,0.0005666948,0.0170653177,0.0005596082,3.9e-08,0.0008065336,1e-10,0.0006132002,2.4e-08,7e-10,0.0,0.0002113459,0.0015126447,0.000528544,0.0017987675,0.0031115094,0.0002295208,0.0008065157,0.0006880167,0.0008065164,1.44918e-05,0.0005534095,0.0,0.0,1.5e-09,2.67535e-05,0.0,0.0,0.0,5.11e-07,0.0014947584,0.0,0.0010531545,0.0,0.0,0.0037836433,1.835e-07,1.79e-08,0.0021953059,4.68915e-05,0.0,1.8269e-06,3.91e-08,0.0,1.79178e-05,1e-10,0.0,1.57245e-05,3.1e-08,0.0041826144,0.0,3.011e-07,0.0,4.62606e-05,0.0002295208,1.5e-09,0.0,1.287e-07,0.0,6.096e-07,1e-10,0.0002113439,0.0008069443,0.0024150278,0.0002113439,0.0014947585,1.8e-08,0.0,0.00311151,0.0032430102,0.0,0.0,0.0,5.11e-07,0.0040708208,0.0002117557,0.0,0.0,0.0006851397,0.0007289802,3e-10,0.0,0.017593865,0.0,8.142e-06,0.0,9.29739e-05,0.0,0.0,0.0051603524,1.45006e-05,4.62995e-05,0.0001036502,4.119e-07,0.0002295208,0.0,0.0006851008,0.0005811863,4.7284e-06,1.78862e-05,0.0005534279,5.02966e-05,4.1e-09,4.245e-07,0.0,0.0,0.0,0.0,5.63864e-05,0.0006053766,0.0,0.0,0.0,4.21032e-05,0.0,4.64703e-05,3.75e-08,0.0,0.0,0.0024097229,0.0005668307,0.0,0.0039342258,2.47e-08,0.0040703955,0.0,0.0016629978,0.0011181549,1.79e-08,0.0033649563,0.0,1e-10,5.9645e-06,0.0,4.555e-07,0.0,0.0,0.0,0.0,3.0514e-06,4.119e-07,0.0041524244,3.9e-08,2.361e-07,0.0010298881,0.002409727,0.0,1.322e-07,6.95161e-05,7.0704e-06,2.3e-09,0.0,4.64703e-05,0.002966238,3.09163e-05,5.45374e-05,1.54241e-05,0.0006851625,4.2361e-06,0.000846508,0.0
Tauros-Paldea-Combat,0.0,0.0,0.0,3.36873e-05,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30894e-05,3.04158e-05,0.0,1.166e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008729971,1.30894e-05,0.0,0.0,0.0,0.0,8.159e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0,0.0,0.0,6.4936e-06,6.4917e-06,8.096e-07,0.0,0.0,0.0,3.36873e-05,0.0,1.166e-07,6.4917e-06,3.04221e-05,0.0,4.4e-09,3.04158e-05,0.0008729971,1.9e-09,6.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,6.8614e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-09,0.0,0.0,1.95811e-05,3.36873e-05,1.4017e-06,0.0,5.1577e-06,0.0,6.8614e-06,0.0,7.98e-08,8.8e-09,0.0,0.0,0.0,0.0,2.7e-09,0.0,2.7e-09,0.0,1.30894e-05,7.98e-08,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,6.3e-09,0.0,0.0,0.0,8.8e-09,4.4e-09,0.0,3.04158e-05,0.0,0.0,1.30894e-05,0.0,0.0,0.0,4.4e-09,0.0,0.0,0.0,0.0,3.36873e-05,0.0,1.166e-07,0.0008729991,0.0,0.0,3.3755e-05,0.0,1.9e-09,0.0,0.0,0.0,0.0,0.0,0.0,8.096e-07,0.0,0.0,6.77e-08,8.096e-07,1.166e-07,0.0,6.3e-09,0.0,0.0008729998,1.166e-07,0.0,0.0,7.21e-08,0.0,0.0,0.0
Great Tusk,8.7033753889,2.3526187623,271.7268444266,125.0128617551,0.433056437,1.410502115,364.2344548774,1.4863710788,0.109426722,0.0945975805,25.027017211,1.1512647381,133.2630989265,28.1792816968,34.9671449663,23.6637040722,0.3842148475,183.9074186822,0.0307949817,0.8701918576,2.7011316396,0.00648549,30.4081318843,1.4756503474,0.0253639263,0.0677996973,0.0511864807,4.2130131125,0.2578149251,0.6185275565,0.1807836066,220.5039923359,0.2656881548,0.7809010934,575.5629487905,15.7479553975,0.5862472217,160.5433819827,4.6518256492,0.7895835744,191.0804988177,11.0771838535,0.1705275893,2.727622399,23.9754291508,0.5996633996,0.0066043705,0.2115144489,85.8202564759,166.2268017519,0.1190441704,0.0883890201,0.1221526,11.3187811154,0.7431446877,0.0234635927,42.7998461793,11.0219106138,0.3147597584,3.7693624119,22.1750631483,0.4389319454,154.0685514059,0.3206386206,53.5989778011,0.2174337757,0.0059700162,135.6387894284,29.823842924,0.0320282698,1.5720984589,0.0077252281,0.3232655363,141.8796874294,0.0064070205,0.497116397,0.1631010641,114.1878247441,5.6497873141,0.2015814019,10.4262888217,335.6174438259,2.5362844158,0.2325491995,0.0014409266,200.0381986948,0.164859355,0.0622857536,356.2097917147,0.3109193263,0.0161569877,32.7010853385,120.5223022542,4.8846822101,0.0005215088,0.1717423304,6.0088423389,227.1250526022,37.0870035734,9.0471856834,3.24471e-05,0.8141187153,1.2076829897,3.869e-07,0.0786323272,57.3528473493,0.0930967746,9.5261484116,378.9501340124,2.2659867853,0.3712143762,0.0101925667,8.835e-07,0.1696033553,10.1890211951,14.3284448889,0.2604934314,0.1343217184,2.6602561778,1.6894847279,0.0193898503,21.0502251691,1.7373772331,269.5318622875,154.9543703393,209.9355066519,40.4519454832,47.3470144057,6.7813466265,0.6662678066,11.6762885311,193.243096752,0.2903504988,1.9921121227,293.019642285,0.3406062519,1.5083564859,0.0157659972,0.1948175906,0.0080672552,229.958083794,1.4479241161,0.0,2.2970333607,14.380031366,0.2020691992,0.5082473844,25.1318769516,8.4794393368,136.7081841614,1.0674232438,2.9041644271,314.8230364261,108.7786158742,0.1325944324,3.1017184007,278.6818603275,0.3384171999,0.2328903442,0.0385553511
Indeedee-F,0.0181321356,0.0166284424,0.0268052701,0.661211575,2.232e-07,0.0285939867,0.0135283232,3.588e-07,1.75467e-05,0.0,0.0002819927,0.0002378474,0.0147874945,0.0039356171,0.0004604014,0.0,0.0009392177,0.0514605308,0.0209451953,0.0001037836,0.0,5.5766e-06,0.0,3.3547e-06,0.0012415063,0.0,0.0,0.0,0.0003603033,0.0164211308,0.0,0.0065949606,2.554e-07,2.06346e-05,0.0090280361,0.0039965431,1.34e-08,0.03903568,1.60889e-05,1e-10,0.0072331621,0.0,5.381e-07,7.6e-09,0.000520501,1.582e-07,0.0004438277,5.64532e-05,0.0218209093,0.01093054,2.45e-06,4.675e-07,5e-09,2.09015e-05,0.0,0.0,1.39806e-05,2.9241e-06,0.0008013774,3.32762e-05,0.0,0.0002116255,0.0049914508,0.0,0.788350246,0.0,0.0,0.0009128528,0.0002118502,0.0,0.0002640871,0.0,0.0002070878,0.0113388288,0.00130367,1e-10,0.0,2.99101e-05,0.0106925796,3.47872e-05,5.66947e-05,0.0003423814,3.3547e-06,0.0,0.0,0.0099902339,0.0040264629,6.8e-09,0.0533429483,1.1e-09,0.0,0.0007992857,0.0001777126,0.0002378483,7.672e-07,0.0,0.0587083027,0.0292965075,0.7180394658,0.0002613549,0.0,0.0,0.0824354817,0.0,0.0,1.1987e-06,0.0,0.0,0.0214415037,0.0,1e-10,0.0,0.0,0.0094677638,0.0287348773,0.0,0.0,1.206e-07,0.0002116255,0.0,0.012339252,0.0002071582,0.0,0.0198727006,0.0048926786,8.66421e-05,0.0005011662,0.0,0.000932334,0.0,0.0,0.0022999572,0.0071606788,0.0,0.0123269295,1.4547e-06,0.0,0.0,0.0,9.1951e-05,0.7355801401,1e-10,0.6662678066,0.0,1.5195e-05,0.0,0.0003576956,1.58e-08,3.22318e-05,0.000420825,1.1622e-06,9.666e-06,0.0006713697,5.6329e-06,0.0003575498,6.15345e-05,0.0031892786,0.0004307947,6.5e-09,9e-10
Sprigatito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455e-07,0.0,4.455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slither Wing,0.2829686327,0.0032742534,0.7621008757,9.3075645572,3.54e-08,0.0011909579,7.1685554729,9e-09,7e-10,0.0,1.9039202317,9.10218e-05,0.9167785372,0.0023724516,0.0910663171,1.33761e-05,0.0001102794,1.6410162491,5.53176e-05,9.7802e-06,4.09123e-05,1.04e-08,0.0181390649,0.0320722396,0.0159362822,0.0002331956,0.0,0.0075356181,0.0,0.0016624331,0.0,0.3671914829,3e-10,0.0014298464,10.2074739595,0.4763102207,0.0021695778,0.9963007218,0.0107555762,0.0001245242,0.9504498077,0.9181229559,0.0131031053,0.0090619797,0.0244014736,0.0223165454,0.0005110006,0.0,0.482352481,2.1147537194,0.000161825,0.0012641271,0.0,0.0140735468,7.128e-07,0.0026783528,0.0303181809,0.0112357067,1e-10,0.0484271712,0.0019561498,0.0024060252,0.7191625488,0.0030104501,0.138074181,5e-10,2e-10,1.4885456018,0.0119531298,0.0178866164,0.0132497741,4.0849e-06,9.2521e-06,0.4927695554,0.0008945483,5.1012e-05,0.0086061152,0.161362999,0.011824445,0.0064982251,0.006928232,2.2891909104,0.0033057361,0.0096588865,5.166e-07,0.0410404672,3e-10,0.0320688399,11.4839833571,5.76503e-05,0.0,0.0007381998,1.8912364914,0.011317848,1.2e-08,2e-10,0.006741048,22.3373923142,7.8229e-06,0.0013020374,0.0,0.0235362858,0.6721097336,0.0,0.0,0.9055120457,0.0,0.0024520122,4.8750024917,7.72748e-05,0.0513157266,3e-10,0.0,0.0,0.0709510042,0.0600752039,0.0011150281,0.082999577,0.0024382665,1e-10,6.6e-09,0.0005767779,0.0103224875,0.0904021027,0.0033766841,2.9557224834,0.0011371753,9.6162460104,0.0018486586,1.5195e-05,0.235284047,3.0890420755,1.76914e-05,0.0108763967,10.9286273068,0.0,9.3007e-06,0.0,0.0012801207,1e-10,2.7389095163,0.1658086576,14.380031366,0.0087347348,0.0,0.0,0.0135324841,0.0017173093,0.0149765507,0.133589617,0.0391729042,0.0215689978,12.9218274125,1.100850954,0.0041499389,0.0002388446,0.8438199438,3.871e-07,0.0010775545,0.00264779
Crocalor,0.0,0.0,9.9574e-06,7.83e-08,0.0,0.0,2.532e-07,1.0096e-06,0.0,0.1159157876,6.9801e-06,6.783e-06,0.0,0.0040989204,0.0005340466,0.0011709281,4.13e-08,0.0006313045,0.0,0.109305089,8.31e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3514e-06,1.37781e-05,2.72651e-05,0.0,0.2143657078,0.0060783304,0.0122927887,0.0084580623,0.0,0.0,0.0975284896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006603352,0.0007764102,0.0,0.0,0.0,0.0,0.0060783304,0.0975961193,0.0041838971,0.2020659676,2.292e-07,0.0,9.7256e-06,0.0,0.007234905,0.0,2.72651e-05,0.0,0.0,9.9788e-06,1e-10,0.0,0.0,0.2109316915,0.0,0.0007764102,0.0,0.0,0.0,0.0983049009,0.0,0.0,0.0,0.0006313046,0.0,0.0,0.0,8.86889e-05,9.03143e-05,0.0,1e-09,0.0,0.0,0.0184251179,0.0099528614,0.0011709281,0.0,0.0,6.783e-06,2.72651e-05,0.0,0.0,0.0238892049,0.0,0.0084277033,0.0467672048,0.0,0.0,0.0,0.0,0.0091062755,0.0,0.0,0.0304416506,0.0,0.0089061287,0.0976171002,0.0,0.0,0.0,1e-10,0.0,0.0,0.0084209166,0.0,0.2021546339,4.7e-09,0.0084209166,2.008e-07,9.7256e-06,0.0,0.0,0.0,0.0124086088,0.0,0.0,0.0040962746,0.0,0.0011709281,0.0010806138,0.0,0.0,0.0001201273,0.0,0.2020691992,0.0060783304,0.0,0.0,0.0060783304,0.0040959431,0.0,5.411e-05,4.2034e-06,0.0,0.2028560777,1e-09,5.40545e-05,2.9773e-06,0.0,0.0,1.971e-07,0.0
Phanpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.177e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07016e-05,0.0,0.0,0.0,0.0,0.0,1.177e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.189e-07,0.0,9.643e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.854e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.16883e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.643e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.854e-07,1.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magneton,0.0,0.8561757718,1.84511e-05,5.9848e-06,7.764e-07,9.5766e-06,1e-10,3.361e-07,0.0,0.0072112885,3.78e-08,0.0,1.5e-09,7.05e-08,0.0,2.033e-07,0.0,9.5916e-06,4.4687e-06,2.55833e-05,0.0,0.0,3.2387e-05,0.0,0.0,0.0,0.0,0.0,4.3548e-06,0.4497082477,0.0,0.0023497701,2.07997e-05,0.0,0.0001721348,0.0,6.25e-08,3.29058e-05,0.8561757514,1e-10,0.0,0.0,0.0,5.9256e-06,3e-10,9e-10,5e-10,0.0,2.1e-09,1.2e-08,2.94e-08,8.09e-08,0.0022279062,0.0,1.973e-07,9.134e-05,1.8631e-06,5.92e-08,7.761e-07,5.077e-07,0.0,0.0,5.85e-08,0.0,4.5e-08,4.3e-09,0.0,3.61023e-05,0.0,3e-10,1.139e-07,0.000121639,0.0,6.582e-07,0.0,1.975e-06,0.0,8.09e-08,0.0,0.0022279386,0.0,0.8561757435,6.4e-09,1.01e-08,2.49298e-05,1.973e-07,0.0,0.0,0.0,0.0070915915,1.861e-06,5.41156e-05,0.0,0.0,0.0,0.0,0.0,4.5e-08,0.0,2.07938e-05,0.0,0.0,9.5615e-06,0.0,0.0,0.0,0.0,0.0,5.40545e-05,0.0,3e-10,0.0238599575,0.8560540901,0.0,0.0,2.07938e-05,0.0,5.9258e-06,0.0,0.0,0.0,2.07941e-05,0.0,5.89597e-05,2.65699e-05,0.0001721603,0.0022279333,0.0,0.0008978787,0.0,0.4063458424,2.3e-09,4.4139e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.861e-06,4.42e-08,0.0,3.24471e-05,1.139e-07,0.0,0.0238892049,0.0013300276,5e-10,1.03085e-05,5.40987e-05,2.65699e-05,0.0,1.39369e-05,5.069e-07,0.0002261988,3.25765e-05,2.91e-08,4.5521e-06,0.0,0.0
